회사명,거래소코드,회계년도,[제조]비유동비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]유동부채비율(IFRS연결),[제조]차입금비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]유보액대비율(IFRS연결),[제조]유보액 대 납입자본배율(IFRS연결),[제조]투자집중도(IFRS연결)
(주)경보제약,214390,2021/12,,,,,,,,,,,
(주)경인양행,012610,2011/12,86.98,155.11,66.12,6.85,81.29,60.8,51.41,1.77,49.93,8.51,130.4
(주)경인양행,012610,2012/12,80.7,155.43,80.65,11.88,64.27,53.77,38.95,1.26,55.06,8.44,125.04
(주)경인양행,012610,2013/12,74.34,162.42,78.7,9.64,67.04,57.07,38.63,5.73,54.95,8.62,117.45
(주)경인양행,012610,2014/12,74.88,190.69,86.73,16.49,57.91,43.55,36.52,7.16,58.2,9.02,109.31
(주)경인양행,012610,2015/12,74.59,161.62,74.26,14.2,62.43,54.35,39.78,4.19,56.64,9.16,119.65
(주)경인양행,012610,2016/12,73.4,160.17,76.98,16.78,65.3,57.37,34.89,6.44,55.43,9.45,118.51
(주)경인양행,012610,2017/12,78.11,155.35,77.25,16.65,69.7,58.95,45.36,3.12,53.93,9.56,114.76
(주)경인양행,012610,2018/12,79.63,149.64,70.7,14.14,84.57,70.13,56.92,5.68,49.48,10.12,118.02
(주)경인양행,012610,2019/12,92.74,130.79,57.44,13.08,98.83,81.11,73.2,4.66,46.04,10.66,118.01
(주)경인양행,012610,2020/12,105.93,121.69,71.09,36.2,121.17,94.7,96.87,0.71,41.19,10.08,144.67
(주)경인양행,012610,2021/12,100.81,120.94,70.22,30.81,130.08,106.89,99.28,6.61,39.93,11.13,134.22
(주)고려시멘트,198440,2014/12,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,,,,,,,,,,,
(주)고려시멘트,198440,2018/12,,,,,,,,,,,
(주)고려시멘트,198440,2019/12,,,,,,,,,,,
(주)고려시멘트,198440,2020/12,,,,,,,,,,,
(주)고려시멘트,198440,2021/12,,,,,,,,,,,
(주)고바이오랩,348150,2020/12,1.31,1871.28,1867.86,1315.08,5.68,5.58,0.16,-17.43,81.37,6.14,1274.32
(주)고바이오랩,348150,2021/12,7.36,1441.79,1438.04,770.36,16.22,7.55,10.15,-107.07,77.48,9.05,3453.1
(주)고영테크놀러지,098460,2011/12,34.04,424.78,329.07,42.81,24.97,21.4,0,22785.6,75.06,15.14,97.15
(주)고영테크놀러지,098460,2012/12,30.57,498.93,385.1,49.28,23.92,18.71,0,1627.45,78.4,18.1,92.55
(주)고영테크놀러지,098460,2013/12,26.5,532.19,415.02,82.6,23.02,18.14,0,443.96,77.59,20.96,103.93
(주)고영테크놀러지,098460,2014/12,28.55,530.61,442.26,96.89,22.35,17.68,0.35,1673.12,79.31,16.73,93.43
(주)고영테크놀러지,098460,2015/12,28.16,579.96,487.87,126.58,20.83,15.98,0.21,2242.05,85.55,19.93,101.63
(주)고영테크놀러지,098460,2016/12,25.58,563.7,492.5,168.56,24.07,17.47,0.07,2001.96,82.86,23.66,107.79
(주)고영테크놀러지,098460,2017/12,27.18,499.8,430.73,142.52,27.21,20.01,0,6141.06,89.04,26.7,94.27
(주)고영테크놀러지,098460,2018/12,22.8,562.28,484.7,57.35,23.55,17.92,0,5839.89,82.41,33.6,111.09
(주)고영테크놀러지,098460,2019/12,32.7,587.8,493.22,70.8,25.37,15.76,5.3,112.96,82.2,36.61,127.96
(주)고영테크놀러지,098460,2020/12,44.36,620.36,503.7,141.35,22.97,12.67,5.51,61.47,83.77,36.92,141.09
(주)고영테크놀러지,098460,2021/12,34.3,572.95,483.56,142.1,31.36,16.94,11.08,137.46,78.14,41.92,139.89
(주)골드앤에스,035290,2011/12,103.4,108.02,94.83,0.68,108.04,96.87,68.68,1.13,-3.13,-0.06,85.96
(주)골드앤에스,035290,2012/12,99.1,128.81,116.04,15.05,103.59,81.11,63.55,-1.91,-16.12,-0.23,107.69
(주)골드앤에스,035290,2013/12,271.57,52.99,42.48,0.6,291.87,227.02,195.51,-3.83,-40.36,-0.58,128.86
(주)골드앤에스,035290,2014/12,260.34,60.18,48.43,1.37,285.09,207.3,192.97,-1.41,12.96,0.99,142.4
(주)골드앤에스,035290,2015/12,57.64,193.43,164.1,6.65,58.98,52.39,16.19,1.99,22.02,0.54,85.33
(주)골드앤에스,035290,2016/12,70.16,235.98,182.61,13.2,30.86,25.72,13.24,2.42,22.77,0.42,72.07
(주)골드앤에스,035290,2017/12,47.53,338.62,305.56,67.09,28.68,23.97,11.61,-26.15,13.15,0.2,95.49
(주)골드앤에스,035290,2018/12,155.6,75.1,70.49,54.46,208.23,203.22,161.36,-4.56,5.65,0.21,378.14
(주)골드앤에스,035290,2020/12,80.49,412.25,395.67,357.37,43.31,15.24,28.96,-0.98,-18,-0.21,311.27
(주)골드앤에스,035290,2021/12,88.04,338.93,329.48,107.87,72.28,24.85,44.62,3.57,-11.23,-0.16,193.57
(주)골드퍼시픽,038530,2011/12,,,,,,,,,,,
(주)골드퍼시픽,038530,2012/12,,,,,,,,,,,
(주)골드퍼시픽,038530,2013/12,104.87,155.04,95.34,0.83,108.06,66.56,74.43,-11.34,10.94,0.29,446.03
(주)골드퍼시픽,038530,2014/12,108.97,133.18,90.47,0.62,153.19,108.29,105.66,-4.33,-1.52,-0.04,244.33
(주)골드퍼시픽,038530,2015/12,67.33,349.83,308.07,72.2,34.82,19.29,14.03,-9.59,-17.41,-0.19,115.95
(주)골드퍼시픽,038530,2016/12,,,,,,,,,,,
(주)골드퍼시픽,038530,2017/12,,,,,,,,,,,
(주)골드퍼시픽,038530,2018/12,68.88,196.78,183.6,103.14,88.31,60.69,76.13,-0.68,31.39,1.39,436.11
(주)골드퍼시픽,038530,2019/12,,,,,,,,,,,
(주)골드퍼시픽,038530,2020/12,,,,,,,,,,,
(주)골드퍼시픽,038530,2021/12,,,,,,,,,,,
(주)골프존,215000,2015/12,,,,,,,,,,,
(주)골프존,215000,2016/12,81.34,159.04,136.62,55.55,55.75,46.79,29.01,59.8,62.63,37.51,79.65
(주)골프존,215000,2017/12,49.15,309.32,284.03,212.93,33.95,27.41,17.16,52.52,73.49,59.41,121.26
(주)골프존,215000,2018/12,55.81,267.33,248.01,108.81,30.34,27.88,9.83,37.61,75.56,61.18,120.57
(주)골프존,215000,2019/12,115.4,133.84,116.02,26.2,56.26,30.53,28.46,32.18,63.05,62.81,118.5
(주)골프존,215000,2020/12,110.49,145.96,133.04,29.01,62.83,35.86,30.16,34.09,60.61,70.95,115.73
(주)골프존,215000,2021/12,82.63,186.22,166.89,52.98,65.67,44.59,22.58,72.12,59.75,92.09,104.02
(주)골프존뉴딘홀딩스,121440,2011/12,29.17,1016.66,994.82,197.26,8.33,7.79,0.2,1101.46,97.72,60.16,160.59
(주)골프존뉴딘홀딩스,121440,2012/12,66.47,208.99,194.96,53.59,31.41,31.07,21.48,31.08,79.88,70.36,167.53
(주)골프존뉴딘홀딩스,121440,2013/12,84.23,133.05,117.72,32.19,50.24,49.61,23.93,25.98,63.67,22.04,144.59
(주)골프존뉴딘홀딩스,121440,2014/12,120.34,91.84,75.96,29.5,56.67,39.57,40.11,22.05,61.78,25.55,148.91
(주)골프존뉴딘홀딩스,121440,2015/12,121.55,93.81,70.63,46.79,39.17,18.78,33.82,-1.54,69.27,24.81,312.78
(주)골프존뉴딘홀딩스,121440,2016/12,124.69,70.74,47.34,22.85,44.06,27.39,36.52,5.22,66.8,23.73,211.29
(주)골프존뉴딘홀딩스,121440,2017/12,127.6,97.2,63.78,39.77,51.02,24.1,41.53,2.81,63.59,22.46,239.37
(주)골프존뉴딘홀딩스,121440,2018/12,138.85,47.77,23.21,7.58,59.42,43.06,46.15,0.15,60.16,21.76,231.54
(주)골프존뉴딘홀딩스,121440,2019/12,145.5,147.33,90.62,39.3,73.61,19.08,56.55,-0.36,55.04,19.95,232.05
(주)골프존뉴딘홀딩스,121440,2020/12,136.07,187.91,132.06,106.35,69.5,17.79,50.26,3.42,56.5,20.99,91.3
(주)골프존뉴딘홀딩스,121440,2021/12,135.24,61.16,35.45,14.16,56.22,34.29,40.23,9.17,61.9,27.15,58.27
(주)광림,014200,2011/12,,,,,,,,,,,
(주)광림,014200,2012/12,,,,,,,,,,,
(주)광림,014200,2013/12,,,,,,,,,,,
(주)광림,014200,2014/12,73.6,174.84,85.19,23.65,89.88,66.51,63.17,0.7,44.89,5.75,100.13
(주)광림,014200,2015/12,,,,,,,,,,,
(주)광림,014200,2016/12,124.65,83.29,58.22,27.45,102.28,93.21,49.95,0.16,38.91,3.68,192.96
(주)광림,014200,2017/12,120.61,106.4,76.78,43.08,93.2,68.22,60.81,-3.19,40.14,3.44,110.42
(주)광림,014200,2018/12,124.88,84.32,56.07,18.36,108.51,99.17,70.2,-0.23,34.79,2.63,95.53
(주)광림,014200,2019/12,151.96,77.11,58.44,12.03,178.13,163.61,118.21,-2.3,25.5,2.43,122.52
(주)광림,014200,2020/12,143.66,77.48,59.25,29.38,159.91,150.04,103.94,1.07,26.03,2.09,106.05
(주)광림,014200,2021/12,108.13,97.33,74.26,53.71,113.73,108.5,53.21,0.96,32.82,2.35,106.22
(주)광명전기,017040,2011/12,84.11,135.22,110.69,47.6,96.84,83.37,41.42,0.38,33.31,1.9,101.96
(주)광명전기,017040,2012/12,80.09,136.38,108.82,51.35,108.06,93.84,44.44,3.63,31.53,1.91,87.59
(주)광명전기,017040,2013/12,61,171.73,140.2,51.98,73.11,65.28,29.88,11.84,39.85,2.22,84.56
(주)광명전기,017040,2014/12,56.99,175.86,143.94,49.69,76.1,67.73,24.27,19.42,41.15,2.63,86.06
(주)광명전기,017040,2015/12,55.11,220.4,185.96,121.72,49.67,42.91,19.01,20.92,50.33,3.05,90.75
(주)광명전기,017040,2016/12,76.04,166.95,145.67,90.06,49.76,44.16,21.11,10.52,52.02,3.53,97.78
(주)광명전기,017040,2017/12,82.66,177.22,152.9,96.97,58.01,42.52,27.06,5.78,49.1,3.46,96.82
(주)광명전기,017040,2018/12,82.88,193.02,161.92,98.77,53.75,36.72,27.95,3.61,50.77,3.56,98.56
(주)광명전기,017040,2019/12,66.02,193.04,175.5,75.96,48.69,42.82,15.37,21.67,53.43,3.86,88.66
(주)광명전기,017040,2020/12,57.24,206.7,181.07,74.3,51.1,45.41,10.34,20.94,53.12,4.07,99.97
(주)광명전기,017040,2021/12,49.8,229.19,193.46,76.12,47.59,42.67,9.21,13.15,55,4.31,104.39
(주)광무,029480,2011/12,101.42,111.42,78.43,17.65,100.75,89.15,62.76,-3.01,-30.44,-0.37,114.3
(주)광무,029480,2012/12,108.48,117.03,79.59,3.09,89.07,68.86,54.88,-2.69,44.47,3.84,93.03
(주)광무,029480,2013/12,239.8,66.23,42.61,2.46,302.71,245.96,171.09,-8.2,3.2,0.12,130.06
(주)광무,029480,2014/12,,,,,,,,,,,
(주)광무,029480,2015/12,,,,,,,,,,,
(주)광무,029480,2016/12,,,,,,,,,,,
(주)광무,029480,2017/12,,,,,,,,,,,
(주)광무,029480,2018/12,103.74,115.45,111.64,14.82,164.99,139.68,76.58,-3.19,-19.28,-0.33,117.1
(주)광무,029480,2019/12,104.32,108.76,107.36,47.55,176.39,158.2,105.46,-2.9,26.84,2.78,153.56
(주)광무,029480,2020/12,96.08,130.81,129.3,68.02,59.46,48.45,30.29,-1.92,42.57,2.06,71.96
(주)광무,029480,2021/12,39.69,165.5,165.33,151.07,104.17,99.38,86.06,-0.51,38.21,3.49,456.33
(주)광주신세계,037710,2011/12,,,,,,,,,,,
(주)광주신세계,037710,2012/12,,,,,,,,,,,
(주)광주신세계,037710,2013/12,,,,,,,,,,,
(주)광주신세계,037710,2014/12,,,,,,,,,,,
(주)광주신세계,037710,2015/12,,,,,,,,,,,
(주)광주신세계,037710,2016/12,,,,,,,,,,,
(주)광주신세계,037710,2017/12,,,,,,,,,,,
(주)광주신세계,037710,2018/12,,,,,,,,,,,
(주)광주신세계,037710,2019/12,,,,,,,,,,,
(주)광주신세계,037710,2020/12,,,,,,,,,,,
(주)광주신세계,037710,2021/12,,,,,,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,,
(주)구영테크,053270,2011/12,247.4,56.43,41.77,1.78,308.02,284.66,234.02,0.96,21.23,4.94,93.99
(주)구영테크,053270,2012/12,258.45,57.4,41.13,4.5,339.29,315.06,258.45,1.29,19.73,4.94,94.99
(주)구영테크,053270,2013/12,244.81,60.26,40.24,4.62,282.41,228.35,205.66,1.39,22.8,5.29,80.45
(주)구영테크,053270,2014/12,189.11,71.98,44.53,4.84,198.5,151.97,144.14,1.38,27.76,4.37,85.25
(주)구영테크,053270,2015/12,181.72,85.48,56.69,12.63,186.04,122.04,133.47,1.97,30.21,4.92,86.09
(주)구영테크,053270,2016/12,194.89,80.61,51.13,12.55,188.59,116.24,130.64,1.65,30.29,5.1,99.49
(주)구영테크,053270,2017/12,220.15,78.36,53.8,15.72,235.08,146.65,170.32,2.37,26.14,4.94,97.2
(주)구영테크,053270,2018/12,206.06,80.98,38.86,6.08,194.32,108.99,138.63,1.47,28.92,4.44,94.11
(주)구영테크,053270,2019/12,190.23,78.53,40.02,6.93,188.09,124.6,130.76,1.33,29.76,4.66,83.83
(주)구영테크,053270,2020/12,200.96,72.48,46.86,8.87,204.67,143.08,133.32,1.04,27.99,4.49,98.51
(주)구영테크,053270,2021/12,193.63,74.76,47.28,10.83,192.23,131.89,127.99,1.59,29.63,5,105.34
(주)국동,005320,2011/12,493.13,70.59,38.5,5.95,1069.25,957.88,769.49,0.5,5.61,1.91,42.53
(주)국동,005320,2012/12,280.77,79.48,46.6,5.87,598.4,525.46,412.38,3.42,11.27,3.7,45.77
(주)국동,005320,2013/12,158.3,94.81,50.19,3.84,373.91,332.89,245.94,3.64,18.17,5.81,47.79
(주)국동,005320,2014/12,100.62,137.88,86.14,17.59,211.71,153.09,155.15,5.32,29.61,11.26,46.35
(주)국동,005320,2015/12,95.6,142.25,80.07,23.38,200.26,143.87,143.55,4.08,30.95,12.36,52.34
(주)국동,005320,2016/12,79.01,173.77,107.03,25.72,139.97,92.62,97.11,5.25,39.4,16.54,59.97
(주)국동,005320,2017/12,93.74,137.54,72.3,7.87,149.37,113.15,102.99,-2.28,34.1,5.56,52.09
(주)국동,005320,2018/12,81.21,132.6,80.84,3.43,154.02,130.32,91.67,2.53,33.9,6.08,53.35
(주)국동,005320,2019/12,67.47,208.91,133.41,14.66,104.22,65.46,76.03,-1.78,38.75,3.76,54.12
(주)국동,005320,2020/12,56.84,157.79,122.2,81.43,115.54,100.58,76.32,6.13,35.72,3.32,63.55
(주)국동,005320,2021/12,63.86,196.05,82.63,21,64.58,51.38,31.55,-1.01,46.54,2.85,67.28
(주)국보,001140,2011/12,166.92,76.24,75,1.25,186.86,157.3,79.47,0.75,29.99,5.77,69.39
(주)국보,001140,2012/12,175.67,73.5,72.1,2.28,191.46,157.55,95.54,0.64,29.42,5.64,71.1
(주)국보,001140,2013/12,204.57,67.35,66,1.05,230.27,186.64,111.26,0.36,25.38,4.86,76.14
(주)국보,001140,2014/12,262.31,57.27,56.06,1.15,302.32,244.49,144.74,-1.31,19.56,3.47,82.37
(주)국보,001140,2015/12,305.96,51.02,50.23,0.83,351.32,284.93,164.95,-1.55,16.36,2.65,81.06
(주)국보,001140,2016/12,361.77,47.45,46.76,0.59,432.28,359.35,191.68,0.14,12.56,1.99,82.46
(주)국보,001140,2017/12,306.69,40.45,39.56,2.16,310.51,256.68,156.78,-2.66,12.88,1.12,82.73
(주)국보,001140,2018/12,271.61,41.81,40.55,1.33,259.29,209.71,95.27,-4.03,10.38,0.59,50.11
(주)국보,001140,2019/12,156.97,93.59,35.9,7.4,303.29,263.18,185.2,-0.35,14.41,1.39,114.94
(주)국보,001140,2020/12,130.55,94.68,46.6,1.52,194.62,173.29,118.11,-2.95,6.76,0.25,71.78
(주)국보,001140,2021/12,134.45,97.28,51.97,10.49,221.31,192.08,138.54,-1.93,-0.84,-0.03,88.55
(주)국보디자인,066620,2011/12,43.09,191.36,191.36,17,66.59,64.53,1.18,238.18,56.57,12.1,49.46
(주)국보디자인,066620,2012/12,32.2,216.7,216.7,38.65,61.35,59.6,0,2003.29,57.94,14.35,67.19
(주)국보디자인,066620,2013/12,38.16,172.74,172.74,17.75,94.98,90.79,5.14,1539.88,48.36,16.49,66.58
(주)국보디자인,066620,2014/12,33.69,197.66,197.66,15.07,77.55,72.78,0,1917.05,53.48,18.83,64.05
(주)국보디자인,066620,2015/12,40.81,196.06,196.06,19.19,69.36,65.57,2.26,1867.07,56.39,21.22,60.92
(주)국보디자인,066620,2016/12,33.9,192.59,192.59,18.84,82.28,77.04,0,6455.77,54.89,23.19,70.01
(주)국보디자인,066620,2017/12,28.96,220.15,220.15,43.1,65.57,62.05,0,3543.84,60.43,26.49,54.69
(주)국보디자인,066620,2018/12,30.1,229.49,229.49,26.05,61.18,57.12,0.04,382.19,63.42,29.6,60.76
(주)국보디자인,066620,2019/12,22.45,206.55,206.55,16.28,80.37,76.46,0.47,592.26,56.81,33.71,77.36
(주)국보디자인,066620,2020/12,99.07,110.11,110.11,32.87,62.16,57.3,0.24,2015.9,63.91,45.89,40.86
(주)국보디자인,066620,2021/12,100.08,115.39,115.39,23.87,51.82,44.84,0.06,4014.1,67.62,62.27,40.54
(주)국순당,043650,2011/12,65.54,500.27,401.4,293.46,11.8,9.25,0.46,167.22,92.59,20.65,134.38
(주)국순당,043650,2012/12,63.84,631.95,515.25,372.47,9.45,7.22,0.63,172.69,90.11,21.16,147.59
(주)국순당,043650,2013/12,60.43,733.62,615.55,389.06,12.1,7.04,2.31,9.21,87.99,21.49,187.16
(주)국순당,043650,2014/12,60.05,698.29,590.46,263.47,10.5,7.22,0.46,9.17,89.27,21.74,192.24
(주)국순당,043650,2015/12,60.24,905.17,766.73,351.48,9.3,5.42,0.33,-334.84,88.28,21.41,221.12
(주)국순당,043650,2016/12,65.84,790.47,652.43,229.28,9.79,5.56,0.49,-327.25,87.82,20.95,220.71
(주)국순당,043650,2017/12,70.21,708.73,591.98,295.3,9.33,5.52,0.52,-12.28,88.59,24.03,235.89
(주)국순당,043650,2018/12,76.83,618.73,492.38,210.82,10.64,5.46,0.76,-7.85,87.46,23.37,234.04
(주)국순당,043650,2019/12,84.72,232.87,185.56,107.45,23.19,16.52,11.06,-4.32,79.58,22.5,163.5
(주)국순당,043650,2020/12,77.12,642.45,536.54,348.67,10.06,5.13,0.77,261.6,90.71,24.88,243.79
(주)국순당,043650,2021/12,76.99,618.68,505.77,288.25,10.03,5.34,0.5,757.64,90.75,27.15,198.64
(주)국영지앤엠,006050,2011/12,,,,,,,,,,,
(주)국영지앤엠,006050,2012/12,,,,,,,,,,,
(주)국영지앤엠,006050,2013/12,,,,,,,,,,,
(주)국영지앤엠,006050,2014/12,,,,,,,,,,,
(주)국영지앤엠,006050,2015/12,,,,,,,,,,,
(주)국영지앤엠,006050,2016/12,,,,,,,,,,,
(주)국영지앤엠,006050,2017/12,,,,,,,,,,,
(주)국영지앤엠,006050,2018/12,,,,,,,,,,,
(주)국영지앤엠,006050,2019/12,,,,,,,,,,,
(주)국영지앤엠,006050,2020/12,,,,,,,,,,,
(주)국영지앤엠,006050,2021/12,,,,,,,,,,,
(주)국전약품,307750,2018/12,,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,,
(주)국전약품,307750,2020/12,,,,,,,,,,,
(주)국전약품,307750,2021/12,,,,,,,,,,,
(주)그래디언트,035080,2011/12,151.83,81.65,69.75,16.02,136.46,103.66,64.27,-48.06,47.1,12.04,91.91
(주)그래디언트,035080,2012/12,125.93,89.27,76.37,15.91,86.55,67.92,32.03,1.38,53.41,12.99,80.48
(주)그래디언트,035080,2013/12,82.38,135.82,126.34,14.11,112.58,95.87,15.47,7.5,46.84,24.61,53.44
(주)그래디언트,035080,2014/12,86.35,130.06,120.93,22.39,113.29,97.6,6.75,14.81,46.15,29.13,59.71
(주)그래디언트,035080,2015/12,85.07,125.25,112.29,11.41,133.09,118.18,7.94,26.27,42.3,29.29,58.26
(주)그래디언트,035080,2016/12,78.29,123.45,113.17,12.17,146.75,136.46,7.46,13.02,39.79,27.12,52.87
(주)그래디언트,035080,2017/12,77.41,125.96,111.83,13.71,143.09,131.53,8.47,13.33,40.07,23.77,49.4
(주)그래디언트,035080,2018/12,76.66,124.21,107.78,16.54,153.28,142.2,9.95,8.44,38.65,22.99,50.47
(주)그래디언트,035080,2019/12,85.61,123.13,114.41,14.6,165.84,146.37,19.99,10.13,37.1,21.71,49.65
(주)그래디언트,035080,2020/12,96.44,117.17,106.82,11.98,162.86,142.04,18.73,-3.21,36.76,14.11,47.6
(주)그래디언트,035080,2021/12,75.26,125.13,117.72,7.35,180.81,164.27,9.77,0.78,33.77,13.38,38.23
(주)그리티,204020,2018/12,8.92,500.58,273.4,1.46,28.6,23.91,13.21,29.27,72.06,12.64,76.96
(주)그리티,204020,2019/12,12.87,477.62,233.61,6.18,24.23,23.31,10.11,4.95,69.11,6.07,71.71
(주)그리티,204020,2020/12,19.24,619.88,269.28,9.82,21.31,16.47,8.85,6.9,73.26,6.09,64.59
(주)그리티,204020,2021/12,34.26,415.92,146.15,7.26,29.97,23.01,16.32,-30.45,65.13,5.37,69.4
(주)그린플러스,186230,2019/12,90.51,220.53,186.04,27.72,93.42,46.66,79.71,3.03,48.37,14.5,145.81
(주)그린플러스,186230,2020/12,115.49,145.71,128.15,31.07,161.83,100.43,111.48,3.88,34.31,6.36,136.03
(주)그린플러스,186230,2021/12,65.01,261.18,219.33,93.97,67.18,39.12,52.39,3.45,55.31,9.49,117.26
(주)극동자동화,272420,2017/12,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,67.62,152.89,87.24,17.42,90.53,80.39,23.84,21.14,49.28,6.89,97.44
(주)글로벌스탠다드테크놀로지,083450,2012/12,61.68,197.65,89.16,54.87,49.48,44.42,8.38,25.45,62.02,7.93,77.52
(주)글로벌스탠다드테크놀로지,083450,2013/12,58.62,221.07,120.96,54.63,46.91,39.94,10.08,46.16,63.42,8.91,72
(주)글로벌스탠다드테크놀로지,083450,2014/12,53.11,268.19,185.45,113.29,37.62,31.51,7.28,60.23,68.1,10.23,71.05
(주)글로벌스탠다드테크놀로지,083450,2015/12,60.52,338.59,245.8,148.61,22.97,18.44,6.53,60.28,76.33,11.42,72.08
(주)글로벌스탠다드테크놀로지,083450,2016/12,58.54,211.09,120.71,50.05,47.1,41.95,7.4,63.24,64.04,12.29,89.95
(주)글로벌스탠다드테크놀로지,083450,2017/12,56.83,266.78,161.51,87.97,30.82,27.73,5.11,212.37,72.57,15.95,56.91
(주)글로벌스탠다드테크놀로지,083450,2018/12,58.71,320.14,211.68,69.04,22.4,19.89,6.15,118.58,79.71,17.97,73.59
(주)글로벌스탠다드테크놀로지,083450,2019/12,46.24,286.47,216.14,82.31,32.37,30.07,6.01,122.37,74.02,21.73,77.65
(주)글로벌스탠다드테크놀로지,083450,2020/12,43.97,367.25,262.68,143.94,24.7,21.98,4.67,142.24,79.4,24.17,79.37
(주)글로벌스탠다드테크놀로지,083450,2021/12,42.3,282.4,211.31,84.27,36.26,33.27,4.76,373.85,73.39,32.49,62.16
(주)금비,008870,2011/09,117.31,170.78,126.1,17.2,68.77,30.14,35.61,3.74,58.25,25.06,112.65
(주)금비,008870,2012/09,114.35,185.74,138.97,30.93,68.91,29.37,35.87,2.7,58.14,25.06,117.61
(주)금비,008870,2013/09,115.51,147.34,104.55,24.24,64.02,32.93,35.45,3.03,59.88,25.13,112.97
(주)금비,008870,2014/09,116.11,157.27,118.97,36.21,69.34,33.84,38.8,2.84,58.02,25.63,116.91
(주)금비,008870,2015/09,110.86,130.78,102.49,35.06,66.88,42.84,34.12,8.69,58.94,27.33,109.75
(주)금비,008870,2016/09,107.92,152.05,121.49,45.89,70.85,41.39,37.07,13.77,57.62,28.88,113.71
(주)금비,008870,2017/09,104.08,193.1,156.26,61.58,64.65,31.37,33.96,9.07,59.81,29.55,119.72
(주)금비,008870,2018/09,99.75,201.25,164.41,66.53,61.85,30.86,31.83,10,60.88,30.79,115.1
(주)금비,008870,2019/09,94.5,187.08,156.62,60.23,59.09,34.53,31.25,9.6,61.98,32.25,115.78
(주)금비,008870,2020/09,149.14,121.86,93.41,28.87,112.12,51.68,76.55,2.69,46.46,31.03,136.71
(주)금비,008870,2021/09,151.47,116.83,85,36.72,108.73,49.01,71.09,4.45,47.23,31.92,132.55
(주)금빛,045890,2011/12,124.22,104.65,62.18,10.5,148.74,118.99,111.24,-7.72,37.88,3.25,183
(주)금빛,045890,2012/12,138.02,83.68,46.03,10.22,139.1,120.79,96.35,-1.49,39.24,3.03,124.22
(주)금빛,045890,2013/12,140.3,73.49,46.36,11.65,139.4,134.86,109.68,1.83,39.33,3.21,101.89
(주)금빛,045890,2014/12,139.82,74.14,41.42,1.79,141.45,137.08,97.03,2.26,39.09,3.35,113.35
(주)금빛,045890,2015/12,129.07,87.38,50.47,1.67,128.17,113.42,94.57,1.82,41.54,3.62,111.79
(주)금빛,045890,2016/12,124.37,100.63,61.32,6.06,109.21,84.31,83.1,1.83,45.29,3.86,121.15
(주)금빛,045890,2017/12,124.84,135.38,83.6,9.98,144.41,88.33,99.84,0.03,38.2,3.18,137.94
(주)금빛,045890,2018/12,116.5,112.13,72.19,10.5,105.94,79.76,78.25,-8.83,45.55,3.52,190.59
(주)금빛,045890,2019/12,211.13,55.42,37.32,6.13,231.46,217.13,136.35,-4.07,21.5,1.16,168.54
(주)금빛,045890,2020/12,155.38,68.34,59.24,4.68,143.95,129.6,102.79,-4.86,18.75,0.61,289.16
(주)금양,001570,2011/12,127.19,99.3,80.03,17.32,189.58,163.52,144.98,2,22.18,1.47,102.61
(주)금양,001570,2012/12,126.71,109.45,87.92,27.17,180.08,140.13,152.83,1.68,23.03,1.49,98.9
(주)금양,001570,2013/12,123.56,108.21,83.38,13.2,222.94,184.25,189.34,1.61,19.98,1.49,90.2
(주)금양,001570,2014/12,108.96,151,116.86,39.31,260.18,166.37,168.61,1.52,17.68,1.44,97.36
(주)금양,001570,2015/12,83.73,121.07,98.69,26.02,185.41,166.58,137.79,2.52,25.27,2.12,100.89
(주)금양,001570,2016/12,250.28,69.19,54.92,12.95,418.85,388.15,268.29,3.26,10.24,0.93,99.14
(주)금양,001570,2017/12,113.91,101.4,83.84,11.42,240.45,223.4,122.63,3.57,20.27,1.86,105.18
(주)금양,001570,2018/12,94.84,112.96,91.66,19.65,157.72,144.19,90.91,3.72,29.75,2.82,95.8
(주)금양,001570,2019/12,137.56,92.93,73.66,20.92,228.35,205.3,130.7,2.53,21.96,2.24,124.21
(주)금양,001570,2020/12,117.12,157.12,120.09,29.23,175.52,100.82,108.97,1.05,26.95,2.69,110.47
(주)금양,001570,2021/12,101.97,152.73,105.74,28.26,168.15,108.81,118.55,1.98,30.01,3.87,138.06
(주)금오하이텍,165270,2013/12,,,,,,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,,,,,,
(주)금호에이치티,214330,2015/12,45.9,221.92,148.32,1.9,52.2,47.9,30.41,20.53,61.76,15.67,59.14
(주)금호에이치티,214330,2016/12,76.21,183.26,122.14,9.38,81.51,57.46,50.87,11.57,51.98,16.67,73.14
