회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
비케이탑스(주),030790,2019/12,,,
비케이탑스(주),030790,2020/12,-16687576,271188,10504870
비케이탑스(주),030790,2021/12,-27822482,-29240769,55792372
비플라이소프트(주),148780,2016/12,,,
비플라이소프트(주),148780,2017/12,978256,-243854,54613
비플라이소프트(주),148780,2018/12,-15960,-66111,-733819
비플라이소프트(주),148780,2019/12,144994,96110,-1117333
비플라이소프트(주),148780,2020/12,420481,906203,-1711517
비플라이소프트(주),148780,2021/12,-238609,-121359,5285145
빛샘전자(주),072950,2012/12,,,
빛샘전자(주),072950,2013/12,,,
빛샘전자(주),072950,2014/12,2512484,-915803,-140445
빛샘전자(주),072950,2015/12,5023503,-1761122,-760138
빛샘전자(주),072950,2016/12,4073870,2379288,-479628
빛샘전자(주),072950,2017/12,5214498,-8986069,-1734568
빛샘전자(주),072950,2018/12,3875885,-5071431,-574642
빛샘전자(주),072950,2019/12,7304558,-5755775,-322279
빛샘전자(주),072950,2020/12,4516112,-3820146,-249405
빛샘전자(주),072950,2021/12,1207386,-3151114,618578
사조동아원(주),008040,2011/12,-60060987,-74540119,152694436
사조동아원(주),008040,2012/12,-14914282,-33796659,49317539
사조동아원(주),008040,2013/12,7073214,-55514614,32695073
사조동아원(주),008040,2014/12,-2446604,-30585748,33152142
사조동아원(주),008040,2015/12,13172898,54804458,-68499677
사조동아원(주),008040,2016/12,46577787,29287516,-79597853
사조동아원(주),008040,2017/12,29753075,28347916,-56659156
사조동아원(주),008040,2018/12,28692647,-1778174,-29760310
사조동아원(주),008040,2019/12,-4125559,6354522,-748762
사조동아원(주),008040,2020/12,29247931,-3956826,-26205056
사조동아원(주),008040,2021/12,-4971809,4160451,971260
사조산업(주),007160,2011/12,-44265872,-87218602,127495544
사조산업(주),007160,2012/12,-737825,-55933870,94891351
사조산업(주),007160,2013/12,10380972,-34433001,25572613
사조산업(주),007160,2014/12,75160719,-43702020,-69368626
사조산업(주),007160,2015/12,35899222,8431324,-47114360
사조산업(주),007160,2016/12,38318423,-107292807,64629449
사조산업(주),007160,2017/12,66405115,-16527866,-46024697
사조산업(주),007160,2018/12,16442563,-35085673,46766116
사조산업(주),007160,2019/12,36530381,-43883209,17514656
사조산업(주),007160,2020/12,55288539,13584073,-51361155
사조산업(주),007160,2021/12,49291294,13708404,-56779529
사조씨푸드(주),014710,2012/12,-1696154,4883965,35525398
사조씨푸드(주),014710,2013/12,20595776,-13400350,-14814680
사조씨푸드(주),014710,2014/12,14824661,-797463,-43553794
사조씨푸드(주),014710,2015/12,10991458,-11440567,-1809451
사조씨푸드(주),014710,2016/12,,,
사조씨푸드(주),014710,2017/12,,,
사조씨푸드(주),014710,2018/12,,,
사조씨푸드(주),014710,2019/12,,,
사조씨푸드(주),014710,2020/12,,,
사조씨푸드(주),014710,2021/12,,,
삼륭물산(주),014970,2011/12,3293485,-15851094,17043013
삼륭물산(주),014970,2012/12,9064131,-16429934,4564287
삼륭물산(주),014970,2013/12,14758570,-6848145,-4958820
삼륭물산(주),014970,2014/12,4844525,-9810558,5312062
삼륭물산(주),014970,2015/12,7858338,-3993321,-3392747
삼륭물산(주),014970,2016/12,17497356,-10192578,-2120803
삼륭물산(주),014970,2017/12,11806072,-8578369,1500031
삼륭물산(주),014970,2018/12,5464722,-4815276,-3986164
삼륭물산(주),014970,2019/12,4575812,-4519710,-2295740
삼륭물산(주),014970,2020/12,5833917,-3109908,-526328
삼륭물산(주),014970,2021/12,5252370,-6102431,953968
삼목강업(주),158380,2013/12,,,
삼목강업(주),158380,2014/12,,,
삼목강업(주),158380,2015/12,,,
삼목에스폼(주),018310,2011/12,,,
삼목에스폼(주),018310,2012/12,,,
삼목에스폼(주),018310,2013/12,,,
삼목에스폼(주),018310,2014/12,,,
삼목에스폼(주),018310,2015/12,,,
삼목에스폼(주),018310,2016/12,,,
삼목에스폼(주),018310,2017/12,,,
삼목에스폼(주),018310,2018/12,,,
삼목에스폼(주),018310,2019/12,,,
삼목에스폼(주),018310,2020/12,,,
삼목에스폼(주),018310,2021/12,-2391070,-5959784,-20243348
삼보모터스(주),053700,2011/12,13244200,-11893180,10715658
삼보모터스(주),053700,2012/12,17421461,-10780238,24576672
삼보모터스(주),053700,2013/12,38800755,-109677144,86762812
삼보모터스(주),053700,2014/12,11177628,-32801721,-1570123
삼보모터스(주),053700,2015/12,83896725,-82487856,21869648
삼보모터스(주),053700,2016/12,19495742,-68657006,20006086
삼보모터스(주),053700,2017/12,42261087,-48507782,31890596
삼보모터스(주),053700,2018/12,69851646,-46873254,-16838693
삼보모터스(주),053700,2019/12,28714151,-39513694,9532429
삼보모터스(주),053700,2020/12,85283776,-28721311,33463375
삼보모터스(주),053700,2021/12,50173923,-52979861,-3754097
삼보산업(주),009620,2011/12,,,
삼보산업(주),009620,2012/12,,,
삼보산업(주),009620,2013/12,13278191,-45866264,32744163
삼보산업(주),009620,2014/12,-39626798,-7971210,47753677
삼보산업(주),009620,2015/12,36360931,-15874993,-18763276
삼보산업(주),009620,2016/12,23494864,-17306903,-6589732
삼보산업(주),009620,2017/12,9707423,-11811845,543463
삼보산업(주),009620,2018/12,6634847,18060310,-11027558
삼보산업(주),009620,2019/12,17743784,-7017181,-5209834
삼보산업(주),009620,2020/12,28945607,-21017039,-10863445
삼보산업(주),009620,2021/12,25333714,-20227482,-4620184
삼부토건(주),001470,2011/12,-484002728,89253867,327265944
삼부토건(주),001470,2012/12,24460797,1935046,-31346294
삼부토건(주),001470,2013/12,6743578,-19786359,2958840
삼부토건(주),001470,2014/12,-6913898,16932213,-16616264
삼부토건(주),001470,2015/12,14940464,96433928,-103030340
삼부토건(주),001470,2016/12,97879819,97908112,-129958083
삼부토건(주),001470,2017/12,3650424,-39886440,25443067
삼부토건(주),001470,2018/12,-17833573,25768232,23583967
삼부토건(주),001470,2019/12,-10280054,-21253843,-3678871
삼부토건(주),001470,2020/12,-27202581,-67590666,74104009
삼부토건(주),001470,2021/12,-27545784,21111593,25350825
삼성SDI(주),006400,2011/12,299737322,-879098639,268584197
삼성SDI(주),006400,2012/12,577802329,-511272618,112800079
삼성SDI(주),006400,2013/12,308449760,-504231032,-25689849
삼성SDI(주),006400,2014/12,310592822,-327630150,-83809920
삼성SDI(주),006400,2015/12,881066558,115330187,-354654944
삼성SDI(주),006400,2016/12,-1309519499,1854263840,-818702101
삼성SDI(주),006400,2017/12,-250114337,89325271,353392514
삼성SDI(주),006400,2018/12,260609735,-1704729197,1756125864
삼성SDI(주),006400,2019/12,923071633,-1535059765,238934748
삼성SDI(주),006400,2020/12,1948820241,-1778432984,240618953
삼성SDI(주),006400,2021/12,2176027359,-1949533212,582723400
삼성공조(주),006660,2011/12,9350685,-9126774,3225049
삼성공조(주),006660,2012/12,3096326,-6650580,-365473
삼성공조(주),006660,2013/12,28545489,47177,-25222331
삼성공조(주),006660,2014/12,5334535,-9625118,-2971408
삼성공조(주),006660,2015/12,8572770,-4996732,-1183052
삼성공조(주),006660,2016/12,9230121,-630634,-1541940
삼성공조(주),006660,2017/12,15064903,-21554556,-2215756
삼성공조(주),006660,2018/12,1474305,5402591,-1135232
삼성공조(주),006660,2019/12,7349896,-12572529,-2141520
삼성공조(주),006660,2020/12,9646555,2877056,-1235424
삼성공조(주),006660,2021/12,9677174,-15212918,-1031956
삼성물산(주),000830,2011/12,-312471970,-762953462,1232155711
삼성물산(주),000830,2012/12,632531145,-573904807,342295355
삼성물산(주),000830,2013/12,427451396,-167962622,-122748959
삼성물산(주),028260,2014/12,143113873,54449963,-45641061
삼성물산(주),000830,2014/12,824943447,-706457531,527141178
삼성물산(주),028260,2015/12,-62347860,2368631865,-527369324
삼성물산(주),028260,2016/12,1355395243,-812089432,122427795
삼성물산(주),028260,2017/12,1312436320,279938212,-1116682251
삼성물산(주),028260,2018/12,1678376806,167791950,-1884735976
삼성물산(주),028260,2019/12,770849629,607140416,-1612355398
삼성물산(주),028260,2020/12,1267896576,-848355159,-616302340
삼성물산(주),028260,2021/12,1195731728,-804422500,-685084195
삼성바이오로직스(주),207940,2016/12,,,
삼성바이오로직스(주),207940,2017/12,,,
삼성바이오로직스(주),207940,2018/12,,,
삼성바이오로직스(주),207940,2019/12,,,
삼성바이오로직스(주),207940,2020/12,202090027,-418685827,122560118
삼성바이오로직스(주),207940,2021/12,454596217,-933489191,496622136
삼성에스디에스(주),018260,2014/12,996275205,-840299623,-50994546
삼성에스디에스(주),018260,2015/12,864766041,-782412643,-48078124
삼성에스디에스(주),018260,2016/12,622817969,-253945700,-44252134
삼성에스디에스(주),018260,2017/12,834847191,-970422623,-67645429
삼성에스디에스(주),018260,2018/12,1196531554,-818556277,-156208016
삼성에스디에스(주),018260,2019/12,893786645,-606218259,-308802661
삼성에스디에스(주),018260,2020/12,979402852,-545187284,-351039849
삼성에스디에스(주),018260,2021/12,980238875,-826635058,-323397915
삼성엔지니어링(주),028050,2011/12,175469961,90871641,-108335860
삼성엔지니어링(주),028050,2012/12,-192806213,-179703286,258797848
삼성엔지니어링(주),028050,2013/12,-1230923921,80627987,989996003
삼성엔지니어링(주),028050,2014/12,255768388,-199910158,49788944
삼성엔지니어링(주),028050,2015/12,-833499386,20351631,1072379406
삼성엔지니어링(주),028050,2016/12,187923502,94355816,-101871605
삼성엔지니어링(주),028050,2017/12,-134040755,-15242401,38061675
삼성엔지니어링(주),028050,2018/12,446248384,20693958,-849172772
삼성엔지니어링(주),028050,2019/12,784124249,-147210897,-422260002
삼성엔지니어링(주),028050,2020/12,44368719,73419555,70430800
삼성엔지니어링(주),028050,2021/12,739825439,-201253407,-208204189
삼성전기(주),009150,2011/12,489069656,-975702649,301299545
삼성전기(주),009150,2012/12,1119364059,-701646570,-293534584
삼성전기(주),009150,2013/12,904470058,-814863278,40947038
삼성전기(주),009150,2014/12,372643433,-372193999,-21835571
삼성전기(주),009150,2015/12,537117320,-221175132,30258493
삼성전기(주),009150,2016/12,679643759,-1186341529,281298061
삼성전기(주),009150,2017/12,717683604,-1232276906,196078004
삼성전기(주),009150,2018/12,1558669241,-698089961,-235832715
삼성전기(주),009150,2019/12,1021270230,-517043108,-619542439
삼성전기(주),009150,2020/12,1588076610,-732395953,-209473997
삼성전기(주),009150,2021/12,1731244106,-845055643,-1180966786
삼성전자(주),005930,2011/12,22917901000,-21112564000,3109729000
삼성전자(주),005930,2012/12,37972809000,-31321554000,-1864508000
삼성전자(주),005930,2013/12,46707440000,-44747019000,-4137031000
삼성전자(주),005930,2014/12,36975389000,-32806408000,-3057109000
삼성전자(주),005930,2015/12,40061761000,-27167787000,-6573509000
삼성전자(주),005930,2016/12,47385644000,-29658675000,-8669514000
삼성전자(주),005930,2017/12,62162041000,-49385216000,-12560867000
삼성전자(주),005930,2018/12,67031863000,-52240453000,-15090222000
삼성전자(주),005930,2019/12,45382915000,-39948171000,-9484510000
삼성전자(주),005930,2020/12,65287009000,-53628591000,-8327839000
삼성전자(주),005930,2021/12,65105448000,-33047763000,-23991033000
삼성제약(주),001360,2011/12,,,
삼성제약(주),001360,2012/12,,,
삼성제약(주),001360,2013/12,,,
삼성제약(주),001360,2014/12,,,
삼성제약(주),001360,2015/12,-4204949,-51508700,71277703
삼성제약(주),001360,2016/12,-9941381,-28343291,24083157
삼성제약(주),001360,2017/12,5539090,-22258950,19413697
삼성제약(주),001360,2018/12,-6520528,-6598461,13338726
삼성제약(주),001360,2019/12,,,
삼성제약(주),001360,2020/12,,,
삼성제약(주),001360,2021/12,,,
삼성중공업(주),010140,2011/12,1439763794,115184507,-1188402795
삼성중공업(주),010140,2012/12,-1193439101,-8502616,1334847277
삼성중공업(주),010140,2013/12,590217273,-346455887,-366830438
삼성중공업(주),010140,2014/12,-457461384,-521349419,503052116
삼성중공업(주),010140,2015/12,620279376,-1080653868,1103694356
삼성중공업(주),010140,2016/12,-1554754531,129534008,1391691303
삼성중공업(주),010140,2017/12,540067547,-74448309,-956733475
삼성중공업(주),010140,2018/12,165522614,369272990,50406422
삼성중공업(주),010140,2019/12,-681209311,-117702636,365707003
삼성중공업(주),010140,2020/12,-243903394,-166776709,1011397033
삼성중공업(주),010140,2021/12,845026469,99780759,-1369090964
삼아알미늄(주),006110,2011/12,,,
삼아알미늄(주),006110,2012/12,,,
삼아알미늄(주),006110,2013/12,,,
삼아알미늄(주),006110,2014/12,,,
삼아알미늄(주),006110,2015/12,,,
삼아알미늄(주),006110,2016/12,,,
삼아알미늄(주),006110,2017/12,,,
삼아알미늄(주),006110,2018/12,6170124,-7359703,-3174787
삼아알미늄(주),006110,2019/12,9395812,-10052390,1288719
삼아알미늄(주),006110,2020/12,11375684,-11726430,-1392638
삼아알미늄(주),006110,2021/12,15829601,-7758747,-5650865
삼아제약(주),009300,2011/12,,,
삼아제약(주),009300,2012/12,,,
삼아제약(주),009300,2013/12,,,
삼아제약(주),009300,2014/12,,,
삼아제약(주),009300,2015/12,,,
삼아제약(주),009300,2016/12,,,
삼아제약(주),009300,2017/12,,,
삼아제약(주),009300,2018/12,,,
삼아제약(주),009300,2019/12,13220566,-21970572,-677181
삼아제약(주),009300,2020/12,9407868,-197935,-3665459
삼아제약(주),009300,2021/12,12942695,-19796323,-3669681
삼양식품(주),003230,2011/12,23188418,-25377493,6963516
삼양식품(주),003230,2012/12,3656660,-6601743,-23152665
삼양식품(주),003230,2013/12,14841446,9072188,-2846890
삼양식품(주),003230,2014/12,12279027,-19837243,-2455262
삼양식품(주),003230,2015/12,13071680,-6981817,-2434303
삼양식품(주),003230,2016/12,37170610,-17656277,-2856821
삼양식품(주),003230,2017/12,43580368,-45586686,12149076
삼양식품(주),003230,2018/12,37991964,-22965640,-11175069
삼양식품(주),003230,2019/12,52513365,-12284359,-5606230
삼양식품(주),003230,2020/12,80883024,-66181962,3459018
삼양식품(주),003230,2021/12,58357507,-173074820,125202042
삼양통상(주),002170,2011/12,4623243,-6246588,1507915
삼양통상(주),002170,2012/12,11340270,-10948826,1507000
삼양통상(주),002170,2013/12,-15929915,1642941,11276437
삼양통상(주),002170,2014/12,-2313383,-3534230,7454637
삼양통상(주),002170,2015/12,-20506156,11593790,6991012
삼양통상(주),002170,2016/12,43535226,8285478,-45081311
삼양통상(주),002170,2017/12,32694129,-27365702,-3628015
삼양통상(주),002170,2018/12,42698338,-35347157,-5791487
삼양통상(주),002170,2019/12,52179027,-48445320,-7849530
삼양통상(주),002170,2020/12,40654969,-36821637,-2479478
삼양통상(주),002170,2021/12,19559316,-22047785,4785480
삼영무역(주),002810,2011/12,3011127,-1522758,-6866159
삼영무역(주),002810,2012/12,7130388,1012279,-8800271
삼영무역(주),002810,2013/12,7941030,-4236398,-3034606
삼영무역(주),002810,2014/12,13959467,20726892,-2002506
삼영무역(주),002810,2015/12,9985867,-5195285,-3204009
삼영무역(주),002810,2016/12,4013178,13656920,534424
삼영무역(주),002810,2017/12,1257295,-21187105,-4500821
삼영무역(주),002810,2018/12,8902843,-12365806,-5669890
삼영무역(주),002810,2019/12,8165761,8474121,-8285387
삼영무역(주),002810,2020/12,18405774,13545217,-18139024
삼영무역(주),002810,2021/12,8844,19127743,-18492018
삼영엠텍(주),054540,2011/12,18063192,-10783322,-229243
삼영엠텍(주),054540,2012/12,14408419,-12433425,5542297
삼영엠텍(주),054540,2013/12,-6043502,-4679628,5003327
삼영엠텍(주),054540,2014/12,5084278,-6890809,-2483175
삼영엠텍(주),054540,2015/12,19333421,6096860,-14725374
삼영엠텍(주),054540,2016/12,17246199,-8403347,-11617228
삼영엠텍(주),054540,2017/12,3747124,-227068,-8685457
삼영엠텍(주),054540,2018/12,2774922,-460649,-4562816
삼영엠텍(주),054540,2019/12,9910806,-10778180,1651739
삼영엠텍(주),054540,2020/12,8208315,-3525595,-12084488
삼영엠텍(주),054540,2021/12,-3947243,1412676,2644835
삼영이엔씨(주),065570,2011/12,,,
삼영이엔씨(주),065570,2012/12,,,
삼영이엔씨(주),065570,2013/12,,,
삼영이엔씨(주),065570,2014/12,,,
삼영이엔씨(주),065570,2015/12,,,
삼영이엔씨(주),065570,2016/12,,,
삼영이엔씨(주),065570,2017/12,1713750,-6047230,-1663000
삼영이엔씨(주),065570,2018/12,7297307,-4948672,607678
삼영이엔씨(주),065570,2019/12,,,
삼영이엔씨(주),065570,2020/12,,,
삼영이엔씨(주),065570,2021/12,,,
삼영전자공업(주),005680,2011/12,38238501,-26413106,-6693507
삼영전자공업(주),005680,2012/12,28437374,-29689940,-4241700
삼영전자공업(주),005680,2013/12,36248277,-19658865,-3387299
삼영전자공업(주),005680,2014/12,35305284,-30170965,-4425771
삼영전자공업(주),005680,2015/12,30872626,-44376613,-3854662
삼영전자공업(주),005680,2016/12,21721904,-11446674,-4095281
삼영전자공업(주),005680,2017/12,14718410,-14816345,-3914858
삼영전자공업(주),005680,2018/12,11567944,-7417277,-5124019
삼영전자공업(주),005680,2019/12,22485829,-16639166,-5120469
삼영전자공업(주),005680,2020/12,20481142,-20142635,-4296703
삼영전자공업(주),005680,2021/12,18766135,-12348570,-5593946
삼영화학공업(주),003720,2011/12,10174160,-24733197,8834455
삼영화학공업(주),003720,2012/12,14683621,-8015320,-10924923
삼영화학공업(주),003720,2013/12,7549180,-4465700,-3817531
삼영화학공업(주),003720,2014/12,-3846994,-12171257,9280702
삼영화학공업(주),003720,2015/12,4956805,-4990149,-485283
삼영화학공업(주),003720,2016/12,8505563,-1993114,-5083615
삼영화학공업(주),003720,2017/12,-5658817,7715154,4553305
삼영화학공업(주),003720,2018/12,-3768976,-3617263,1433210
삼영화학공업(주),003720,2019/12,5352241,-8570861,307206
삼영화학공업(주),003720,2020/12,10777287,-7400743,-980071
삼영화학공업(주),003720,2021/12,7116253,-7978287,3553423
삼익티에이치케이(주),004380,2011/12,,,
삼익티에이치케이(주),004380,2012/12,,,
삼익티에이치케이(주),004380,2013/12,,,
삼익티에이치케이(주),004380,2014/12,,,
삼익티에이치케이(주),004380,2015/12,,,
삼익티에이치케이(주),004380,2016/12,,,
삼익티에이치케이(주),004380,2017/12,,,
삼익티에이치케이(주),004380,2018/12,,,
삼익티에이치케이(주),004380,2019/12,,,
삼익티에이치케이(주),004380,2020/12,,,
삼익티에이치케이(주),004380,2021/12,,,
삼일제약(주),000520,2011/12,-4556635,10729125,-3872329
삼일제약(주),000520,2012/12,5023343,12515743,-8304122
삼일제약(주),000520,2013/12,-3990162,20206162,-6135049
삼일제약(주),000520,2014/12,-11923423,-17471406,7315677
삼일제약(주),000520,2015/12,2919997,9545930,-10339698
삼일제약(주),000520,2016/12,5634351,-2857715,-132217
삼일제약(주),000520,2017/12,3791492,-37498810,28531446
삼일제약(주),000520,2018/12,-2621622,-14765701,19452876
삼일제약(주),000520,2019/12,10590303,-26051723,29063766
삼일제약(주),000520,2020/12,7774732,-4588930,-3323060
삼일제약(주),000520,2021/12,1416861,-45307615,31873942
삼정펄프(주),009770,2011/12,,,
삼정펄프(주),009770,2012/12,,,
삼정펄프(주),009770,2013/12,,,
삼정펄프(주),009770,2014/12,,,
삼정펄프(주),009770,2015/12,,,
삼정펄프(주),009770,2016/12,25170337,-22099138,-3035844
삼정펄프(주),009770,2017/12,7310429,-1996904,-9233027
삼정펄프(주),009770,2018/12,1835365,-1660852,-3383971
삼정펄프(주),009770,2019/12,,,
삼정펄프(주),009770,2020/12,,,
삼정펄프(주),009770,2021/12,,,
삼지전자(주),037460,2011/12,,,
삼지전자(주),037460,2012/12,,,
삼지전자(주),037460,2013/12,,,
삼지전자(주),037460,2014/12,,,
삼지전자(주),037460,2015/12,40013883,-24552580,-21984755
삼지전자(주),037460,2016/12,18170497,-17834911,-3604614
삼지전자(주),037460,2017/12,3335205,28572291,-9791697
삼지전자(주),037460,2018/12,-20867256,-32081722,50852231
삼지전자(주),037460,2019/12,48604577,-6010387,-18572315
삼지전자(주),037460,2020/12,17110882,47434298,-45389611
삼지전자(주),037460,2021/12,195828525,-83447919,-106981683
삼진제약(주),005500,2011/12,,,
삼진제약(주),005500,2012/12,,,
삼진제약(주),005500,2013/12,,,
삼진제약(주),005500,2014/12,,,
삼진제약(주),005500,2015/12,,,
삼진제약(주),005500,2016/12,,,
삼진제약(주),005500,2017/12,,,
삼진제약(주),005500,2018/12,,,
삼진제약(주),005500,2019/12,,,
삼진제약(주),005500,2020/12,,,
삼진제약(주),005500,2021/12,,,
삼천당제약(주),000250,2011/12,,,
삼천당제약(주),000250,2012/12,1602316,-6723469,1816806
삼천당제약(주),000250,2013/12,15941392,22651957,-10870952
삼천당제약(주),000250,2014/12,19549844,-13469861,-6991903
삼천당제약(주),000250,2015/12,17341884,-13756613,-1861681
삼천당제약(주),000250,2016/12,17763757,-7227718,3219535
삼천당제약(주),000250,2017/12,28631055,-11900641,-3305826
삼천당제약(주),000250,2018/12,25034032,-50272218,14808451
삼천당제약(주),000250,2019/12,30603122,-19339984,-2415022
삼천당제약(주),000250,2020/12,3249733,-19206331,14661975
삼천당제약(주),000250,2021/12,-7706965,-30050293,27691109
삼천리자전거(주),024950,2011/12,,,
삼천리자전거(주),024950,2012/12,,,
삼천리자전거(주),024950,2013/12,,,
삼천리자전거(주),024950,2014/12,,,
삼천리자전거(주),024950,2015/12,,,
삼천리자전거(주),024950,2016/12,-5324757,-321100,8855262
삼천리자전거(주),024950,2017/12,4496521,-7084008,5372260
삼천리자전거(주),024950,2018/12,-8101991,-3035632,7911547
삼천리자전거(주),024950,2019/12,4174309,2781295,-7638506
삼천리자전거(주),024950,2020/12,13849570,31587090,-39827867
삼천리자전거(주),024950,2021/12,7890781,3819024,-10976384
삼현철강(주),017480,2011/12,,,
삼현철강(주),017480,2012/12,,,
삼현철강(주),017480,2013/12,,,
삼현철강(주),017480,2014/12,,,
삼현철강(주),017480,2015/12,,,
삼현철강(주),017480,2016/12,,,
삼현철강(주),017480,2017/12,,,
삼현철강(주),017480,2018/12,,,
삼현철강(주),017480,2019/12,,,
삼현철강(주),017480,2020/12,,,
삼현철강(주),017480,2021/12,,,
삼호개발(주),010960,2011/12,4731401,-5610120,-359700
삼호개발(주),010960,2012/12,15140170,-5789351,-6956135
삼호개발(주),010960,2013/12,1881017,-9381040,734771
삼호개발(주),010960,2014/12,20656298,-5808274,-12245667
삼호개발(주),010960,2015/12,45216473,-24010120,-6855214
삼호개발(주),010960,2016/12,16768174,-34847339,7226500
삼호개발(주),010960,2017/12,5453261,-3478781,-1883549
삼호개발(주),010960,2018/12,6971261,-1751880,-6833762
삼호개발(주),010960,2019/12,30248227,-18347041,-5913572
삼호개발(주),010960,2020/12,-5601265,10518553,-8038496
삼호개발(주),010960,2021/12,-9093000,5501208,-9362268
삼화왕관(주),004450,2011/12,,,
삼화왕관(주),004450,2012/12,,,
삼화왕관(주),004450,2013/12,,,
삼화왕관(주),004450,2014/12,,,
삼화왕관(주),004450,2015/12,,,
삼화왕관(주),004450,2016/12,,,
삼화왕관(주),004450,2017/12,,,
삼화왕관(주),004450,2018/12,,,
삼화왕관(주),004450,2019/12,16362935,-78614477,44977323
삼화왕관(주),004450,2020/12,14423179,-25953844,6160956
삼화왕관(주),004450,2021/12,13698741,-5917989,-5690752
삼화전기(주),009470,2011/12,3688220,-1292001,-1561899
삼화전기(주),009470,2012/12,-3869063,7974414,-6513316
삼화전기(주),009470,2013/12,11235532,-1608171,-7471226
삼화전기(주),009470,2014/12,8684942,-1529106,-6756656
삼화전기(주),009470,2015/12,7501858,-1301683,-5079483
삼화전기(주),009470,2016/12,7529416,461881,-7935357
삼화전기(주),009470,2017/12,13673115,-2101294,-7167426
삼화전기(주),009470,2018/12,9897542,-1535153,-7995416
삼화전기(주),009470,2019/12,6794492,-6043676,-5012044
삼화전기(주),009470,2020/12,12762533,-5094710,-4185683
삼화전기(주),009470,2021/12,15252750,-9582202,-4963095
삼화전자공업(주),011230,2011/12,4171376,-5652022,1688684
삼화전자공업(주),011230,2012/12,-2051113,1668429,-11071
삼화전자공업(주),011230,2013/12,2040375,-1805742,-443571
삼화전자공업(주),011230,2014/12,-61495,-2110259,1939806
삼화전자공업(주),011230,2015/12,-82280,2205965,-1603212
삼화전자공업(주),011230,2016/12,2029044,-2075860,-566280
삼화전자공업(주),011230,2017/12,3247953,-1632375,-1336092
삼화전자공업(주),011230,2018/12,84649,-2085923,5558897
삼화전자공업(주),011230,2019/12,-1676562,495236,-1469153
삼화전자공업(주),011230,2020/12,-1416181,-813496,1373154
삼화전자공업(주),011230,2021/12,-1095394,-2099074,3546560
삼화콘덴서공업(주),001820,2011/12,13140565,-16624997,7151381
삼화콘덴서공업(주),001820,2012/12,10686002,-6040368,-7392048
삼화콘덴서공업(주),001820,2013/12,10389350,-9348055,-2742039
삼화콘덴서공업(주),001820,2014/12,3654118,-1580458,702272
삼화콘덴서공업(주),001820,2015/12,13753664,-7746805,-7697922
삼화콘덴서공업(주),001820,2016/12,12708573,-5330040,-5321549
삼화콘덴서공업(주),001820,2017/12,20710310,-11157267,-5979144
삼화콘덴서공업(주),001820,2018/12,60908394,-43092055,-3504975
삼화콘덴서공업(주),001820,2019/12,26061922,-27470395,-4437394
삼화콘덴서공업(주),001820,2020/12,32120191,-11152622,-3681855
삼화콘덴서공업(주),001820,2021/12,35530787,-23427770,-3782736
삼화페인트공업(주),000390,2011/12,31903649,-9589587,-16129029
삼화페인트공업(주),000390,2012/12,30540375,-25075848,3106865
삼화페인트공업(주),000390,2013/12,30422772,-27540675,1941428
삼화페인트공업(주),000390,2014/12,50504096,-31876351,-8484284
삼화페인트공업(주),000390,2015/12,29222897,-31482016,-1274902
삼화페인트공업(주),000390,2016/12,10153281,-25480291,1044940
삼화페인트공업(주),000390,2017/12,29313493,-20806761,-10686393
삼화페인트공업(주),000390,2018/12,9479119,-5859727,2135182
삼화페인트공업(주),000390,2019/12,25778649,-10312907,-8021841
삼화페인트공업(주),000390,2020/12,33500445,-33915665,9049065
삼화페인트공업(주),000390,2021/12,-27003473,-14112805,27519320
삼환기업(주),000360,2011/12,-96018704,225359307,-92164935
삼환기업(주),000360,2012/12,49614475,234055837,-296770007
삼환기업(주),000360,2013/12,-9827531,328193752,-321109056
삼환기업(주),000360,2014/12,60479353,18298894,-89474404
상신브레이크(주),041650,2011/12,23062343,-33182136,14261523
상신브레이크(주),041650,2012/12,15732896,-25751245,9143322
상신브레이크(주),041650,2013/12,28699356,-24183846,507540
상신브레이크(주),041650,2014/12,13351108,-32908859,13775443
상신브레이크(주),041650,2015/12,38711361,-37790119,2741336
상신브레이크(주),041650,2016/12,32398738,-15096657,-13073408
상신브레이크(주),041650,2017/12,29795716,-49921064,37366778
상신브레이크(주),041650,2018/12,17028267,-30943297,20084147
상신브레이크(주),041650,2019/12,7350939,1427047,5125736
상신브레이크(주),041650,2020/12,18953801,-23663460,1848206
상신브레이크(주),041650,2021/12,20456787,-29921186,9251754
상신이디피(주),091580,2011/12,10390975,-12690302,877389
상신이디피(주),091580,2012/12,8272331,-14741525,6316348
상신이디피(주),091580,2013/12,9241489,-7223768,7208199
상신이디피(주),091580,2014/12,13602928,-6531100,-2097683
상신이디피(주),091580,2015/12,996017,-14006506,8804786
상신이디피(주),091580,2016/12,5190234,-13792677,5468822
상신이디피(주),091580,2017/12,13117798,-5689601,-4997443
상신이디피(주),091580,2018/12,25227516,-31177505,18634431
상신이디피(주),091580,2019/12,5485573,-13184470,12247471
상신이디피(주),091580,2020/12,22586409,-1408922,-8552377
상신이디피(주),091580,2021/12,18737687,-32148613,6471176
상신전자(주),263810,2017/12,3710583,-4091854,2869449
상신전자(주),263810,2018/12,-4352048,822280,-442730
상신전자(주),263810,2019/12,991582,1499974,-1106594
