회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]정상영업이익증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]총포괄이익증가율(IFRS연결)
갤럭시아머니트리(주),094480,2019/12,4.52,24.71,0.51,9.22,5.13,15.63,82.61,102.33
갤럭시아머니트리(주),094480,2020/12,9.04,-2.92,11.99,0.02,-5.06,-10.59,-55.87,-68.5
갤럭시아머니트리(주),094480,2021/12,20.92,2.14,24.93,18.75,16.29,1.8,0,-92.27
경남기업(주),000800,2011/12,9.21,121.28,-34.17,22.39,-11.69,0,0,0
경남기업(주),000800,2012/12,4.75,11.42,-3.94,3.91,-7.77,0,-14,-71.23
경남기업(주),000800,2013/12,-6.49,-0.29,-15.84,-72.11,-22.79,0,0,-1704.5
경남스틸(주),039240,2011/12,,,,,,,,
경남스틸(주),039240,2012/12,,,,,,,,
경남스틸(주),039240,2013/12,,,,,,,,
경남스틸(주),039240,2014/12,,,,,,,,
경남스틸(주),039240,2015/12,,,,,,,,
경남스틸(주),039240,2016/12,,,,,,,,
경남스틸(주),039240,2017/12,,,,,,,,
경남스틸(주),039240,2018/12,,,,,,,,
경남스틸(주),039240,2019/12,,,,,,,,
경남스틸(주),039240,2020/12,,,,,,,,
경남스틸(주),039240,2021/12,,,,,,,,
경남에너지(주),008020,2011/12,11.94,7.04,20.83,9.83,15.46,44.92,37.68,43.49
경남에너지(주),008020,2012/12,13.49,8,22.31,8.41,12.51,-27.2,-6.64,-2.72
경남에너지(주),008020,2013/12,4.4,8.8,-1.84,5.45,6.05,-30.29,-28.43,-25.65
경남에너지(주),008020,2014/12,,,,,,,,
경남에너지(주),008020,2015/12,0,0,0,0,0,0,0,0
경남제약(주),053950,2011/12,,,,,,,,
경남제약(주),053950,2012/12,,,,,,,,
경남제약(주),053950,2013/12,,,,,,,,
경남제약(주),053950,2014/12,,,,,,,,
경남제약(주),053950,2015/12,,,,,,,,
경남제약(주),053950,2016/12,,,,,,,,
경남제약(주),053950,2017/12,,,,,,,,
경남제약(주),053950,2018/12,0,0,0,0,0,0,0,0
경남제약(주),053950,2019/12,40.08,8.71,59.87,111.66,8.14,0,-222.21,-264.31
경남제약(주),053950,2020/12,70.1,208.73,10.62,-6.26,58.34,0,0,0
경남제약(주),053950,2021/12,-1.06,1.99,-4.72,26.44,-8.91,0,0,0
경동제약(주),011040,2011/12,8.59,-1.7,19.56,8.49,1.93,17.24,5.19,-0.15
경동제약(주),011040,2012/12,1.89,3.73,0.28,2.18,-2.07,-6.92,-59.48,-53.17
경동제약(주),011040,2013/12,5.89,5.2,6.52,10.11,6.74,19.18,129.22,129.52
경동제약(주),011040,2014/12,13.62,32.03,-2.85,12.29,15.17,17.84,30.06,29.8
경동제약(주),011040,2015/12,2.52,18.3,-16.68,7.81,-0.89,-26.46,-42.36,-33.37
경동제약(주),011040,2016/12,2.18,-14.75,31.39,2.34,4.41,0.98,24.6,-20.72
경동제약(주),011040,2017/12,5.43,12.14,-2.09,5.25,12.09,17.63,16.29,26.72
경동제약(주),011040,2018/12,2.53,-6.84,14.55,-4.18,0.87,-34.07,-74.4,-95.88
경동제약(주),011040,2019/12,11.56,10.36,12.81,7.08,-1.57,20.48,283.92,2379.05
경동제약(주),011040,2020/12,1.32,25.03,-22.88,15.65,-1.51,-22.82,-38.09,-11.72
경동제약(주),011040,2021/12,0.2,3.92,-5.96,-0.9,2.18,-16.86,1.71,-9.93
경인전자(주),009140,2011/12,0,0,0,0,0,0,0,0
경인전자(주),009140,2012/12,0,0,0,0,0,0,0,0
경인전자(주),009140,2013/12,3.55,-4.11,8.42,1.77,5.4,46.66,43.97,-42.58
경인전자(주),009140,2014/12,-6.47,5.64,-13.28,-0.89,-26.95,-10.79,0,-102.36
경인전자(주),009140,2015/12,4.06,-0.55,7.22,3.74,-16.72,-38.65,0,0
경인전자(주),009140,2016/12,0.09,-29.11,18.67,0.2,-6.22,-59.24,121.13,-249.13
경인전자(주),009140,2017/12,-6.92,-26.15,0.4,-6.17,-17.14,-205.72,-200.9,0
경인전자(주),009140,2018/12,-4.06,4.28,-6.4,-2.52,-16.13,0,0,0
경인전자(주),009140,2019/12,-0.95,-12.29,2.58,-0.33,-27.92,0,0,0
경인전자(주),009140,2020/12,1.7,3.37,1.25,-0.73,56.23,0,455.69,9.5
경인전자(주),009140,2021/12,0,0,0,0,0,0,0,0
경창산업(주),024910,2011/12,0,0,0,0,0,0,0,0
경창산업(주),024910,2012/12,0,0,0,0,0,0,0,0
경창산업(주),024910,2013/12,10.23,14.38,2.3,17.13,24.48,135.68,132.22,162.38
경창산업(주),024910,2014/12,9.57,5.17,18.96,19.89,4.96,-4.53,-9.85,-17.92
경창산업(주),024910,2015/12,22.01,26.19,14.1,2.08,8.36,-12.13,-56.38,-69.26
경창산업(주),024910,2016/12,5.89,5.53,6.65,5.42,7.82,17.13,-23.84,9.51
경창산업(주),024910,2017/12,8.64,17.66,-10.04,33.05,-14.79,-109.2,-422.17,378.92
경창산업(주),024910,2018/12,-4.34,-5.15,-2.15,-14.52,8.4,0,0,-167.58
경창산업(주),024910,2019/12,-11.48,-16.94,2.84,-46.43,-10.92,-191.98,0,0
경창산업(주),024910,2020/12,-7.54,-6.66,-9.4,9.13,-8.45,0,0,0
경창산업(주),024910,2021/12,-2.93,-5.6,2.89,6.93,15.88,10.34,-11.7,-2.42
계룡건설산업(주),013580,2011/12,6.51,3.08,7.84,1.44,8.53,26.46,-17.42,-2.48
계룡건설산업(주),013580,2012/12,3.75,6.68,2.67,-0.87,-11.34,-4.03,-74.45,-85.83
계룡건설산업(주),013580,2013/12,-8.51,7.69,-14.76,-18.16,2.6,0,0,-6397.93
계룡건설산업(주),013580,2014/12,-16.44,-4.36,-22.33,-31.43,3.04,0,0,0
계룡건설산업(주),013580,2015/12,-1.1,3.91,-4.1,7.11,-6.8,0,0,0
계룡건설산업(주),013580,2016/12,23.58,4.97,35.68,4.88,28.67,115.06,6.26,-10.69
계룡건설산업(주),013580,2017/12,4.59,12.19,0.76,17.16,14.41,48.09,214.13,233.56
계룡건설산업(주),013580,2018/12,9.05,13.96,6.3,15.81,2.31,33.68,70.53,69.95
계룡건설산업(주),013580,2019/12,16.25,12.62,18.43,15.84,-0.74,-11.58,-19.76,-21.22
계룡건설산업(주),013580,2020/12,3.17,-1.54,5.85,21.98,-3.33,28.62,31.43,51.5
계룡건설산업(주),013580,2021/12,12.4,1.48,18.21,26.39,16.45,33.15,65.76,50.65
계양전기(주),012200,2011/12,6.1,6.1,6.09,3.14,21.23,24.18,15.95,3.95
계양전기(주),012200,2012/12,2.31,-0.4,3.68,4.14,5.44,-67.34,-24.45,-34.52
계양전기(주),012200,2013/12,3.58,2.83,3.95,3.35,5.44,125.76,18.89,75.43
계양전기(주),012200,2014/12,12.96,50.41,-5.03,2.51,9.83,-32.19,9.36,-16.68
계양전기(주),012200,2015/12,3.6,26.3,-13.67,4.92,2.46,70.52,47.39,66.21
계양전기(주),012200,2016/12,15.31,10.82,20.31,9.84,15.77,117.58,77.24,92.49
계양전기(주),012200,2017/12,4.08,0.62,7.64,1.84,0.01,-27.87,-56.99,-59.81
계양전기(주),012200,2018/12,7.64,11.27,4.16,1.77,7.4,-22.7,5.44,-27.87
계양전기(주),012200,2019/12,3.06,-0.66,6.88,-2.6,2.73,-72.75,0,-153.15
계양전기(주),012200,2020/12,4.43,-4.6,13.02,4.38,1.24,28.09,0,0
계양전기(주),012200,2021/12,-2.47,3.23,-6.99,-4.86,3.32,-35.47,0,-113.93
고려개발(주),004200,2011/12,,,,,,,,
고려개발(주),004200,2012/12,,,,,,,,
고려개발(주),004200,2013/12,,,,,,,,
고려개발(주),004200,2014/12,,,,,,,,
고려개발(주),004200,2015/12,,,,,,,,
고려개발(주),004200,2016/12,,,,,,,,
고려개발(주),004200,2017/12,,,,,,,,
고려개발(주),004200,2018/12,,,,,,,,
고려개발(주),004200,2019/12,,,,,,,,
고려산업(주),002140,2011/12,0,0,0,0,0,0,0,0
고려산업(주),002140,2012/12,18.76,4.68,33.45,10.69,8.05,0.04,77.78,54.14
고려산업(주),002140,2013/12,0.04,3.82,-3.06,7.16,5.9,-24.37,-38.96,-23.3
고려산업(주),002140,2014/12,5.16,6.37,4.09,13.97,-8.55,111.72,90.9,91.47
고려산업(주),002140,2015/12,2.52,4.27,0.94,1.81,0.18,-36.73,-37.9,-72.53
고려산업(주),002140,2016/12,4.93,6.26,3.69,8.31,-7.09,-1.22,23.74,157.76
고려산업(주),002140,2017/12,9.1,3.08,14.82,6.41,1.3,-10.97,-26.5,-44.04
고려산업(주),002140,2018/12,16.65,15.77,17.41,4.35,-9.22,-2.31,-22.89,-9.25
고려산업(주),002140,2019/12,-3.34,-0.43,-5.78,3.44,21.48,0.04,13.69,12.94
고려산업(주),002140,2020/12,4.89,23.87,-11.97,6.94,-1.01,57.99,53.04,84.17
고려산업(주),002140,2021/12,10.17,16.08,2.77,4.1,12.06,-47.05,-34.11,-31.67
고려신용정보(주),049720,2011/12,,,,,,,,
고려신용정보(주),049720,2012/12,0,0,0,0,0,0,0,0
고려신용정보(주),049720,2013/12,2.83,28.9,-13.03,-0.57,-1.12,-85.12,-59.81,16.06
고려신용정보(주),049720,2014/12,11.77,10.1,13.29,2.4,-0.94,552.47,242.22,37.8
고려신용정보(주),049720,2015/12,9.42,-5.61,22.59,22.27,1.46,186.92,229.25,346.21
고려신용정보(주),049720,2016/12,8.78,12.67,6.15,10.12,2.45,5.37,-7.1,-4.88
고려신용정보(주),049720,2017/12,,,,,,,,
고려신용정보(주),049720,2018/12,,,,,,,,
고려신용정보(주),049720,2019/12,0,0,0,0,0,0,0,0
고려신용정보(주),049720,2020/12,44.36,56.08,27.47,29.45,14.39,23.62,55.45,56.79
고려신용정보(주),049720,2021/12,15.75,-14.95,-25.3,13.44,9.02,24.68,-4.29,-3.61
고려아연(주),010130,2011/12,15.91,12.34,19.28,24.94,44.77,40.96,28.38,25.79
고려아연(주),010130,2012/12,7.26,11.51,3.48,13.84,-1.06,-21.45,-20.5,-22.53
고려아연(주),010130,2013/12,3.65,7.44,0.02,8.38,-12.37,-20.98,-20.01,-26.08
고려아연(주),010130,2014/12,10.18,14.29,5.95,10.79,2.51,14.04,11.87,30.88
고려아연(주),010130,2015/12,4.71,13.53,-5.09,9.57,-3.38,-1.53,1.62,3.46
고려아연(주),010130,2016/12,9.73,6.47,14.05,8.65,22.55,13.76,16.3,5.62
고려아연(주),010130,2017/12,8.57,-6.13,26.78,8.05,12.81,17.01,6.18,0.96
고려아연(주),010130,2018/12,2.67,-3.22,8.07,4.86,4.35,-14.53,-16.16,-21.62
고려아연(주),010130,2019/12,8.51,-0.53,15.94,7.45,-2.74,5.31,20.01,41.32
고려아연(주),010130,2020/12,8.41,10.61,6.85,3.79,13.25,11.43,-9.48,-23.88
고려아연(주),010130,2021/12,17.23,19.19,15.8,9.15,31.59,22.15,40.81,79.81
고려제강(주),002240,2011/12,9.9,6.87,16.34,8.2,8.42,6.11,-1.32,-17.47
고려제강(주),002240,2012/12,-0.51,4.25,-9.81,-0.8,-0.13,-52.3,-54.89,-104.75
고려제강(주),002240,2013/12,0.55,0,1.8,1.14,-3.4,-5.23,-28.81,0
고려제강(주),002240,2014/12,38.4,16.36,87.28,19.73,24.12,1.32,887.72,1138.61
고려제강(주),002240,2015/12,-3.91,4.34,-15.26,-2.03,9.84,-9.88,-93.51,-103.55
고려제강(주),002240,2016/12,1.13,1.5,0.49,2.13,-3.78,-16.53,106.44,0
고려제강(주),002240,2017/12,-2.14,-4.01,1.05,-1.39,9.38,4.9,-40.75,-140.23
고려제강(주),002240,2018/12,-0.55,-3.28,3.9,-0.12,1.73,-2.09,-85.72,0
고려제강(주),002240,2019/12,-1.42,-0.04,-3.5,0.92,3.96,-16.75,194.98,276.67
고려제강(주),002240,2020/12,-4.59,-3.45,-6.37,-1.43,-14.78,-68.94,-15.64,-59.51
고려제강(주),002240,2021/12,10.18,0.62,25.64,12.59,21.04,902.16,1441.54,2118.88
고려제약(주),014570,2011/12,,,,,,,,
고려제약(주),014570,2012/12,,,,,,,,
고려제약(주),014570,2013/12,,,,,,,,
고려제약(주),014570,2014/12,,,,,,,,
고려제약(주),014570,2015/12,,,,,,,,
고려제약(주),014570,2016/12,,,,,,,,
고려제약(주),014570,2017/12,,,,,,,,
고려제약(주),014570,2018/12,,,,,,,,
고려제약(주),014570,2019/12,,,,,,,,
고려제약(주),014570,2020/12,,,,,,,,
고려제약(주),014570,2021/12,,,,,,,,
광동제약(주),009290,2011/12,6.04,24.14,-5.98,9.81,8.39,-2.77,10.69,8.84
광동제약(주),009290,2012/12,21.06,24.15,18.35,7.21,5.94,-5.89,-7.02,-9.98
광동제약(주),009290,2013/12,9.31,0.29,17.6,8.74,40.81,22.15,-20.8,-12.44
광동제약(주),009290,2014/12,3.96,4.29,3.7,8.13,11.51,13.67,59.02,45.3
광동제약(주),009290,2015/12,50,36.87,60.36,11.88,82.94,0.81,-0.08,3.07
광동제약(주),009290,2016/12,2.41,-0.06,4.07,6.58,10.57,-12.73,-19.86,-28.65
광동제약(주),009290,2017/12,6.31,2.36,8.87,5.07,8.06,-19.49,-17.34,-21.11
광동제약(주),009290,2018/12,1.29,-0.12,2.15,3.43,3.39,-5.02,-3.67,-1.6
광동제약(주),009290,2019/12,8.29,-2.26,14.57,4.35,4.92,23.15,3.19,21.51
광동제약(주),009290,2020/12,4.78,-7.74,11.13,12.93,0.45,11.45,96.76,101.23
광동제약(주),009290,2021/12,6.4,20.26,0.57,4.5,7.59,-3.55,-47.06,-47.76
광전자(주),017900,2011/12,-22.66,-14.64,-32.85,-18.76,15.28,0,0,-1387.54
광전자(주),017900,2012/12,-19.34,-24.09,-11.67,-6.97,-18.29,0,0,0
광전자(주),017900,2013/12,-4.64,-21.17,18.3,-0.23,-3.42,0,0,0
광전자(주),017900,2014/12,3.3,-9.35,14.99,5.97,-23.42,0,0,0
광전자(주),017900,2015/12,-13.65,-10.03,-16.29,-8.33,-12.47,0,0,0
광전자(주),017900,2016/12,0.84,-11.46,10.48,0.03,-17.12,0,0,0
광전자(주),017900,2017/12,-1.67,-1,-2.1,1.22,3.78,0,45.85,3752.76
광전자(주),017900,2018/12,10.03,41.85,-10.19,7.91,-0.26,-69.39,126.75,653.55
광전자(주),017900,2019/12,-0.7,1.15,-2.55,-0.89,-6.07,-157.29,-47.36,-84.14
광전자(주),017900,2020/12,-6.5,-5.78,-7.25,-9.39,-9.63,0,-559.23,-650.66
광전자(주),017900,2021/12,0,0,0,0,0,0,0,0
광진실업(주),026910,2011/12,,,,,,,,
광진실업(주),026910,2012/12,,,,,,,,
광진실업(주),026910,2013/12,,,,,,,,
광진실업(주),026910,2014/12,,,,,,,,
광진실업(주),026910,2015/12,,,,,,,,
광진실업(주),026910,2016/12,,,,,,,,
광진실업(주),026910,2017/12,,,,,,,,
광진실업(주),026910,2018/12,,,,,,,,
광진실업(주),026910,2019/12,,,,,,,,
광진실업(주),026910,2020/12,,,,,,,,
광진실업(주),026910,2021/12,,,,,,,,
교촌에프앤비(주),339770,2020/12,45.2,29.36,91.09,91.32,17.77,4.26,-19.24,-13.76
교촌에프앤비(주),339770,2021/12,10.98,15.19,2.72,17.12,13.4,-0.16,25.21,28.28
국도화학(주),007690,2011/12,-0.98,19.71,-10.37,7.67,9.39,-15.26,-22.91,-13.72
국도화학(주),007690,2012/12,-3.47,1.08,-6.22,7.03,-3.82,6.91,21.8,-3.22
국도화학(주),007690,2013/12,7.79,14.12,3.65,7.78,8.39,0.04,4.64,19.56
국도화학(주),007690,2014/12,7.96,7.2,8.5,4.42,7.24,-22.2,-34.49,-31.54
국도화학(주),007690,2015/12,6.88,7.61,6.36,13.84,3.47,147.14,175.21,165.34
국도화학(주),007690,2016/12,0.22,2.54,-1.45,3.61,-5.85,-52.57,-53.32,-58.07
국도화학(주),007690,2017/12,15.49,22.33,10.37,4.99,12.95,52.79,57.46,55.56
국도화학(주),007690,2018/12,8.35,12.77,4.69,6.62,19.02,21.43,9.52,12.96
국도화학(주),007690,2019/12,5.97,15.75,-2.77,5.74,-12.43,-38.63,-23.06,-13.31
국도화학(주),007690,2020/12,2.78,2.2,3.39,4.38,1,9.28,-14.99,-19.88
국도화학(주),007690,2021/12,0,0,0,0,0,0,0,0
국일신동(주),060480,2014/12,,,,,,,,
국일신동(주),060480,2015/12,,,,,,,,
국일신동(주),060480,2016/12,,,,,,,,
국일신동(주),060480,2017/12,,,,,,,,
국일신동(주),060480,2018/12,,,,,,,,
국일신동(주),060480,2019/12,,,,,,,,
국일신동(주),060480,2020/12,,,,,,,,
국일신동(주),060480,2021/12,,,,,,,,
국일제지(주),078130,2011/12,0.76,-8.83,12.35,-10.49,-2.76,0,0,-522.07
국일제지(주),078130,2012/12,-15.16,-44.76,13.87,-8.02,-38.84,0,0,0
국일제지(주),078130,2013/12,-43.13,-4.44,-61.54,5.42,-23.61,16.36,0,0
국일제지(주),078130,2014/12,-7.77,-5.68,-10.25,-16.18,-9.78,0,0,-358.11
국일제지(주),078130,2015/12,,,,,,,,
국일제지(주),078130,2016/12,,,,,,,,
국일제지(주),078130,2017/12,,,,,,,,
국일제지(주),078130,2018/12,,,,,,,,
국일제지(주),078130,2019/12,0,0,0,0,0,0,0,0
국일제지(주),078130,2020/12,1.44,13.58,-16.06,57.32,19.33,-38.79,0,0
국일제지(주),078130,2021/12,10.83,1.25,29.53,-2.16,-4.61,0,0,-191.53
국제약품(주),002720,2011/03,0,0,0,0,0,0,0,0
국제약품(주),002720,2011/12,-0.91,-3.86,0.81,1.19,-20.59,-65.47,-78.12,-81.33
국제약품(주),002720,2012/12,0,0,0,0,0,0,0,0
국제약품(주),002720,2013/12,2.18,-2.28,5.41,6.02,-4.98,0,0,0
국제약품(주),002720,2014/12,0.07,-3.23,2.28,-12.86,1.63,0,0,-315.6
국제약품(주),002720,2015/12,16.28,53.72,-7.45,34.39,-3.91,0,0,0
국제약품(주),002720,2016/12,-5.26,-1.52,-9.19,-1.11,2.59,89.2,0,-98.36
국제약품(주),002720,2017/12,1.69,4.48,-1.49,0.35,2.18,-35.4,41.29,191.85
국제약품(주),002720,2018/12,-4.11,-0.6,-8.36,1.37,-12.67,28.19,100.74,111.94
국제약품(주),002720,2019/12,6.62,2.49,12.05,-11.28,3.2,69.48,-317.13,-537.16
국제약품(주),002720,2020/12,8.2,30.26,-18.31,15.68,17.34,8.45,0,0
국제약품(주),002720,2021/12,0,0,0,0,0,0,0,0
국제엘렉트릭코리아(주),053740,2011/03,12.82,34.18,4.9,27.32,83.39,255.61,189.65,260.45
국제엘렉트릭코리아(주),053740,2012/03,,,,,,,,
국제엘렉트릭코리아(주),053740,2013/03,,,,,,,,
국제엘렉트릭코리아(주),053740,2014/03,,,,,,,,
그랜드코리아레저(주),114090,2011/12,,,,,,,,
그랜드코리아레저(주),114090,2012/12,,,,,,,,
그랜드코리아레저(주),114090,2013/12,,,,,,,,
그랜드코리아레저(주),114090,2014/12,,,,,,,,
그랜드코리아레저(주),114090,2015/12,,,,,,,,
그랜드코리아레저(주),114090,2016/12,,,,,,,,
그랜드코리아레저(주),114090,2017/12,,,,,,,,
그랜드코리아레저(주),114090,2018/12,0,0,0,0,0,0,0,0
그랜드코리아레저(주),114090,2019/12,18.76,45.84,0.32,4.11,2.17,-7.86,-6.87,-5.27
그랜드코리아레저(주),114090,2020/12,-22.1,-20.15,-24.03,-16.88,-62.41,-191.74,-188.85,-192.75
그랜드코리아레저(주),114090,2021/12,0,0,0,0,0,0,0,0
그레이트리치과기유한공사,900290,2016/06,,,,,,,,
그레이트리치과기유한공사,900290,2017/06,0,0,0,0,0,0,0,0
그레이트리치과기유한공사,900290,2018/06,12.33,4.05,18.31,17.49,27.95,8.38,9.93,9.93
그레이트리치과기유한공사,900290,2019/06,40.33,12.69,57.9,37.84,20.49,20.91,22.87,22.87
그레이트리치과기유한공사,900290,2020/06,7.51,92.82,-31.18,11.86,-6.68,-12.31,-20.49,-20.49
그레이트리치과기유한공사,900290,2021/06,35.28,50.73,15.65,9.17,7.1,-16.49,-14.15,-14.15
그린케미칼(주),083420,2011/12,,,,,,,,
그린케미칼(주),083420,2012/12,,,,,,,,
그린케미칼(주),083420,2013/12,,,,,,,,
그린케미칼(주),083420,2014/12,,,,,,,,
그린케미칼(주),083420,2015/12,,,,,,,,
그린케미칼(주),083420,2016/12,,,,,,,,
그린케미칼(주),083420,2017/12,,,,,,,,
그린케미칼(주),083420,2018/12,,,,,,,,
그린케미칼(주),083420,2019/12,,,,,,,,
그린케미칼(주),083420,2020/12,,,,,,,,
그린케미칼(주),083420,2021/12,,,,,,,,
극동유화(주),014530,2011/12,,,,,,,,
극동유화(주),014530,2012/12,,,,,,,,
극동유화(주),014530,2013/12,,,,,,,,
극동유화(주),014530,2014/12,0,0,0,0,0,0,0,0
극동유화(주),014530,2015/12,-0.59,18.37,-13.74,9.06,-10.14,39.1,55.78,48.67
극동유화(주),014530,2016/12,2.27,-10.66,14.57,7.18,-8.49,0.26,-3.46,-3.29
극동유화(주),014530,2017/12,40.05,63.58,22.57,6.08,104.38,-24.98,7.99,32.93
극동유화(주),014530,2018/12,4.33,14.72,-5.96,7.75,69.54,36.4,7.89,-10.28
극동유화(주),014530,2019/12,3.49,11.82,-6.57,5.22,-4.25,-10.25,-11.92,-10.43
극동유화(주),014530,2020/12,0.94,5.75,-6.03,1.9,-21.71,-14.09,-46.29,-37.45
극동유화(주),014530,2021/12,10,-2.92,31.05,5.07,54.9,43.17,47.9,56.56
글로벌에스엠테크리미티드,900070,2011/12,2.4,-3.77,5.71,5.23,-9.05,-45.98,-77.98,-78.06
글로벌에스엠테크리미티드,900070,2012/12,-1.7,-2.27,-1.43,-6.69,-7.35,-14.37,64.88,65.24
글로벌에스엠테크리미티드,900070,2013/12,1.98,3.59,1.2,0.89,-2.53,-16.95,-77.29,-80.79
글로벌에스엠테크리미티드,900070,2014/12,-0.27,7.16,-3.96,-3.7,-14.4,-1.15,0,-1032.57
글로벌에스엠테크리미티드,900070,2015/12,38.73,49.54,32.75,4.91,17.2,-42.35,0,0
글로벌에스엠테크리미티드,900070,2016/12,-0.39,-9.14,5.05,2,35.22,193.91,1739.77,65.53
글로벌에스엠테크리미티드,900070,2017/12,-7.74,-12,-5.44,-3.49,-4.4,-65.92,-108.62,-133.88
글로벌에스엠테크리미티드,900070,2018/12,-2.91,7.85,-8.3,-2.37,-1.17,-85.15,0,0
글로벌에스엠테크리미티드,900070,2019/12,0.55,-1.95,2.03,2.9,5.63,1953.52,0,0
글로벌에스엠테크리미티드,900070,2020/12,6.2,7.36,5.55,2.12,-9.24,1.34,-13.53,22.33
글로벌에스엠테크리미티드,900070,2021/12,5.22,-2.44,9.64,10.15,19.41,32.55,-37.56,-196.56
글로벌텍스프리(주),204620,2014/12,,,,,,,,
글로벌텍스프리(주),204620,2015/12,,,,,,,,
글로벌텍스프리(주),204620,2016/12,,,,,,,,
글로벌텍스프리(주),204620,2017/12,0,0,0,0,0,0,0,0
글로벌텍스프리(주),204620,2018/12,47.69,-15.43,63.38,15.42,26.01,-13.92,0,0
글로벌텍스프리(주),204620,2019/12,12.81,94.05,2.36,-1.56,43.89,895.33,-30.65,-36.09
글로벌텍스프리(주),204620,2020/12,-15.86,118.67,-48.68,-2.77,-82.96,0,0,-217.52
글로벌텍스프리(주),204620,2021/12,22.09,-7.8,53.16,7.35,274.55,0,0,0
글로본(주),019660,2011/03,,,,,,,,
글로본(주),019660,2012/03,,,,,,,,
글로본(주),019660,2013/03,,,,,,,,
글로본(주),019660,2015/03,,,,,,,,
글로본(주),019660,2016/03,,,,,,,,
글로본(주),019660,2016/12,,,,,,,,
글로본(주),019660,2017/12,,,,,,,,
글로본(주),019660,2018/12,,,,,,,,
글로본(주),019660,2019/12,,,,,,,,
글로본(주),019660,2020/12,,,,,,,,
글로본(주),019660,2021/12,0,0,0,0,0,0,0,0
글로스텍(주),012410,2011/12,0,0,0,0,0,0,0,0
글로스텍(주),012410,2012/12,,,,,,,,
금강공업(주),014280,2011/12,5.47,0.44,15.29,-0.81,8.13,-41.44,-97.51,-102.07
금강공업(주),014280,2012/12,15.73,18.15,11.62,4.82,28.88,129,5140.56,0
금강공업(주),014280,2013/12,35.34,22.11,59.13,5.58,76.49,57.09,48.24,35.56
금강공업(주),014280,2014/12,7.06,11.06,1.53,6.44,2.5,29.34,16.11,8.05
금강공업(주),014280,2015/12,-6.2,-6.96,-5.04,-0.26,-20.47,-22.2,-70.82,-80.44
금강공업(주),014280,2016/12,4.79,9.29,-1.89,13.34,6.57,74.73,470.67,973.95
금강공업(주),014280,2017/12,6.42,1.63,14.31,6.2,1.67,-18.38,-22.11,-31.41
금강공업(주),014280,2018/12,12.75,8.95,18.31,4.51,-7.39,-44.93,-39.55,-40.47
금강공업(주),014280,2019/12,-2.21,-9.09,7.09,-4.59,-3.2,-89.65,-162.24,-160.26
금강공업(주),014280,2020/12,-6.58,6.04,-21.04,1.31,-8.69,0,0,0
금강공업(주),014280,2021/12,11.49,8.68,15.8,12.81,13.67,0,0,0
금강제강(주),105070,2011/12,8.2,17.02,1.16,-15.14,24.6,0,0,-926
금강철강(주),053260,2011/12,20.57,32.01,17.88,10.03,14.4,42.86,41.86,23.07
금강철강(주),053260,2012/12,2.06,7.64,0.59,9.49,-11.49,-21.96,-3.68,8.7
금강철강(주),053260,2013/12,2.02,-8.21,4.91,5.86,-3.77,-25.88,-9.56,-18.24
금강철강(주),053260,2014/12,-2.36,-1.65,-2.54,4.12,-18.72,-34.35,-24.15,-21.33
금강철강(주),053260,2015/12,3.18,15.72,0.06,4.87,-20.48,-4.24,16.5,15.73
금강철강(주),053260,2016/12,2.24,0.07,2.87,4.08,2.01,-3.8,-16.62,-17.47
금강철강(주),053260,2017/12,-3.63,7.09,-6.63,-1.28,21.2,-11.43,-47.03,-65.05
금강철강(주),053260,2018/12,2.63,29.19,-5.91,1.48,-1.1,-58.68,74.27,174.43
금강철강(주),053260,2019/12,2.4,-9.24,7.54,0.95,-12.16,44.09,-16.58,-37.82
금강철강(주),053260,2020/12,1.56,9.69,-1.47,0.65,2.24,45.98,-36.2,-17.99
금강철강(주),053260,2021/12,8.78,1.68,11.71,7.91,34.84,187.84,264.08,292.05
금호건설(주),002990,2011/12,-41.65,-65.78,-25.22,-62.8,-9.32,0,0,-474.45
금호건설(주),002990,2012/12,-47.51,-0.76,-62.07,-88.02,-13.77,0,0,0
금호건설(주),002990,2013/12,-8.58,-6.51,-10.28,955.34,-4.36,0,0,0
금호건설(주),002990,2014/12,-14.83,-13.08,-16.32,96.45,6.21,-32.35,101.05,133.14
금호건설(주),002990,2015/12,-12.92,-9.86,-15.61,-3.57,0.49,-47.82,0,-113.33
금호건설(주),002990,2016/12,-2.7,-15.54,9.4,7.27,-11.58,101.19,0,0
금호건설(주),002990,2017/12,0.81,17.46,-11.31,26.16,-4.12,-25.71,164.39,458.1
금호건설(주),002990,2018/12,-7.99,-10.65,-5.43,-9.27,6.07,36.07,0,-105.77
금호건설(주),002990,2019/12,13.13,-42.63,63.89,5.67,16.05,31.29,0,0
금호건설(주),002990,2020/12,2.98,84.32,-22.94,3.66,14.51,46.4,125.52,99.73
금호건설(주),002990,2021/12,26.05,25.39,26.55,67.27,12.87,37.4,460.56,889.57
금호석유화학(주),011780,2011/12,14.4,-2.27,46.69,75.37,30.27,47.49,60,27.43
금호석유화학(주),011780,2012/12,-6.44,9.96,-27.6,6.9,-8.88,-73.42,-74.38,-64.07
