회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원)
아남전자(주),008700,2014/12,-9541781,-5439288,13762573
아남전자(주),008700,2015/12,-5362007,1257684,4053520
아남전자(주),008700,2016/12,1778510,9686583,-10232190
아남전자(주),008700,2017/12,-8467750,2781018,3550060
아남전자(주),008700,2018/12,1543683,-5191935,2710344
아남전자(주),008700,2019/12,9448266,805138,-5169739
아남전자(주),008700,2020/12,-13130652,-621431,10627839
아남전자(주),008700,2021/12,-27633623,2091208,36267365
아미코젠(주),092040,2013/12,6623421,-18045620,12664382
아미코젠(주),092040,2014/12,4869278,-1201936,756565
아미코젠(주),092040,2015/12,7378689,-38512049,31193234
아미코젠(주),092040,2016/12,1850480,-6286766,2588425
아미코젠(주),092040,2017/12,1476576,-15993126,11383469
아미코젠(주),092040,2018/12,829596,-7867402,6362227
아미코젠(주),092040,2019/12,1160773,3564717,1899006
아미코젠(주),092040,2020/12,-1997117,-3363494,5838023
아미코젠(주),092040,2021/12,-1020556,-81472066,80868260
아비코전자(주),036010,2011/12,1599620,11500690,-221006
아비코전자(주),036010,2012/12,3228028,-8581859,3092725
아비코전자(주),036010,2013/12,8411441,-10456482,5955305
아비코전자(주),036010,2014/12,13453587,2045007,-8638427
아비코전자(주),036010,2015/12,8178180,1672880,-3929224
아비코전자(주),036010,2016/12,19103969,-3469292,-5533563
아비코전자(주),036010,2017/12,4212831,-3848600,-4049445
아비코전자(주),036010,2018/12,9361251,-16366461,-2658587
아비코전자(주),036010,2019/12,10114007,1278586,-1973940
아비코전자(주),036010,2020/12,11622998,-721624,-930505
아비코전자(주),036010,2021/12,11931574,-24611967,-950505
아세아(주),002030,2011/12,-8811626,-7084047,11226976
아세아(주),002030,2012/12,40351094,-36420589,-17764026
아세아(주),002030,2013/12,51498754,-14272273,-32544271
아세아(주),002030,2014/12,-4332756,-19104213,-1397513
아세아(주),002030,2015/12,10601732,-525096,-2855043
아세아(주),002030,2016/12,9653061,127038,-2908178
아세아(주),002030,2017/12,11469711,-6746003,-2851514
아세아(주),002030,2018/12,6508343,-22543149,-2850914
아세아(주),002030,2019/12,13237955,-8060770,-3326104
아세아(주),002030,2020/12,11154460,-74306,-7697230
아세아(주),002030,2021/12,10455082,2134305,-3709349
아세아시멘트(주),183190,2013/12,12720177,-4321556,-2784489
아세아시멘트(주),183190,2014/12,57022913,-46978805,-3113091
아세아시멘트(주),183190,2015/12,59313962,-20968619,-19756104
아세아시멘트(주),183190,2016/12,61683554,-52302115,-7213843
아세아시멘트(주),183190,2017/12,68311388,-29497433,-1729874
아세아시멘트(주),183190,2018/12,33924515,-417452122,319439771
아세아시멘트(주),183190,2019/12,35539265,-7981773,-25984051
아세아시멘트(주),183190,2020/12,25999474,-26582265,-30181629
아세아시멘트(주),183190,2021/12,77654855,-58593727,-78145
아세아제지(주),002310,2011/12,20079003,-16702660,-1136986
아세아제지(주),002310,2012/12,49543424,-5454344,-13045149
아세아제지(주),002310,2013/12,29088991,-1278535,-26288946
아세아제지(주),002310,2014/12,52861443,-50116935,-17482457
아세아제지(주),002310,2015/12,7918958,5235503,-26917902
아세아제지(주),002310,2016/12,26080650,-23810212,29645507
아세아제지(주),002310,2017/12,558236,-2252310,-2216358
아세아제지(주),002310,2018/12,102470793,-33691748,-43623422
아세아제지(주),002310,2019/12,63525416,-55282104,-11251820
아세아제지(주),002310,2020/12,65934961,-31985264,-17964490
아세아제지(주),002310,2021/12,45029635,-43774078,-9178780
아세아페이퍼텍(주),009380,2011/12,17652397,-29209045,12261989
아스팩오일(주),232360,2015/12,,,
아스팩오일(주),232360,2016/12,,,
아시아나아이디티(주),267850,2018/12,17567514,-511352,10972019
아시아나아이디티(주),267850,2019/12,-1671495,-2438152,-11418920
아시아나아이디티(주),267850,2020/12,33482549,-21039927,-11413784
아시아나아이디티(주),267850,2021/12,5612921,-3051996,-5799768
아시아나항공(주),020560,2011/12,629368994,192908849,-833973132
아시아나항공(주),020560,2012/12,287104452,-588667037,299703892
아시아나항공(주),020560,2013/12,222827654,-483259115,397500648
아시아나항공(주),020560,2014/12,326932434,-192145776,-233103391
아시아나항공(주),020560,2015/12,350873639,-408190115,-45552878
아시아나항공(주),020560,2016/12,591058294,5852189,-527150649
아시아나항공(주),020560,2017/12,627208031,-596281699,-30545528
아시아나항공(주),020560,2018/12,570323754,115015542,-642130202
아시아나항공(주),020560,2019/12,499340040,-715753540,125249254
아시아나항공(주),020560,2020/12,-344874249,-1007003713,1670691336
아시아나항공(주),020560,2021/12,1333211113,-547243110,-542135331
아이디피(주),332370,2020/12,2178687,-16544672,12133104
아이디피(주),332370,2021/12,3825655,-4138524,-533513
아이스테이션(주),056010,2011/12,155443,14737327,-15165626
아이쓰리시스템(주),214430,2015/12,4887518,-16899885,17232557
아이쓰리시스템(주),214430,2016/12,4061379,-22358,-3555418
아이쓰리시스템(주),214430,2017/12,10718015,-3687153,-1275305
아이쓰리시스템(주),214430,2018/12,15220463,-13947490,-5837472
아이쓰리시스템(주),214430,2019/12,859956,-2598457,2096064
아이쓰리시스템(주),214430,2020/12,33198851,-29327458,-4724019
아이쓰리시스템(주),214430,2021/12,-12279188,12356847,-2209522
아이에스동서(주),010780,2011/12,-72225119,-39928841,100967491
아이에스동서(주),010780,2012/12,-46610929,-4443915,54739481
아이에스동서(주),010780,2013/12,54637753,-6750899,-48250000
아이에스동서(주),010780,2014/12,106302686,-52988619,-30141505
아이에스동서(주),010780,2015/12,-219814901,-59855709,372043278
아이에스동서(주),010780,2016/12,33260385,-76707178,72065956
아이에스동서(주),010780,2017/12,15907373,-65840537,58922503
아이에스동서(주),010780,2018/12,193316429,-145491037,-78923506
아이에스동서(주),010780,2019/12,-152321166,-15357629,251701867
아이에스동서(주),010780,2020/12,-172959694,-201097321,420759552
아이에스동서(주),010780,2021/12,170055185,-54210993,-190647695
아이이(주),023430,2011/12,1819938,1821221,0
아이이(주),023430,2012/12,-2734976,-51991603,48194595
아이이(주),023430,2013/12,-360952,126672,-94000
아이이(주),023430,2014/12,2387448,-4776966,2000000
아이이(주),023430,2015/12,-102299,-18424053,18576704
아이이(주),023430,2016/12,5718314,-107579862,103555765
아이진(주),185490,2015/12,-4479072,-15445606,23211364
아이진(주),185490,2016/12,-5986252,615954,288264
아이진(주),185490,2017/12,-6759458,-8280191,18657586
아이진(주),185490,2018/12,-7482694,-26955547,30719379
아이진(주),185490,2019/12,-8186551,10908774,403131
아이진(주),185490,2020/12,-8716223,3400251,4142106
아이진(주),185490,2021/12,-30079419,-57537423,86623839
아이큐어(주),175250,2018/12,-4820354,-76207630,73181454
아이큐어(주),175250,2019/12,-9070229,-55925486,68164539
아이큐어(주),175250,2020/12,-16085516,10675471,2894078
아이큐어(주),175250,2021/12,-21948274,-23288365,52229768
아이크래프트(주),052460,2011/12,1887488,941949,-3757879
아이크래프트(주),052460,2012/12,15473373,2911614,-2834793
아이크래프트(주),052460,2013/12,1434779,-2778908,-3432355
아이크래프트(주),052460,2014/12,-2344011,-3885107,1266083
아이크래프트(주),052460,2015/12,-4559032,-1136205,7252937
아이크래프트(주),052460,2016/12,5998850,-1931148,-4510517
아이크래프트(주),052460,2017/12,9664475,-1283755,-6966587
아이크래프트(주),052460,2018/12,2491742,-2067285,-1579117
아이크래프트(주),052460,2019/12,8900970,947762,-2809036
아이크래프트(주),052460,2020/12,-7566154,-2225085,3588100
아이크래프트(주),052460,2021/12,-717078,-972297,-1358608
아이텍(주),119830,2011/12,8456637,-10602801,1139412
아이텍(주),119830,2012/12,4606913,-8843619,5307812
아이텍(주),119830,2013/12,8094494,-1207692,-6256637
아이텍(주),119830,2014/12,8567524,-17414550,8507140
아이텍(주),119830,2015/12,6497371,1540545,-9544850
아이텍(주),119830,2016/12,9189710,-4903463,-4682320
아이텍(주),119830,2017/12,6740715,-7000061,260482
아이텍(주),119830,2018/12,5441922,-67471689,70518045
아이텍(주),119830,2019/12,12256337,11500445,-26257890
아이텍(주),119830,2020/12,16223860,-10453393,48182354
아이텍(주),119830,2021/12,11908897,-12554168,-8688629
아주스틸(주),139990,2021/12,-21341518,-68232760,92085334
아진산업(주),013310,2015/12,43104157,-23745796,-19248360
아진산업(주),013310,2016/12,21744951,-39613262,18131498
아진산업(주),013310,2017/12,7754475,-58685060,50655621
아진산업(주),013310,2018/12,59058589,-66506164,8115963
아진산업(주),013310,2019/12,6931936,-39021476,44497363
아진산업(주),013310,2020/12,34848138,-9373676,-15925296
아진산업(주),013310,2021/12,36432182,-38293267,-16828609
안국약품(주),001540,2011/12,-6699466,7714410,1726834
안국약품(주),001540,2012/12,10782521,-7761420,5592
안국약품(주),001540,2013/12,3239635,-3987909,-2878363
안국약품(주),001540,2014/12,1208880,-474145,-103462
안국약품(주),001540,2015/12,19659872,-12059184,6408760
안국약품(주),001540,2016/12,12560678,-7115300,-3104788
안국약품(주),001540,2017/12,18769841,-10087868,-7226482
안국약품(주),001540,2018/12,-564701,1513990,-3251442
안국약품(주),001540,2019/12,23328575,-24762897,2761316
안국약품(주),001540,2020/12,11536416,-12480039,-8782336
안국약품(주),001540,2021/12,1306570,2839646,-3474375
알리코제약(주),260660,2018/12,-2332856,-49377924,48601507
알리코제약(주),260660,2019/12,13133029,4081350,-7479270
알리코제약(주),260660,2020/12,4545964,6666419,-17737442
알리코제약(주),260660,2021/12,8966857,-6137424,1151183
알보젠코리아(주),002250,2011/12,4930030,-2596291,9195032
알보젠코리아(주),002250,2012/12,5140626,-1402590,13122083
알보젠코리아(주),002250,2013/12,3021974,7138919,37132
알보젠코리아(주),002250,2014/12,-11366522,-193921820,175525891
알보젠코리아(주),002250,2015/12,38043659,-5794570,-11111949
알보젠코리아(주),002250,2016/12,48576829,-16553007,-6122513
알보젠코리아(주),002250,2017/12,22286957,-4262704,-32662962
알보젠코리아(주),002250,2018/12,26012421,-2473461,-44879009
알서포트(주),131370,2011/12,,,
알서포트(주),131370,2012/12,,,
알서포트(주),131370,2013/12,-5590333,-1189218,-1295119
알서포트(주),131370,2014/12,9633381,-5638916,-1382134
알서포트(주),131370,2015/12,-1564745,4905318,-376060
알서포트(주),131370,2016/12,2520378,-2266366,933340
알서포트(주),131370,2017/12,-189729,496503,0
알서포트(주),131370,2018/12,2199209,-4871367,-26765
알서포트(주),131370,2019/12,2645787,-12396728,7211830
알서포트(주),131370,2020/12,15335268,-360214,-7500013
알서포트(주),131370,2021/12,14940242,-7799691,-5535341
알에스오토메이션(주),140670,2017/12,-5022132,-6960320,12756399
알에스오토메이션(주),140670,2018/12,-1261774,2150349,-2789797
알에스오토메이션(주),140670,2019/12,8443485,-2077962,-893304
알에스오토메이션(주),140670,2020/12,-715034,-1714217,184785
알에스오토메이션(주),140670,2021/12,2017297,-764312,1076922
알에프머트리얼즈(주),327260,2019/12,85511,-969513,11367244
알에프머트리얼즈(주),327260,2020/12,251526,-12834936,12086077
알에프머트리얼즈(주),327260,2021/12,799512,-10947148,983061
알에프에이치아이씨(주),218410,2015/12,,,
알에프에이치아이씨(주),218410,2016/12,,,
알에프에이치아이씨(주),218410,2017/12,3884658,1707243,-1899458
알에프에이치아이씨(주),218410,2018/12,44922715,-29125937,24628127
알에프에이치아이씨(주),218410,2019/12,26260170,-6127329,-1204847
알에프에이치아이씨(주),218410,2020/12,-24144351,-107804321,45719712
알에프에이치아이씨(주),218410,2021/12,15974696,-104967712,98956846
압타바이오(주),293780,2019/12,-6002025,-44533598,62813818
압타바이오(주),293780,2020/12,-3785407,371481,1508203
압타바이오(주),293780,2021/12,-8897244,1133090,-375685
애경산업(주),018250,2018/12,38405776,-36204270,115155788
애경산업(주),018250,2019/12,29431958,-25637599,-11941518
애경산업(주),018250,2020/12,17715562,-42034188,-2072342
애경산업(주),018250,2021/12,45903025,-24152249,-18581485
애경케미칼(주),161000,2012/12,1198901,-15805920,-10290225
애경케미칼(주),161000,2013/12,42939454,-405479,-38353700
애경케미칼(주),161000,2014/12,15337866,-5166081,-17902168
애경케미칼(주),161000,2015/12,76377689,-4332327,-65312270
애경케미칼(주),161000,2016/12,59767916,-23153194,494008
애경케미칼(주),161000,2017/12,37567898,3839906,-13757759
애경케미칼(주),161000,2018/12,56718997,-49807687,-15946871
애경케미칼(주),161000,2019/12,68021863,-60741686,-32273317
애경케미칼(주),161000,2020/12,55983076,-47479836,-3129643
애경케미칼(주),161000,2021/12,-1950184,14749427,-69147812
애니젠(주),196300,2016/12,-27710,-14993039,15387714
애니젠(주),196300,2017/12,1188559,2346802,1002497
애니젠(주),196300,2018/12,-2032959,-18325280,16269860
애니젠(주),196300,2019/12,-737368,51939,-30286
애니젠(주),196300,2020/12,-48277,-1305759,1683120
애니젠(주),196300,2021/12,916473,-636278,-130152
애머릿지코퍼레이션,900100,2011/12,-7556137,1933177,6005462
애머릿지코퍼레이션,900100,2012/12,5634097,-1941875,-2736241
애머릿지코퍼레이션,900100,2013/12,-1722989,-1846396,261744
애머릿지코퍼레이션,900100,2014/12,827720,3749598,-4404876
애머릿지코퍼레이션,900100,2015/12,2047860,-33639928,33975303
애머릿지코퍼레이션,900100,2016/12,-8202555,-17613560,23517721
애머릿지코퍼레이션,900100,2017/12,-8571872,-14845176,26895627
애머릿지코퍼레이션,900100,2018/12,7774997,-35081026,23159494
애머릿지코퍼레이션,900100,2019/12,-4293702,-2344859,6806378
애머릿지코퍼레이션,900100,2020/12,6889409,-3996053,1699201
애머릿지코퍼레이션,900100,2021/12,7217208,-10318488,3610475
앱클론(주),174900,2017/12,-1114753,-3866203,6691938
앱클론(주),174900,2018/12,3714897,-2890696,2290250
앱클론(주),174900,2019/12,-449877,-22139509,19065354
앱클론(주),174900,2020/12,-5648350,3754578,-8956
앱클론(주),174900,2021/12,-8642823,7987344,-116813
어보브반도체(주),102120,2011/12,3400588,-4516844,1533170
어보브반도체(주),102120,2012/12,4861997,-4953752,-1097704
어보브반도체(주),102120,2013/12,10409771,-1702555,-2129076
어보브반도체(주),102120,2014/12,11108724,-11460119,-765737
어보브반도체(주),102120,2015/12,12804285,-4608658,-2306571
어보브반도체(주),102120,2016/12,14977978,-4998329,-741285
어보브반도체(주),102120,2017/12,6176612,-12411829,-4885965
어보브반도체(주),102120,2018/12,11684664,-4246461,-1806465
어보브반도체(주),102120,2019/12,18028223,-21412187,-1102133
어보브반도체(주),102120,2020/12,21089614,-28460399,21972341
어보브반도체(주),102120,2021/12,13465144,-8138145,-25391271
어울림네트웍스(주),042820,2011/12,-1081373,-3061572,4171704
어울림엘시스(주),033280,2011/12,-727,-8282316,8282155
어울림정보기술(주),038320,2011/12,-3455823,-1980233,4775024
에버테크노(주),070480,2011/12,-8585687,-5030102,7738422
에버테크노(주),070480,2012/12,3246042,-5266042,-3383002
에버테크노(주),070480,2013/12,1458930,4075348,-6185979
에브리봇(주),270660,2021/12,9415584,-48479490,34751442
에스넷시스템(주),038680,2011/12,9328126,-605916,-2648063
에스넷시스템(주),038680,2012/12,-3270244,-8592464,-1076628
에스넷시스템(주),038680,2013/12,14597085,573713,-75382
에스넷시스템(주),038680,2014/12,-22513914,3707429,-787030
에스넷시스템(주),038680,2015/12,13504769,-11106306,545050
에스넷시스템(주),038680,2016/12,1136778,-473175,-1370357
에스넷시스템(주),038680,2017/12,626387,-2867669,852618
에스넷시스템(주),038680,2018/12,2857408,19392341,-25198
에스넷시스템(주),038680,2019/12,-6150641,3059548,-460276
에스넷시스템(주),038680,2020/12,-7595819,-23129210,36524747
에스넷시스템(주),038680,2021/12,19217157,-8491041,-13422520
에스디바이오센서(주),137310,2021/12,1230854679,-946413609,353178841
에스디엔(주),099220,2011/12,-8003989,7657809,-3648711
에스디엔(주),099220,2012/12,28289886,4712147,-37531171
에스디엔(주),099220,2013/12,11501220,1670767,-12009565
에스디엔(주),099220,2014/12,694497,-360039,-2034780
에스디엔(주),099220,2015/12,3068826,-462569,-2350308
에스디엔(주),099220,2016/12,422537,1994083,-2434204
에스디엔(주),099220,2017/12,-6628316,-636560,8956807
에스디엔(주),099220,2018/12,-221294,-2045336,5640392
에스디엔(주),099220,2019/12,6987028,-14021450,2492234
에스디엔(주),099220,2020/12,9993930,-13819339,22958238
에스디엔(주),099220,2021/12,-15710104,3382176,6660198
에스맥(주),097780,2011/12,-14217601,-6136967,2073866
에스맥(주),097780,2012/12,65768084,-46981883,446769
에스맥(주),097780,2013/12,34980126,-43486727,14391755
에스맥(주),097780,2014/12,10252961,-19664059,445061
에스맥(주),097780,2015/12,-9595454,-7065549,-400000
에스맥(주),097780,2016/12,28448929,-37881779,51899990
에스맥(주),097780,2017/12,2308830,-22000733,10074688
에스맥(주),097780,2018/12,15580334,-108015839,88823445
에스맥(주),097780,2019/12,-9503844,5481955,2803919
에스맥(주),097780,2020/12,47056310,4404510,7022530
에스맥(주),097780,2021/12,-5240195,-70856116,29951757
에스비더블유생명과학(주),151910,2012/12,-494763,-18429079,28357823
에스비더블유생명과학(주),151910,2013/12,8434108,-36600618,35607771
에스비더블유생명과학(주),151910,2014/12,-17501027,-16587679,19257178
에스비더블유생명과학(주),151910,2015/12,-1694195,-8177525,9369545
에스비더블유생명과학(주),151910,2016/12,-6451095,-7165172,21902666
에스비더블유생명과학(주),151910,2017/12,-23373756,-6125705,40909369
에스비더블유생명과학(주),151910,2018/12,-5845348,-17302255,9697979
에스비더블유생명과학(주),151910,2019/12,133467,-17442102,11155471
에스비더블유생명과학(주),151910,2020/12,1463664,2547914,2700619
에스비더블유생명과학(주),151910,2021/12,-2829682,-12676794,35565094
에스비아이핀테크솔루션즈(주),950110,2013/03,3603928,-1347082,18267790
에스비아이핀테크솔루션즈(주),950110,2014/03,2847639,-1980157,-3773773
에스비아이핀테크솔루션즈(주),950110,2015/03,4275304,-4511505,-1126071
에스비아이핀테크솔루션즈(주),950110,2016/03,1457269,-7205372,-1933671
에스비아이핀테크솔루션즈(주),950110,2017/03,4030985,-1141707,-2632035
에스비아이핀테크솔루션즈(주),950110,2018/03,2679837,-45025440,40022643
에스비아이핀테크솔루션즈(주),950110,2019/03,3813654,6802821,-7138268
에스비아이핀테크솔루션즈(주),950110,2020/03,3399322,-538876,36044619
에스비아이핀테크솔루션즈(주),950110,2021/03,-84216814,-18457234,96218849
에스비에스미디어홀딩스(주),101060,2011/12,1072631,-2350779,6967468
에스비에스미디어홀딩스(주),101060,2012/12,4802829,5367467,-7717737
에스비에스미디어홀딩스(주),101060,2013/12,7514400,5696865,-1195973
에스비에스미디어홀딩스(주),101060,2014/12,9097190,-6114986,-9563880
에스비에스미디어홀딩스(주),101060,2015/12,6846619,-18723656,-3415135
에스비에스미디어홀딩스(주),101060,2016/12,9328290,-4917585,-6367092
에스비에스미디어홀딩스(주),101060,2017/12,6353439,1295655,-3512934
에스비에스미디어홀딩스(주),101060,2018/12,1399756,-4926659,9000
에스비에스미디어홀딩스(주),101060,2019/12,-14439925,30320166,-14415737
에스비에스미디어홀딩스(주),101060,2020/12,3199767,-131135269,124365716
에스씨아이평가정보(주),036120,2011/12,2786272,-361943,0
에스씨아이평가정보(주),036120,2012/12,165495,-1969236,0
에스씨아이평가정보(주),036120,2013/12,1605899,-1065265,0
에스씨아이평가정보(주),036120,2014/12,64770,-1838931,0
에스씨아이평가정보(주),036120,2015/12,2436565,1596497,0
에스씨아이평가정보(주),036120,2016/12,2943375,-7956036,0
에스씨아이평가정보(주),036120,2017/12,2336282,-2857182,0
에스씨아이평가정보(주),036120,2018/12,2467687,-982784,0
에스씨아이평가정보(주),036120,2019/12,8458309,-138078,-1064289
에스씨아이평가정보(주),036120,2020/12,8333269,-6283718,-3449919
에스씨아이평가정보(주),036120,2021/12,8142770,-8170756,-2035047
에스씨엠생명과학(주),298060,2020/12,-10890028,-23656592,30188842
에스씨엠생명과학(주),298060,2021/12,-13403615,15791129,425288
에스앤씨엔진그룹리미티드,900080,2011/12,,,
에스앤씨엔진그룹리미티드,900080,2012/12,,,
에스앤씨엔진그룹리미티드,900080,2013/12,,,
에스앤씨엔진그룹리미티드,900080,2014/12,,,
에스앤씨엔진그룹리미티드,900080,2015/12,,,
에스앤씨엔진그룹리미티드,900080,2016/12,,,
에스앤씨엔진그룹리미티드,900080,2017/12,,,
에스앤씨엔진그룹리미티드,900080,2018/12,,,
에스앤씨엔진그룹리미티드,900080,2019/12,,,
에스에스씨피(주),071660,2011/12,-78125084,45819178,49685644
에스에이치엔엘(주),050320,2011/12,6151,-327256,34856
에스에이치엔엘(주),050320,2012/12,1501177,-555501,-515752
에스에이치엔엘(주),050320,2013/12,-1143002,-865623,2855272
에스에이치엔엘(주),050320,2014/12,66345,-127555,-259624
에스에이치엔엘(주),050320,2015/12,-2265926,6852223,-1927223
에스에이치엔엘(주),050320,2016/12,-5304777,-14267435,16057290
에스에이치엔엘(주),050320,2017/12,254368,-2795195,4152707
에스에이치엔엘(주),050320,2018/12,-4725860,-3567077,6766498
에스에이치엔엘(주),050320,2019/12,-3474970,3609427,524555
에스에이치엔엘(주),050320,2020/12,-612140,5874361,-3575746
에스에이치엔엘(주),050320,2021/12,-143455,2325191,-2353809
에스엔유프리시젼(주),080000,2011/12,10537189,-38582229,4585769
에스엔유프리시젼(주),080000,2012/12,-11915134,-4037712,6759197
에스엔유프리시젼(주),080000,2013/12,7304199,-4566558,-3637425
에스엔유프리시젼(주),080000,2014/12,-2915060,-9715418,8521416
에스엔유프리시젼(주),080000,2015/12,7937793,-3062260,-7496822
에스엔유프리시젼(주),080000,2016/12,-5115662,-8400612,21608210
에스엔유프리시젼(주),080000,2017/12,11775932,2366799,0
에스엔유프리시젼(주),080000,2018/12,20836820,-6204085,-3000003
에스엔유프리시젼(주),080000,2019/12,2806137,-1894131,-30616
에스엔유프리시젼(주),080000,2020/12,30983860,-7283875,-11339525
에스엔유프리시젼(주),080000,2021/12,9148628,-18748457,-39386
에스엔케이폴리텍(주),091340,2011/12,2434378,445710,-1185000
에스엔케이폴리텍(주),091340,2012/12,-708513,-632706,-1185000
에스엔케이폴리텍(주),091340,2013/12,1990730,-1866764,12602399
에스엔케이폴리텍(주),091340,2014/12,3654329,8260140,-1500000
에스엔케이폴리텍(주),091340,2015/12,2893828,-19529187,17965887
에스엔케이폴리텍(주),091340,2016/12,3638280,-7317760,4476122
에스엔케이폴리텍(주),091340,2017/12,-645363,-16696520,12811038
에스엔케이폴리텍(주),091340,2018/12,232504,10550370,-15060410
에스엔케이폴리텍(주),091340,2019/12,3144789,-5014586,1515960
에스엔케이폴리텍(주),091340,2020/12,2773466,-4320827,-786280
에스엔케이폴리텍(주),091340,2021/12,112236,8385676,-6854439
에스엘(주),005850,2011/03,-2457328,-62729316,43462516
에스엘(주),005850,2012/12,37457453,15994314,-56283937
에스엘(주),005850,2013/12,79504613,-22019365,-42623089
에스엘(주),005850,2014/12,49953563,-32426274,-10293917
에스엘(주),005850,2015/12,100553456,-40510489,-7050812
에스엘(주),005850,2016/12,39001497,-28647052,-18178811
에스엘(주),005850,2017/12,93680085,-96112274,-8283166
에스엘(주),005850,2018/12,34311400,-32604312,-13469420
에스엘(주),005850,2019/12,-37353649,50040345,-14012949
에스엘(주),005850,2020/12,206024421,-157900333,-22571040
에스엘(주),005850,2021/12,211694832,-29784448,-23820424
에스엠로보틱스(주),252940,2016/12,,,
에스엠로보틱스(주),252940,2017/12,,,
에스와이(주),109610,2015/12,11544429,-11972338,3841512
에스와이(주),109610,2016/12,-14618684,-7186349,16591567
에스와이(주),109610,2017/12,-10288401,-41573747,62945797
에스와이(주),109610,2018/12,6213214,-3773627,-5277143
에스와이(주),109610,2019/12,865201,-5520981,10245050
에스와이(주),109610,2020/12,-6073684,731946,11458840
에스와이(주),109610,2021/12,-11717996,-4895390,12695376
에스지씨에너지(주),005090,2011/12,4122165,-49994042,42079261
에스지씨에너지(주),005090,2012/12,10576857,-90518429,77837800
에스지씨에너지(주),005090,2013/12,4372306,-28467525,22103840
에스지씨에너지(주),005090,2014/12,9092259,-9097326,-7963207
에스지씨에너지(주),005090,2015/12,15127586,-19367034,3675887
에스지씨에너지(주),005090,2016/12,17442173,-22872527,5944361
에스지씨에너지(주),005090,2017/12,1019260,36675866,-31246791
에스지씨에너지(주),005090,2018/12,23177427,3018515,-25251682
에스지씨에너지(주),005090,2019/12,5477863,75516712,-84191920
에스지씨에너지(주),005090,2020/12,-16917147,121935,-32370675
에스지씨에너지(주),005090,2021/12,107802900,52011656,-130235943
에스지씨이테크건설(주),016250,2011/12,35645956,-11516208,790250
에스지씨이테크건설(주),016250,2012/12,-1029799,-9246910,8340250
에스지씨이테크건설(주),016250,2013/12,2938786,-20157409,17329833
에스지씨이테크건설(주),016250,2014/12,5645561,-4961209,0
에스지씨이테크건설(주),016250,2015/12,11755639,1973332,-5491121
에스지씨이테크건설(주),016250,2016/12,28310992,-3240977,-5215192
에스지씨이테크건설(주),016250,2017/12,42465171,-4318030,-1175097
에스지씨이테크건설(주),016250,2018/12,-5681931,-8901900,24165066
에스지씨이테크건설(주),016250,2019/12,-2216667,-77093549,5653713
에스지씨이테크건설(주),016250,2020/12,33753285,66315483,-24541026
에스지씨이테크건설(주),016250,2021/12,-996216,22082098,-18838677
에스지에이(주),049470,2011/12,-1064056,5075478,-2492102
에스지에이(주),049470,2012/12,-3391434,-8088775,12808619
에스지에이(주),049470,2013/12,-310667,-8199551,5654764
에스지에이(주),049470,2014/12,2084643,-776364,2627419
에스지에이(주),049470,2015/12,-4101887,-5863028,10881651
에스지에이(주),049470,2016/12,-458880,-8905026,8407402
에스지에이(주),049470,2017/12,1474345,-7678207,6247834
에스지에이(주),049470,2018/12,6659030,121564,-3801795
에스지에이(주),049470,2019/12,-524326,-10531634,7998728
에스지에이(주),049470,2020/12,1491976,13283496,-6139143
에스지에이(주),049470,2021/12,7371360,510571,-7658780
에스지에이솔루션즈(주),184230,2014/06,,,
에스지에이솔루션즈(주),184230,2015/06,4460901,-4528556,491103
에스지에이솔루션즈(주),184230,2016/12,-165918,-24123489,16696259
에스지에이솔루션즈(주),184230,2017/12,2498665,-1818622,-1430909
에스지에이솔루션즈(주),184230,2018/12,595673,-9792801,13700000
에스지에이솔루션즈(주),184230,2019/12,1804940,-252476,-3215584
에스지에이솔루션즈(주),184230,2020/12,3255709,-3613115,1346712
에스지에이솔루션즈(주),184230,2021/12,5311897,-10251662,15008261
에스지에이시스템즈(주),232290,2016/12,129122,795722,-384129
에스지에이클라우드서비스(주),224880,2017/12,-2268074,1040033,1341048
에스지에이클라우드서비스(주),224880,2018/12,993809,-2619672,1564862
에스지에이클라우드서비스(주),224880,2019/12,-437153,319423,-591095
에스지에이클라우드서비스(주),224880,2020/12,146379,39780,-1199939
에스지이(주),255220,2018/12,-20541385,-20177568,51485245
에스지이(주),255220,2019/12,-8702656,-6724186,11404462
에스지이(주),255220,2020/12,15339048,-13670422,-3035745
에스지이(주),255220,2021/12,-9957740,-427093,7504475
에스케이 머티리얼즈(주),036490,2011/12,153587551,-154430627,-5278556
에스케이 머티리얼즈(주),036490,2012/12,57749674,-52730380,12414565
에스케이 머티리얼즈(주),036490,2013/12,104857460,-18833441,-91782898
에스케이 머티리얼즈(주),036490,2014/12,63735335,-34271612,-28948137
에스케이 머티리얼즈(주),036490,2015/12,134082374,-83207119,-33214313
에스케이 머티리얼즈(주),036490,2016/12,152439225,-185587019,39585042
에스케이 머티리얼즈(주),036490,2017/12,120630115,-166234508,16672240
에스케이 머티리얼즈(주),036490,2018/12,146265946,-168517166,14754631
에스케이 머티리얼즈(주),036490,2019/12,94173004,-141326518,47657239
에스케이 머티리얼즈(주),036490,2020/12,146428553,-136058211,-9632813
