회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS),[제조]비유동자산증가율(IFRS),[제조]유동자산증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]매출액증가율(IFRS),[제조]정상영업이익증가율(IFRS),[제조]순이익증가율(IFRS),[제조]총포괄이익증가율(IFRS)
(주)인트론바이오테크놀로지,048530,2021/12,52.26,40.56,55.37,18.64,-35.49,-35.87,-35,-34.89
(주)인팩,023810,2011/12,28.31,47,6.68,10.08,6.8,-34.02,-14.8,-25.96
(주)인팩,023810,2012/12,2.19,1.34,3.55,5.44,7.08,-93.58,-47.21,-31.84
(주)인팩,023810,2013/12,7.99,3.54,14.93,30.85,9.37,1514.41,283.54,335.49
(주)인팩,023810,2014/12,-2.38,-4.61,0.76,14.97,0.76,-37.89,-21.14,-32.49
(주)인팩,023810,2015/12,9.02,10.31,7.3,3.83,-2.71,-56.26,-50.67,-61.47
(주)인팩,023810,2016/12,7.93,2.66,15.14,7.43,5.22,156.74,20.61,68.46
(주)인팩,023810,2017/12,-2.01,11.74,-18.79,2.56,-2.22,-83.17,-42.41,-49.46
(주)인팩,023810,2018/12,-3.71,3.69,-16.13,1.03,-11.3,0,-57.34,-40.13
(주)인팩,023810,2019/12,9.27,10.53,6.67,-3.4,-3.31,0,0,-176.73
(주)인팩,023810,2020/12,20.61,10.91,41.47,6.16,42.49,0,0,0
(주)인팩,023810,2021/12,26.25,25.88,26.86,5.82,16.85,122.24,-1.11,5.01
(주)인포마크,175140,2015/12,18.81,29.81,14.01,85.45,-26.14,0,0,-113.95
(주)인포마크,175140,2016/12,3.87,10.67,0.48,5.07,22,0,0,0
(주)인포마크,175140,2017/12,61.1,20.44,83.38,-22.31,-11.39,0,0,-1208.33
(주)인포마크,175140,2018/12,-31.51,-13.68,-37.92,8.32,100.03,0,0,0
(주)인포마크,175140,2019/12,8.09,1.5,11.39,-50.02,-34.25,0,0,-803.46
(주)인포마크,175140,2020/12,-21.29,-12.92,-25.11,-50.24,-41.37,0,0,0
(주)인포마크,175140,2021/12,-2.63,-50.66,22.83,149.01,7.28,0,0,0
(주)인포바인,115310,2011/12,12.65,-56.5,15.91,12.92,9.09,8.79,13.15,13.15
(주)인포바인,115310,2012/12,12.69,-5.36,13.01,13.04,7.16,2.95,6.35,6.35
(주)인포바인,115310,2013/12,50.03,9.85,50.63,18.81,15.5,21.02,17.55,17.55
(주)인포바인,115310,2014/12,12.58,521.52,7.07,16.67,5.13,5.54,5.7,5.7
(주)인포바인,115310,2015/12,-13.43,2.3,-14.41,7.9,-9.15,-13.65,-19.09,-19.09
(주)인포바인,115310,2016/12,13.97,150.41,3.72,13.3,12.86,17.28,19.02,19.02
(주)인포바인,115310,2017/12,2.4,8.79,1.24,2.19,5.55,7.83,-5.48,-5.48
(주)인포바인,115310,2018/12,3.7,-16.33,7.61,4.22,-7.88,-10.64,-35.87,-50.15
(주)인포바인,115310,2019/12,9.95,10.98,9.79,7.95,-4.96,-13.26,24.68,47.81
(주)인포바인,115310,2020/12,3.8,70.17,-6.38,4.98,-2.1,-8.01,-27.37,-18.33
(주)인포바인,115310,2021/12,6.01,21.2,1.78,7.34,0.91,-24.11,-11.97,24.69
(주)인포피아,036220,2011/12,0.75,4.04,-2.09,15.81,5.74,-22.39,-31.2,-26.39
(주)인포피아,036220,2012/12,17.21,3.87,29.42,3.52,6.9,0,0,-194.11
(주)인포피아,036220,2013/12,-3.8,30.6,-29.09,-13.8,-10.11,0,0,0
(주)인포피아,036220,2014/12,-5.12,-0.69,-11.13,-22.52,7.62,0,0,0
(주)인포피아,036220,2015/12,-20.35,-27.59,-9.4,3.94,-8.6,0,0,0
(주)인프라웨어테크놀러지,247300,2016/12,,,,,,,,
(주)인프라웨어테크놀러지,247300,2017/12,,,,,,,,
(주)인프라웨어테크놀러지,247300,2018/12,,,,,,,,
(주)인피니트헬스케어,071200,2011/12,8.36,5.92,9.85,1.15,5.26,-72.83,0,-140.08
(주)인피니트헬스케어,071200,2012/12,-14.02,17.62,-32.64,-8.21,-7.49,0,0,0
(주)인피니트헬스케어,071200,2013/12,3.68,-4.73,12.31,19.36,-17.77,0,0,0
(주)인피니트헬스케어,071200,2014/12,-0.47,-9.4,7.31,4.01,-14.29,-7.47,-80.85,-80.86
(주)인피니트헬스케어,071200,2015/12,7.23,-14.78,23.42,5.9,0.27,81.8,113.96,114.01
(주)인피니트헬스케어,071200,2016/12,12.11,3.3,16.59,12.94,18.16,83.23,119.28,123.91
(주)인피니트헬스케어,071200,2017/12,-0.62,-14.35,5.56,2.03,0.63,1.47,-75.61,-84.54
(주)인피니트헬스케어,071200,2018/12,2.36,-7.98,6.13,8.85,-7.66,-76.9,160.94,339.32
(주)인피니트헬스케어,071200,2019/12,12.36,71.88,-6.49,9.58,10.21,246.93,49.65,41.58
(주)인피니트헬스케어,071200,2020/12,12.71,-5.21,23.14,9.99,-5.6,87.14,21.65,16.24
(주)인피니트헬스케어,071200,2021/12,17.42,0.03,25.21,18.39,11.64,-48.22,93.2,99.22
(주)일승,333430,2019/12,,,,,,,,
(주)일승,333430,2020/12,,,,,,,,
(주)일승,333430,2021/12,0,0,0,0,0,0,0,0
(주)일신바이오베이스,068330,2011/12,16.15,20.2,10.51,2.97,-36.29,-57.93,-57.89,-60.51
(주)일신바이오베이스,068330,2012/12,1.6,-0.47,4.72,8,35.59,104.39,88.82,102.4
(주)일신바이오베이스,068330,2013/12,-3.48,-1.8,-5.88,4.18,-22.01,-42.1,-36.88,-45.51
(주)일신바이오베이스,068330,2014/12,4.3,-3.75,16.37,8.93,20.82,83.95,90.21,129.92
(주)일신바이오베이스,068330,2015/12,5.23,-1.24,13.25,-0.29,9.05,29.78,28.79,-6.21
(주)일신바이오베이스,068330,2016/12,27.4,4.1,52.59,35.37,4.01,10.64,6.84,37.54
(주)일신바이오베이스,068330,2017/12,2.32,1.79,2.7,6.18,-3.66,-19.25,-26.16,-21.19
(주)일신바이오베이스,068330,2018/12,3.47,1.5,4.91,1.35,20.24,42.95,66.1,53.78
(주)일신바이오베이스,068330,2019/12,14.85,1.4,24.37,11.54,15.07,33.53,36.23,37.63
(주)일신바이오베이스,068330,2020/12,9.35,5.74,11.43,13.09,20.94,20.88,-6.98,-6.14
(주)일신바이오베이스,068330,2021/12,13.91,4.2,19.22,12.85,15.89,30.79,47.51,49.58
(주)일신석재,007110,2011/12,5.36,0.09,16.13,1.24,27.79,-13.19,68.37,67.7
(주)일신석재,007110,2012/12,-3.76,1.28,-12.63,0.7,-31.86,-17.15,20.23,-42.66
(주)일신석재,007110,2013/12,7.7,10.98,1.01,0.34,-3.94,2.54,-59.98,-51.77
(주)일신석재,007110,2014/12,-1.18,0.91,-5.86,-1.13,3.79,-91.55,0,-436.37
(주)일신석재,007110,2015/12,-1.35,-1.65,-0.62,-5.27,0.61,0,0,0
(주)일신석재,007110,2016/12,-2.54,-9.62,14.31,-3.96,5.98,0,0,0
(주)일신석재,007110,2017/12,-0.64,-0.69,-0.55,0.83,25.33,0,0,0
(주)일신석재,007110,2018/12,3.11,0.12,8.73,0.63,2.73,48.49,144.48,-22.91
(주)일신석재,007110,2019/12,8.85,1.78,21.09,1.75,23.12,21.27,120.03,177.27
(주)일신석재,007110,2020/12,7.75,0.62,18.12,0.54,-11.88,-6.4,-30.21,-68.37
(주)일신석재,007110,2021/12,-2.29,0.67,-5.96,0.07,27.24,-49.65,0,-87.61
(주)일야,058450,2011/12,-15.74,3.59,-41.32,-16.61,-25.94,0,0,-3196.04
(주)일야,058450,2012/12,7.7,3.43,17.67,-31.58,-11.41,0,0,0
(주)일야,058450,2013/12,8.56,10.14,5.31,8.13,62.59,0,0,0
(주)일야,058450,2014/12,6.68,-1.33,23.88,19.49,32.3,296.84,121.03,94.77
(주)일야,058450,2015/12,-10.9,-8.19,-15.54,32.97,-39.01,-28.37,-12.59,-14.87
(주)일야,058450,2016/12,8.25,14.77,-3.86,4.28,12.65,-29.45,-26.9,-17.52
(주)일야,058450,2017/12,-18.84,-15.75,-25.69,-18.78,-42.08,0,0,-327.43
(주)일야,058450,2018/12,5.77,-8.07,40.59,-33.6,-32.8,0,0,0
(주)일야,058450,2019/12,1.56,6.43,-6.46,-23.94,-3.41,0,0,0
(주)일야,058450,2020/12,-25.08,-30.13,-15.61,48.07,-88.73,0,0,0
(주)일야,058450,2021/12,-1.36,-11.59,14.49,12.38,414.97,0,0,0
(주)일지테크,019540,2011/12,38.15,48.91,26.7,8.42,25.61,7.33,-17.73,-24.33
(주)일지테크,019540,2012/12,10.95,-5.44,31.46,34.19,45.81,117.24,276.38,303.34
(주)일지테크,019540,2013/12,7.64,7.77,7.52,22.12,1.61,-33.69,-28.13,-27.65
(주)일지테크,019540,2014/12,13.38,9.13,17.22,18.28,-17.62,-29.04,26.79,23.62
(주)일지테크,019540,2015/12,10.49,19.37,3.02,8.78,9.8,0,-38.54,-38.06
(주)일지테크,019540,2016/12,13.01,17.59,8.55,4.82,-8.7,0,-10.16,-11.93
(주)일지테크,019540,2017/12,-6.2,27.99,-42.26,7.36,-0.52,0,14.81,15.85
(주)일지테크,019540,2018/12,7.02,9.94,0.17,4.67,21.84,1617.01,-33.01,-35.74
(주)일지테크,019540,2019/12,-0.54,-2.67,4.9,1.85,9.95,-39.87,-57.79,-59.24
(주)일지테크,019540,2020/12,8.73,13.95,-3.71,5.95,-6.24,70.74,160.13,187.28
(주)일지테크,019540,2021/12,16.61,4.79,49.91,-10.92,38.86,-54.5,0,-253.22
(주)일진파워,094820,2011/12,11.42,53.83,-16.82,6.47,-5,395.83,80.48,118.47
(주)일진파워,094820,2012/12,10.24,3.52,18.52,-5.04,6.43,-59.55,-88.91,-103.61
(주)일진파워,094820,2013/12,-2.58,-0.91,-4.38,2.55,-21.01,134.62,743.27,0
(주)일진파워,094820,2014/12,-30.48,-5.58,-58.23,3.78,-38.4,11.08,4.95,32.68
(주)일진파워,094820,2015/12,3.74,5.3,-0.17,0.1,-1.83,-13.88,-30.18,-43.5
(주)일진파워,094820,2016/12,8.68,4.8,19,7.01,10.67,-14.76,112.35,174.15
(주)일진파워,094820,2017/12,15.25,8.65,30.7,19.38,25.21,219.2,111.08,132.44
(주)일진파워,094820,2018/12,18.8,16.38,23.5,14.64,12.81,1.58,8.63,-6.55
(주)일진파워,094820,2019/12,10.12,10.33,9.73,7.43,7.92,-27.75,-25.69,-21.58
(주)일진파워,094820,2020/12,7.14,4.46,12.09,4.76,-2.29,-17.5,-9.44,-22.24
(주)일진파워,094820,2021/12,14.64,11.47,20.08,12.11,16.65,49.17,43.77,59.72
(주)잇츠한불,226320,2015/12,150.76,32.16,158.76,294.95,27.98,12.88,9.7,9.7
(주)잇츠한불,226320,2016/12,-4.95,46.71,-6.73,7.25,-13.6,-34.33,-30.27,-30.31
(주)잇츠한불,226320,2017/12,41.82,722.12,4.93,29.58,-41.47,-74.09,-52.9,-54.44
(주)잇츠한불,226320,2018/12,-9.33,-2.44,-12.26,-0.46,-8.81,-85.62,-67.99,-67.84
(주)잇츠한불,226320,2019/12,-1.53,21.35,-12.34,-1.54,-27.92,0,0,-148.2
(주)잇츠한불,226320,2020/12,-8.08,-0.32,-13.15,-3.56,-45.03,0,0,0
(주)잇츠한불,226320,2021/12,-4.69,-1.47,-7.1,-4.12,-24.8,0,0,0
(주)잉크테크,049550,2011/12,2.86,1.67,5.37,-17.55,5.1,0,0,0
(주)잉크테크,049550,2012/12,15.09,-0.16,46.09,22.69,42.4,0,0,0
(주)잉크테크,049550,2013/12,35.24,57.61,4.16,25.67,9.12,-59.19,-93.14,-109.37
(주)잉크테크,049550,2014/12,-2.28,1.29,-9.8,-15.3,-3.54,0,0,0
(주)잉크테크,049550,2015/12,-9.06,-10.31,-6.11,-47.54,-12.76,0,0,0
(주)잉크테크,049550,2016/12,-4.22,-7.15,2.4,7.8,-1.02,0,0,0
(주)잉크테크,049550,2017/12,-9.25,-4.66,-18.66,83.33,-22.89,0,0,0
(주)잉크테크,049550,2018/12,0.42,-4.72,12.75,-7.71,-2.25,0,0,-445.38
(주)잉크테크,049550,2019/12,-2.18,-0.2,-6.19,-9.97,2.54,0,0,0
(주)잉크테크,049550,2020/12,-11.45,-3.24,-29.14,-0.36,-19.79,0,0,0
(주)잉크테크,049550,2021/12,1.87,0.06,7.21,60.75,18.45,281.41,0,0
(주)자비스,230400,2015/12,,,,,,,,
(주)자비스,254120,2016/12,,,,,,,,
(주)자비스,230400,2016/12,,,,,,,,
(주)자비스,230400,2017/12,,,,,,,,
(주)자비스,254120,2017/12,,,,,,,,
(주)자비스,230400,2018/12,0,0,0,0,0,0,0,0
(주)자비스,254120,2018/12,,,,,,,,
(주)자비스,254120,2019/12,0,0,0,0,0,0,0,0
(주)자비스,254120,2020/12,6.63,60.64,-20.4,-33.61,-28.03,0,0,0
(주)자비스,254120,2021/12,-6.6,-17.02,3.93,-6.11,30.39,0,0,0
(주)자연과환경,043910,2011/12,-19.85,-6.5,-27.49,-36.81,22.95,0,0,-3657.66
(주)자연과환경,043910,2012/12,14.4,13.83,14.82,22.78,25.1,0,0,0
(주)자연과환경,043910,2013/12,-18.82,-7.8,-26.87,-11.07,-17.85,0,0,0
(주)자연과환경,043910,2014/12,-48.35,-55.51,-41.76,-61.76,-71.11,0,0,0
(주)자연과환경,043910,2015/12,-9.02,6.53,-19.96,56.09,-32.07,-69.1,0,0
(주)자연과환경,043910,2016/12,-9.94,-22.75,2.06,-20.09,32.36,0,0,-4341.56
(주)자연과환경,043910,2017/12,54.4,7.61,87.6,68.12,44.19,0,0,0
(주)자연과환경,043910,2018/12,4.01,13.13,0.29,3.9,87.33,0,0,0
(주)자연과환경,043910,2019/12,44.24,53.88,39.82,45.5,27,26.13,0,-285.63
(주)자연과환경,043910,2020/12,6.32,20.65,-0.92,-11.35,-7.74,0,0,0
(주)자연과환경,043910,2021/12,31.53,87.42,-2.86,19.95,89.08,0,0,0
(주)자유투어,046840,2011/12,-6.75,-0.69,-15.35,-21.13,-34.59,0,0,-797.03
(주)자유투어,046840,2012/12,-28.79,-27.77,-30.5,-22.75,-12.95,0,0,0
(주)자이언트스텝,289220,2021/12,575.9,199.41,819.33,785.89,48.22,0,0,0
(주)장원테크,174880,2016/12,4.54,-12.4,17.46,42.79,-69.14,0,0,-116.38
(주)장원테크,174880,2017/12,-8.39,5.52,-16.29,-9.03,-47.4,0,0,0
(주)장원테크,174880,2018/12,12.69,-2.94,23.9,14.66,35.81,0,0,0
(주)장원테크,174880,2019/12,121.35,274.99,35.08,8.46,-27.96,0,0,-102.16
(주)장원테크,174880,2020/12,-17.86,6.77,-56.25,15.67,-46.6,0,0,0
(주)장원테크,174880,2021/12,2.83,8.82,-19.97,5.42,76.81,0,0,0
(주)전우정밀,120780,2016/12,,,,,,,,
(주)전우정밀,120780,2017/12,,,,,,,,
(주)전우정밀,120780,2018/12,,,,,,,,
(주)전우정밀,120780,2019/12,,,,,,,,
(주)전우정밀,120780,2020/12,,,,,,,,
(주)정다운,208140,2014/12,,,,,,,,
(주)정다운,208140,2015/12,,,,,,,,
(주)정다운,224090,2015/12,0.84,-16.53,46.78,27.39,4.76,17.89,421.66,1050.36
(주)정다운,208140,2016/12,0,0,0,0,0,0,0,0
(주)정다운,208140,2017/12,11.54,-2.42,24.65,36.57,41,372.04,0,0
(주)정다운,208140,2018/12,45.85,46.73,45.2,21.72,18.24,20.38,-8.62,-7.93
(주)정다운,208140,2019/12,20.13,72.56,-18.87,2.1,20.29,-60.76,-58.45,-61.39
(주)정다운,208140,2020/12,24.39,-1.32,65.06,41.24,8.55,0,0,-163.16
(주)정다운,208140,2021/12,6.53,-10.08,22.23,16.57,23.84,0,0,0
(주)정상제이엘에스,040420,2011/12,-9.08,-9.93,-7.27,-2.56,-8.2,-26.74,-35.34,-35.39
(주)정상제이엘에스,040420,2012/12,1.46,-1.91,8.33,2.52,-8.19,-29.35,-3.75,-3.96
(주)정상제이엘에스,040420,2013/12,-0.57,8.87,-18.05,0.43,-6.08,-22.65,-26.97,-27.29
(주)정상제이엘에스,040420,2014/12,0.73,-3.76,11.78,0.75,2.28,-6.54,-11.75,-11.9
(주)정상제이엘에스,040420,2015/12,2.33,4.54,-2.36,-0.07,2.58,-2.39,-4.07,-4.41
(주)정상제이엘에스,040420,2016/12,11.29,17.67,-3.17,3.03,3.39,17.56,29.98,32.85
(주)정상제이엘에스,040420,2017/12,3.22,7.89,-9.64,3.29,0.88,14.11,7.46,5.35
(주)정상제이엘에스,040420,2018/12,2.25,7.4,-14.66,-4.06,3.4,11.42,-54.52,-59.47
(주)정상제이엘에스,040420,2019/12,30.65,37.06,4.12,4.4,6.73,19.65,134.73,170.84
(주)정상제이엘에스,040420,2020/12,-9.31,-10.81,-1.16,-0.38,-5.99,-30.97,-21.94,-35.04
(주)정상제이엘에스,040420,2021/12,12.43,-0.65,76.7,12.54,20.34,94.45,110.54,151.18
(주)정원엔시스,045510,2011/12,-16.28,1.63,-24.41,-9.52,-23.37,0,0,0
(주)정원엔시스,045510,2012/12,-13.72,-4.7,-19.22,10.12,-22.91,212.13,0,0
(주)정원엔시스,045510,2013/12,-11.63,-1.96,-18.59,-16.39,-13.26,20.28,0,-681.3
(주)정원엔시스,045510,2014/12,33.09,-1.8,63.34,16.29,8.9,101.87,0,0
(주)정원엔시스,045510,2015/12,5.17,-4.96,10.46,35.2,4.14,-9.59,20.26,20.4
(주)정원엔시스,045510,2016/12,-4.99,0.91,-7.64,43.84,14.58,-53.45,-30.7,-29.3
(주)정원엔시스,045510,2017/12,-13.17,0.95,-20.09,-8.06,-20.47,-2.55,0,-220.27
(주)정원엔시스,045510,2018/12,10.12,-0.52,16.7,10.7,-9.34,25.46,0,0
(주)정원엔시스,045510,2019/12,19.24,-0.17,29.48,0.47,16.59,-28.1,-80.94,-80.94
(주)정원엔시스,045510,2020/12,-11.06,0.75,-15.86,3.22,7.29,-27.41,-7,54.87
(주)정원엔시스,045510,2021/12,14.23,0.61,20.87,2.04,-1.86,-50.52,8.76,-34.69
(주)제낙스,065620,2011/12,9.91,4.19,17.71,5.84,21.77,0,0,0
(주)제낙스,065620,2012/12,3.9,3.43,4.48,16.25,-18.67,0,0,0
(주)제낙스,065620,2013/12,33.76,95.99,-40.63,47.39,-18.35,0,0,0
(주)제낙스,065620,2014/12,-8.28,3.34,-54.15,-25.35,-36.05,0,0,0
(주)제낙스,065620,2015/12,14.87,18.02,-13.17,56.47,6.88,0,0,0
(주)제낙스,065620,2016/12,3.73,5.81,-21.36,7.3,-45.42,0,0,0
(주)제낙스,065620,2017/12,22.91,12.51,192,51.82,1.92,0,0,0
(주)제낙스,065620,2018/12,-54.76,-52.71,-67.57,-70.26,-16.73,0,0,0
(주)제낙스,065620,2019/12,-16.77,-20.89,20.87,-60.93,-30.38,0,0,0
(주)제낙스,065620,2020/12,-47.96,-61.97,35.82,-23.78,-42.68,0,0,0
(주)제너시스템즈,073930,2011/03,13.67,19.89,7.36,-2.73,-1.71,1172.03,26.59,129.31
(주)제너시스템즈,073930,2012/03,-29.56,-46.3,-10.62,-45.74,-28.92,0,0,-2419.83
(주)제너시스템즈,073930,2013/03,-61.47,-28.36,-83.97,0,-69.21,0,0,0
(주)제넥신,095700,2011/12,5.42,32.33,-20.78,-7.83,146.58,0,0,0
(주)제넥신,095700,2012/12,59.64,72.14,39.31,88.2,134.91,0,0,0
(주)제넥신,095700,2013/12,-11.91,10.83,-57.62,-16.46,-7.95,0,0,0
(주)제넥신,095700,2014/12,104.33,33.02,479.05,163.51,189.43,0,0,0
(주)제넥신,095700,2015/12,24.53,58.12,-16.02,24.6,95.25,0,0,0
(주)제넥신,095700,2016/12,39.84,28.54,65.52,35.37,-65.09,0,0,0
(주)제넥신,095700,2017/12,-29.18,-11.83,-59.8,-33.09,150.66,0,0,0
(주)제넥신,095700,2018/12,166.33,76.4,514.41,181.37,-54.73,0,0,0
(주)제넥신,095700,2019/12,-4.44,32.98,-46.02,-7.36,-12.25,0,0,0
(주)제넥신,095700,2020/12,71.55,126.92,-80.06,86.69,64.06,0,0,0
(주)제넥신,095700,2021/12,3.56,-1.58,163.66,-5.69,106.65,0,0,-130.21
(주)제넨바이오,072520,2011/12,14.47,-2.28,25.59,4.28,108.22,0,0,0
(주)제넨바이오,072520,2012/12,4.75,11.46,1.28,-2.69,41.87,72.81,0,-165.56
(주)제넨바이오,072520,2013/12,-8.3,4.75,-15.72,-6.18,0.65,0,0,0
(주)제넨바이오,072520,2014/12,-33.01,-1.3,-55.41,-65.93,-49.96,0,0,0
(주)제넨바이오,072520,2015/12,-37.83,-40.42,-33.79,-83.93,-31.93,0,0,0
(주)제넨바이오,072520,2016/12,9.24,59.54,-61.56,492.03,-75.72,0,0,0
(주)제넨바이오,072520,2017/12,-11.48,-5.47,-46.63,-31,-6.55,0,0,0
(주)제넨바이오,072520,2018/12,51.12,7.8,499.28,136.62,-55.68,0,0,0
(주)제넨바이오,072520,2019/12,19.18,7.52,40.9,-19.28,65.35,0,0,0
(주)제넨바이오,072520,2020/12,15.77,35.21,-11.83,93.13,1.71,0,0,0
(주)제넨바이오,072520,2021/12,39.12,80.89,-51.84,80.18,-24.91,0,0,0
(주)제노레이,122310,2018/12,52.73,10.59,76.08,82.59,28.03,73.15,80.36,80.36
(주)제노레이,122310,2019/12,34.36,32.66,34.96,31.54,14.9,35.69,42.14,42.14
(주)제노레이,122310,2020/12,10.25,12.41,9.51,12.52,-2.27,-17.19,-18.08,-18.08
(주)제노레이,122310,2021/12,14.32,24.75,10.66,16.55,18.85,18.85,26.16,26.16
(주)제노코,361390,2021/12,120.2,492.12,52.83,280.57,33.88,71.47,245.59,234.36
(주)제노포커스,187420,2015/12,79.6,117.67,37.98,210.88,-0.53,-43.08,-56.33,-56.33
(주)제노포커스,187420,2016/12,109.2,29.96,245.88,111.81,26.89,73.38,66.13,66.13
(주)제노포커스,187420,2017/12,2.71,38.32,-20.37,3.13,2.9,-10.89,7.31,7.31
(주)제노포커스,187420,2018/12,1.57,37.51,-38.89,-2.99,23.39,0,0,-238.19
(주)제노포커스,187420,2019/12,13.45,13.04,14.47,-3.1,87.1,0,0,0
(주)제노포커스,187420,2020/12,27.65,23.29,38.57,-10.48,20.63,0,0,0
(주)제노포커스,187420,2021/12,1.81,14.3,-26,15.61,-39.33,0,0,0
(주)제놀루션,225220,2020/12,523.86,155.04,1062.32,2222.78,2059.22,36408.4,0,0
(주)제놀루션,225220,2021/12,13.33,83.38,-9.11,34.12,-14.62,-23.61,7.33,6.66
(주)제닉,123330,2011/12,98.05,89.97,104.53,224.55,28.56,26.21,45.34,41.72
(주)제닉,123330,2012/12,1.7,11.2,-5.39,15.07,-18.43,-43.3,-41.73,-36.94
(주)제닉,123330,2013/12,12.05,35.48,-8.46,4.29,-26.25,-24.47,-12.81,-19.39
(주)제닉,123330,2014/12,10.99,15.05,5.72,-0.96,-2.72,-55.44,-63.4,-61.57
(주)제닉,123330,2015/12,3.84,12.67,-8.62,5.37,2.15,28.09,53.51,54.43
(주)제닉,123330,2016/12,0.7,2.18,-1.89,7.7,-2.41,23.74,-42.35,47.79
(주)제닉,123330,2017/12,-3.21,-0.03,-8.97,-11.37,-19.24,0,0,-256.47
(주)제닉,123330,2018/12,-28.12,-45.9,7.25,-26.84,1.86,0,0,0
(주)제닉,123330,2019/12,-30.58,-29.84,-31.31,-81.7,-14.38,0,0,0
(주)제닉,123330,2020/12,33.14,53.06,12.73,200.68,-2.58,0,0,0
(주)제닉,123330,2021/12,-9.2,-42.81,37.58,-13.59,-8.86,0,0,-120.35
(주)제로투세븐,159580,2013/12,15.67,1.15,18.39,108.64,-4.6,-75.58,-75.96,-79.67
(주)제로투세븐,159580,2014/12,8.93,15.98,7.81,-1.47,0.27,0,0,-416
(주)제로투세븐,159580,2015/12,11.86,43.67,6.39,-4.84,10.86,0,0,0
(주)제로투세븐,159580,2016/12,4.99,27.78,-0.3,-19.23,-16.6,0,0,0
(주)제로투세븐,159580,2017/12,-22.78,-47.16,-15.52,-33.84,-17.28,0,0,0
(주)제로투세븐,159580,2018/12,54.68,267.76,14.98,151.85,-4.78,0,0,0
(주)제로투세븐,159580,2019/12,-1.29,20.39,-14.21,16.72,37.2,0,0,0
(주)제로투세븐,159580,2020/12,-12.79,1.71,-24.91,-0.72,-35.11,-91.64,0,-105.06
(주)제로투세븐,159580,2021/12,-10.32,-8.18,-12.74,3.97,-20.08,156.52,0,0
(주)제우스,079370,2011/12,-5.1,4.54,-10.35,6.54,1.63,-31.45,-28.22,-28.62
(주)제우스,079370,2012/12,-15.6,-0.48,-25.19,1.35,-50.48,-88.52,-71.24,-70.93
(주)제우스,079370,2013/12,25.61,10.58,38.28,9.62,31.88,1100.4,311.4,308.91
(주)제우스,079370,2014/12,18.86,45.15,1.13,15.98,25.5,18.14,42.82,43.13
(주)제우스,079370,2015/12,10.29,2.89,17.45,13.49,26.71,27.57,36.73,36.46
(주)제우스,079370,2016/12,8.54,3.78,12.58,7.93,-6.07,-21.09,-19.45,-20.03
(주)제우스,079370,2017/12,20.62,20.22,20.93,7.08,34.1,54.43,-2.09,-0.67
(주)제우스,079370,2018/12,14.24,7.95,19.13,13.49,19.3,29.43,89.21,87.87
(주)제우스,079370,2019/12,-9.09,6.55,-20.11,2.91,-34.82,-58.85,-67.69,-67.72
(주)제우스,079370,2020/12,13.1,41.45,-13.52,2.09,6.78,-34.62,-5.36,-5.17
(주)제우스,079370,2021/12,11.89,4.9,22.63,1.68,-5.4,-72.08,-37.35,-37.57
(주)제이브이엠,054950,2011/12,-29.47,-12.64,-39.8,21.42,33.67,114.2,106.42,84.12
(주)제이브이엠,054950,2012/12,-12.44,2.51,-25.74,14.5,3.09,-29.8,-51.77,-51.18
(주)제이브이엠,054950,2013/12,-1.12,-9.02,8.59,14.6,4.8,26.78,148.65,151.19
(주)제이브이엠,054950,2014/12,-0.34,6.45,-7.34,10.63,3.58,-10.32,-37.33,-38.52
(주)제이브이엠,054950,2015/12,-2.57,12.7,-20.62,8.06,-9.38,-50.25,-24.03,52.97
(주)제이브이엠,054950,2016/12,9.54,2.4,21.53,7.58,11.16,79.04,66.15,-13.87
(주)제이브이엠,054950,2017/12,-6.11,-1.9,-12.06,9.4,8.66,27.42,11.73,8.15
(주)제이브이엠,054950,2018/12,0.36,-3.88,7.05,1.35,-2.59,-32.67,-38.71,-41.49
(주)제이브이엠,054950,2019/12,-0.13,-4.46,5.99,1.5,10.48,-3.33,-12.1,-3.19
(주)제이브이엠,054950,2020/12,7.8,14.38,-0.62,8.54,0.8,5.31,9.89,109.2
(주)제이브이엠,054950,2021/12,7.94,-2.87,23.84,5.45,3.26,11.74,33.68,-34.95
(주)제이스텍,090470,2011/12,0.58,-0.78,2.05,11.94,7.97,-17.83,-19.55,-19.55
(주)제이스텍,090470,2012/12,3.18,-1.57,8.2,20.8,-21.35,10.47,6.91,6.91
(주)제이스텍,090470,2013/12,-3.74,20.3,-26.86,-12.27,-32.41,0,0,-192.9
(주)제이스텍,090470,2014/12,6.72,0.21,17.01,9.9,71.96,0,0,0
(주)제이스텍,090470,2015/12,46.63,22.82,78.88,9.48,38.18,2.18,24.68,24.68
(주)제이스텍,090470,2016/12,97.12,21.36,167.59,24.56,115.38,317.27,155.04,155.04
(주)제이스텍,090470,2017/12,23.38,78.99,-0.07,129.17,278.56,494.35,527.25,527.25
(주)제이스텍,090470,2018/12,-21.47,2.26,-39.4,0.6,-77.89,-93.8,-89.21,-89.21
(주)제이스텍,090470,2019/12,6.95,13.41,-1.28,0.07,0.53,-87.21,-80.78,-80.78
(주)제이스텍,090470,2020/12,-4.4,1.86,-13.57,-11.34,-9.81,0,0,-1010.35
