회사명,거래소코드,회계년도,[제조]매출액순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출원가 대 매출액비율(IFRS연결),[제조]광고선전비 대 매출액비율(IFRS연결),[제조]유보율(IFRS연결)
(주)구영테크,053270,2012/12,1.05,1.05,4.49,86.18,0.02,482.19
(주)구영테크,053270,2013/12,1.26,1.4,5.74,87.11,0.01,516.02
(주)구영테크,053270,2014/12,1.31,1.47,4.75,86.82,0.04,427.43
(주)구영테크,053270,2015/12,2.42,2.62,7.74,85.21,0,482.43
(주)구영테크,053270,2016/12,1.71,1.55,4.64,84.81,0,500.91
(주)구영테크,053270,2017/12,0.91,0.77,2.61,84.83,0,485.53
(주)구영테크,053270,2018/12,3.03,3.04,9.65,88.6,0.02,437.85
(주)구영테크,053270,2019/12,1.47,1.66,4.8,90.39,0,465.78
(주)구영테크,053270,2020/12,0.37,0.35,1.03,90.57,0,449.14
(주)구영테크,053270,2021/12,1.54,1.44,4.29,89.51,0.01,500.4
(주)국동,005320,2011/12,-4.67,-11.32,-686.46,86.96,0,190.81
(주)국동,005320,2012/12,3.72,7.68,67.43,81.58,0,370.06
(주)국동,005320,2013/12,2.71,5.78,32.29,83.58,0,581.23
(주)국동,005320,2014/12,4.78,10.96,40.4,82.35,0,1125.71
(주)국동,005320,2015/12,3.07,5.72,17.49,82.56,0,1235.87
(주)국동,005320,2016/12,3.15,5.7,14.97,81.4,0.01,1654.02
(주)국동,005320,2017/12,-4.68,-7.78,-19.01,85.17,0.02,556.37
(주)국동,005320,2018/12,0.96,1.84,4.64,83.37,0.07,607.63
(주)국동,005320,2019/12,-2.03,-3.52,-7.94,84.68,0.02,375.59
(주)국동,005320,2020/12,4.21,6.79,14.3,73.63,0.03,332.17
(주)국동,005320,2021/12,-3.5,-4.55,-8.54,89.2,0,285.32
(주)국보,001140,2011/12,-0.03,-0.04,-0.12,92.99,0,575.75
(주)국보,001140,2012/12,-0.71,-0.89,-2.62,92.18,0,562.28
(주)국보,001140,2013/12,-3.29,-3.91,-12.14,92.02,0,484.02
(주)국보,001140,2014/12,-7.18,-7.39,-26.58,93.88,0,345.91
(주)국보,001140,2015/12,-4.41,-4.65,-19.61,93.59,0,264.41
(주)국보,001140,2016/12,-4.79,-5.09,-25.32,91.14,0,197.23
(주)국보,001140,2017/12,-3.69,-3.74,-17.16,92.44,0,111.93
(주)국보,001140,2018/12,-5.59,-6.59,-24.45,94.95,0,61.13
(주)국보,001140,2019/12,-7.49,-8.16,-47.63,80.09,0.01,39.91
(주)국보,001140,2020/12,-18.67,-19.91,-67.86,71.35,0.04,21.74
(주)국보,001140,2021/12,-18.24,-18.3,-57.13,71.35,0.69,-4.5
(주)국보디자인,066620,2011/12,4.63,7.63,13.29,84.28,0.01,1209.76
(주)국보디자인,066620,2012/12,6.94,9.57,15.67,83.98,0,1435.05
(주)국보디자인,066620,2013/12,6.69,9.91,17.76,86.55,0.01,1649.28
(주)국보디자인,066620,2014/12,6.2,8.42,15.64,85.1,0.01,1882.69
(주)국보디자인,066620,2015/12,5.59,7.89,13.66,86.72,0,2121.53
(주)국보디자인,066620,2016/12,5.33,7.17,12.62,87.67,0,2319.41
(주)국보디자인,066620,2017/12,4.93,8.26,14.33,83.02,0,2648.88
(주)국보디자인,066620,2018/12,5.46,8.17,13.35,85.23,0,2960.17
(주)국보디자인,066620,2019/12,5.93,8.02,13.75,88.01,0,3370.98
(주)국보디자인,066620,2020/12,6.98,8.17,13.89,84.13,0,4588.63
(주)국보디자인,066620,2021/12,6.05,6.36,9.93,84.95,0,6226.58
(주)국순당,043650,2011/12,4.12,2.64,2.99,57.21,6.6,2012.86
(주)국순당,043650,2012/12,5.21,2.95,3.46,55.17,2.6,2065.16
(주)국순당,043650,2013/12,5.79,2.68,2.89,57.65,4.5,2094.77
(주)국순당,043650,2014/12,3.77,1.59,1.73,60.62,1.83,2121.13
(주)국순당,043650,2015/12,-4.56,-1.63,-1.93,64.59,2.01,2085.6
(주)국순당,043650,2016/12,-3.96,-1.29,-1.39,60.3,3.43,2043.94
(주)국순당,043650,2017/12,15.44,4.26,4.88,62.12,1.74,2355.09
(주)국순당,043650,2018/12,-4.84,-1.24,-1.26,63.01,1.38,2296.3
(주)국순당,043650,2019/12,-8.1,-3.37,-2.47,72.15,1.07,2197.62
(주)국순당,043650,2020/12,35.25,7.5,8.89,54.79,0.62,2466.91
(주)국순당,043650,2021/12,33.04,8.42,9.34,51.89,1.33,2692.63
(주)국영지앤엠,006050,2011/12,,,,,,
(주)국영지앤엠,006050,2012/12,,,,,,
(주)국영지앤엠,006050,2013/12,,,,,,
(주)국영지앤엠,006050,2014/12,,,,,,
(주)국영지앤엠,006050,2015/12,,,,,,
(주)국영지앤엠,006050,2016/12,,,,,,
(주)국영지앤엠,006050,2017/12,,,,,,
(주)국영지앤엠,006050,2018/12,,,,,,
(주)국영지앤엠,006050,2019/12,,,,,,
(주)국영지앤엠,006050,2020/12,,,,,,
(주)국영지앤엠,006050,2021/12,,,,,,
(주)국전약품,307750,2018/12,,,,,,
(주)국전약품,307750,2019/12,,,,,,
(주)국전약품,307750,2020/12,,,,,,
(주)국전약품,307750,2021/12,,,,,,
(주)그래디언트,035080,2011/12,-2.87,-1.87,-2.81,65.88,1.6,1178.16
(주)그래디언트,035080,2012/12,2.81,1.68,3.52,65.84,1.64,1271.21
(주)그래디언트,035080,2013/12,0.81,2.03,1.94,89.54,0.3,1292.62
(주)그래디언트,035080,2014/12,1,1.79,2,90.24,0.36,1405.58
(주)그래디언트,035080,2015/12,1.22,2.14,2.87,89.04,0.51,1437.92
(주)그래디언트,035080,2016/12,-1.01,-1.87,-14.59,89.01,0.57,1221.49
(주)그래디언트,035080,2017/12,-1.8,-3.28,-20.37,89.11,0.51,976.02
(주)그래디언트,035080,2018/12,-0.12,-0.23,-2.8,89.68,0.43,949.05
(주)그래디언트,035080,2019/12,0.19,0.36,-1.6,88.9,0.51,931.44
(주)그래디언트,035080,2020/12,-0.81,-1.53,-10.72,91.56,0.32,665.1
(주)그래디언트,035080,2021/12,-0.15,-0.28,-8.27,95.79,0.36,613.47
(주)그리티,204020,2018/12,4.03,5.69,7.9,41.09,3.05,1261.94
(주)그리티,204020,2019/12,1.27,1.66,2.43,45.83,4.66,606.09
(주)그리티,204020,2020/12,0.68,0.93,1.31,47.2,3.91,609.73
(주)그리티,204020,2021/12,-6.49,-8.11,-9.88,48.34,7.48,538.69
(주)그린플러스,186230,2019/12,5.19,3.72,8.37,80.64,0,1413.21
(주)그린플러스,186230,2020/12,-3.41,-2.65,-5.53,82.72,0,620.98
(주)그린플러스,186230,2021/12,-5.7,-4.97,-8.63,87.19,0,941.47
(주)극동자동화,272420,2017/12,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,8.49,7.85,12.25,62.42,0.2,674.7
(주)글로벌스탠다드테크놀로지,083450,2012/12,10.81,13.16,20.94,61.7,0.14,768.16
(주)글로벌스탠다드테크놀로지,083450,2013/12,7.32,10.18,14.17,67.58,0.2,857.02
(주)글로벌스탠다드테크놀로지,083450,2014/12,8.84,11.89,16.07,67.84,0.1,975.92
(주)글로벌스탠다드테크놀로지,083450,2015/12,6.76,8.17,10.26,63.9,0.09,1085.73
(주)글로벌스탠다드테크놀로지,083450,2016/12,5.11,5.84,7.24,63.29,0.14,1162.51
(주)글로벌스탠다드테크놀로지,083450,2017/12,9.68,16.43,23.25,65.57,0.08,1502.47
(주)글로벌스탠다드테크놀로지,083450,2018/12,7.93,9.93,12.42,66.5,0.08,1693.85
(주)글로벌스탠다드테크놀로지,083450,2019/12,10.68,14.86,19.83,60.56,0.09,2086.47
(주)글로벌스탠다드테크놀로지,083450,2020/12,9.28,11.12,15.06,63.32,0.09,2350.42
(주)글로벌스탠다드테크놀로지,083450,2021/12,12.8,22.39,29.42,62.6,0.06,3132.59
(주)금비,008870,2011/09,3.25,2.76,5.1,77.38,0.26,1539.75
(주)금비,008870,2012/09,1.32,1.08,0.6,79.22,0.2,1529.08
(주)금비,008870,2013/09,1.09,0.89,0.51,80.53,0.21,1523.95
(주)금비,008870,2014/09,1.75,1.44,1,80.94,0.27,1535.09
(주)금비,008870,2015/09,4.05,3.39,5.99,76.84,0.16,1643.25
(주)금비,008870,2016/09,6.58,5.47,10.83,77.01,0.18,1771.58
(주)금비,008870,2017/09,3.58,2.67,3.81,76.81,0.21,1826.01
(주)금비,008870,2018/09,5.16,4.07,7.15,77.69,0.31,1925.07
(주)금비,008870,2019/09,5.27,4.14,6.48,78.21,0.33,2024.93
(주)금비,008870,2020/09,-1.65,-1.22,-3.4,80.45,0.18,1946.52
(주)금비,008870,2021/09,2.26,1.54,3.62,81.31,0.15,2045.41
(주)금빛,045890,2011/12,-58.01,-24.95,-59.57,111.19,0.43,338.04
(주)금빛,045890,2012/12,-8.84,-6.12,-14.7,72.27,0.4,301.89
(주)금빛,045890,2013/12,3.27,2.86,6.85,71.01,0,320.27
(주)금빛,045890,2014/12,1.97,1.53,3.68,69.19,0,335
(주)금빛,045890,2015/12,3.62,2.79,6.54,70.56,0.23,361.51
(주)금빛,045890,2016/12,3.5,2.39,5.21,69.1,0.1,386.17
(주)금빛,045890,2017/12,-7.4,-4.9,-11.04,74.15,0.3,317.85
(주)금빛,045890,2018/12,-12.5,-6.26,-14.04,94.76,0.42,351.6
(주)금빛,045890,2019/12,-62.78,-35.84,-91.08,84.93,0.63,115.62
(주)금빛,045890,2020/12,-43.47,-15.77,-43.72,93.44,0.39,61.36
(주)금양,001570,2011/12,2.7,2.47,6.86,84.05,0,147.46
(주)금양,001570,2012/12,3.02,2.88,8.23,83.38,0,145.76
(주)금양,001570,2013/12,0.46,0.52,1.47,86.9,0,145.34
(주)금양,001570,2014/12,-0.07,-0.07,-0.25,87.33,0,139.87
(주)금양,001570,2015/12,9.1,8.89,28.69,85.59,0,208.17
(주)금양,001570,2016/12,-12.17,-11.92,-44.99,81.53,0,89.42
(주)금양,001570,2017/12,10.34,9.94,41.19,80.34,0,183
(주)금양,001570,2018/12,9.86,10.1,29.84,80.32,0,278.68
(주)금양,001570,2019/12,-6.31,-5.08,-14.85,79.26,0,220.56
(주)금양,001570,2020/12,-2.25,-1.78,-5.36,82.25,0,266.1
(주)금양,001570,2021/12,6.12,4.99,13.57,80.54,0,387.15
(주)금오하이텍,165270,2013/12,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,
(주)금호에이치티,214330,2015/12,7.37,12.76,21.54,84.25,0.03,1551.46
(주)금호에이치티,214330,2016/12,4.01,5.96,11.31,88.49,0.01,1667.17
(주)금호에이치티,214330,2017/12,2.75,3.22,5.57,89.72,0.01,1758.77
(주)금호에이치티,214330,2018/12,3.72,4.01,7.23,89.88,0,1477.31
(주)금호에이치티,214330,2019/12,-0.03,-0.03,-0.05,94.2,0.02,1362.44
(주)금호에이치티,214330,2020/12,-4.47,-2.95,-4.85,96.9,0.02,275.27
(주)금호에이치티,214330,2021/12,-7.61,-4.43,-6.25,90.92,0.01,275.56
(주)금화피에스시,036190,2011/12,,,,,,
(주)금화피에스시,036190,2012/12,,,,,,
(주)금화피에스시,036190,2013/12,13.72,15.94,19.37,78.76,0.01,3820.56
(주)금화피에스시,036190,2014/12,11.28,14.22,17.06,82.13,0.01,4338.85
(주)금화피에스시,036190,2015/12,9.61,13.07,16.07,83.19,0,4856.03
(주)금화피에스시,036190,2016/12,10.18,11.84,15.09,82.85,0,5511.35
(주)금화피에스시,036190,2017/12,9.79,9.02,11.48,79.25,0,6030.28
(주)금화피에스시,036190,2018/12,16.99,16.05,19.63,78.04,0,7248.29
(주)금화피에스시,036190,2019/12,13.22,10.17,12.04,79.16,0,7880.32
(주)금화피에스시,036190,2020/12,12.72,10.4,12.07,83.92,0.01,8548.23
(주)금화피에스시,036190,2021/12,9.69,7.52,8.45,84.36,0.01,9109.41
(주)기가레인,049080,2013/12,11.42,8.84,17.36,78.68,0.07,681.62
(주)기가레인,049080,2014/12,8.11,6.1,11.26,81.43,0.13,753.71
(주)기가레인,049080,2015/12,-21.71,-9.43,-19.07,117.37,0.25,630.47
(주)기가레인,049080,2016/12,-13.72,-6.73,-16.29,98.74,0.11,544.54
(주)기가레인,049080,2017/12,-0.92,-0.55,-1.88,82.61,0.09,258.31
(주)기가레인,049080,2018/12,-17.34,-12,-27.86,84.99,0.09,172.25
(주)기가레인,049080,2019/12,-63.3,-31.03,-95.33,117.43,0.16,5.29
(주)기가레인,049080,2020/12,-58.27,-23.25,-64.98,104.61,0.08,39.67
(주)기가레인,049080,2021/12,5.09,3.59,6.63,77.74,0.02,57.02
(주)기산텔레콤,035460,2011/12,-18.41,-13.21,-31.86,89.13,0.19,348.59
(주)기산텔레콤,035460,2012/12,-2.53,-2.36,-2.03,82.13,0.12,326.27
(주)기산텔레콤,035460,2013/12,4.94,5.17,10.89,78.34,0.08,385.97
(주)기산텔레콤,035460,2014/12,3.68,3.5,7.2,79.53,0.08,411.78
(주)기산텔레콤,035460,2015/12,2.13,2.21,3.95,83.06,0.16,445.79
(주)기산텔레콤,035460,2016/12,-4.46,-3.51,-6.62,83.52,0.12,408.57
(주)기산텔레콤,035460,2017/12,-8.73,-7.67,-13.79,85.67,0.09,350.8
(주)기산텔레콤,035460,2018/12,-5.9,-5.27,-10.68,83.8,0.12,304.66
(주)기산텔레콤,035460,2019/12,5.22,5.69,10.87,78.55,0.07,345.39
(주)기산텔레콤,035460,2020/12,0.49,0.49,0.15,85.03,0,345.84
(주)기산텔레콤,035460,2021/12,-1.1,-0.96,-3.66,85.47,0,331.68
(주)까뮤이앤씨,013700,2011/12,,,,,,
(주)까뮤이앤씨,013700,2012/12,,,,,,
(주)까뮤이앤씨,013700,2013/12,,,,,,
(주)까뮤이앤씨,013700,2014/12,,,,,,
(주)까뮤이앤씨,013700,2015/12,,,,,,
(주)까뮤이앤씨,013700,2016/12,,,,,,
(주)까뮤이앤씨,013700,2017/12,,,,,,
(주)까뮤이앤씨,013700,2018/12,,,,,,
(주)까뮤이앤씨,013700,2019/12,,,,,,
(주)까뮤이앤씨,013700,2020/12,,,,,,
(주)까뮤이앤씨,013700,2021/12,,,,,,
(주)까스텔바작,308100,2019/12,8.44,8.16,9.85,38.4,2.46,2224.74
(주)까스텔바작,308100,2020/12,7.13,4.98,6.06,39.06,3.25,2370.22
(주)까스텔바작,308100,2021/12,-9.01,-6.13,-8.89,52.5,6.98,2097.34
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,-30.07,-9.04,-25.14,99.94,0.07,1420.03
(주)나노,187790,2016/12,-50.63,-26.66,-76.14,103.86,0,734.48
(주)나노,187790,2017/12,0.12,0.1,-0.15,85.82,0.01,808.08
(주)나노,187790,2018/12,-0.57,-0.47,-1.8,86.66,0,291.31
(주)나노,187790,2019/12,-0.41,-0.27,0.95,90.22,0,294.19
(주)나노,187790,2020/12,-22.03,-9.25,-16.28,87.34,0,236.63
(주)나노,187790,2021/12,-29.77,-16.9,-39.84,84.26,0,135.82
(주)나노브릭,286750,2019/12,-10.04,-3.66,-9.96,75.56,1.9,210.3
(주)나노브릭,286750,2020/12,,,,,,
(주)나노브릭,286750,2021/12,,,,,,
(주)나노신소재,121600,2011/12,14,7.63,11.15,56.17,0.58,1591.45
(주)나노신소재,121600,2012/12,-6.12,-2.05,-2.52,69.49,0.72,1547.16
(주)나노신소재,121600,2013/12,4.32,1.72,2.04,64.01,1.09,1582.24
(주)나노신소재,121600,2014/12,13.58,5.45,6.35,55.71,0.4,1685.04
(주)나노신소재,121600,2015/12,17.75,9.87,11.3,54.08,0.04,1262.15
(주)나노신소재,121600,2016/12,14.45,7.08,7.84,56.59,0.02,1338.97
(주)나노신소재,121600,2017/12,14.98,7.88,8.51,54.58,0.64,1464.75
(주)나노신소재,121600,2018/12,14.68,8.19,8.93,56.85,0.05,1573.48
(주)나노신소재,121600,2019/12,11.87,5.79,6.35,60.49,0.08,1657.55
(주)나노신소재,121600,2020/12,3.4,1.58,1.77,67.92,0.06,1658.91
(주)나노신소재,121600,2021/12,12.17,6.52,7.74,64.59,0.01,1798
(주)나노엔텍,039860,2011/12,-92.77,-24.58,-42.45,94.36,1.2,195.52
(주)나노엔텍,039860,2012/12,-43.79,-13.24,-25.61,91.46,1.2,136.19
(주)나노엔텍,039860,2013/12,-6.48,-2.77,-5.31,72.87,0.48,138.66
(주)나노엔텍,039860,2014/12,-12.64,-5.6,-8.34,72,0.38,214.58
(주)나노엔텍,039860,2015/12,-30.08,-15.57,-19.71,75.51,0.96,215.62
(주)나노엔텍,039860,2016/12,-66.64,-30.08,-46.26,78.43,1.09,109.32
(주)나노엔텍,039860,2017/12,-8.7,-4.71,-8.41,56.39,0.81,93.98
(주)나노엔텍,039860,2018/12,12.82,7.83,11.24,56.59,0.82,167.38
(주)나노엔텍,039860,2019/12,21.9,12.95,15.1,51.6,1.61,209.25
(주)나노엔텍,039860,2020/12,9.29,5.5,6.33,51.3,0.4,239.5
(주)나노엔텍,039860,2021/12,20.46,12.7,14.97,50.57,0.48,290.6
(주)나노트로닉스,010670,2011/12,-9.94,-3.62,-8.09,67.34,0.04,298.83
(주)나노트로닉스,010670,2012/12,-16.38,-6.36,-14.7,52.67,0.28,315.9
(주)나무가,190510,2015/12,2.1,5,21.31,87.81,0.05,3509.93
(주)나무가,190510,2016/12,-1.43,-2.1,-6.29,94.26,0,3877
(주)나무가,190510,2017/12,-15.89,-24.19,-79.31,104.77,0.01,1695.52
(주)나무가,190510,2018/12,1.15,2.75,12.19,94.07,0,1969.06
(주)나무가,190510,2019/12,-0.16,-0.37,-0.94,94.38,0,2248.84
(주)나무가,190510,2020/12,-1.54,-4.18,-19.1,96.9,0,956.13
(주)나무가,190510,2021/12,3.18,9.21,27.99,91.52,0,708.16
(주)나스미디어,089600,2013/12,,,,,,
(주)나스미디어,089600,2014/12,,,,,,
(주)나스미디어,089600,2015/12,,,,,,
(주)나스미디어,089600,2016/12,17.12,4.54,12.04,0,0.28,2052.78
(주)나스미디어,089600,2017/12,22.18,9.2,22.56,0,0.09,2523.74
(주)나스미디어,089600,2018/12,19.32,6.65,15.03,0,0.08,2798.18
(주)나스미디어,089600,2019/12,19.22,6.82,15.07,0,0.35,3180.57
(주)나스미디어,089600,2020/12,20.72,5.94,14.85,0,1.34,3734.56
(주)나스미디어,089600,2021/12,21.84,5.94,14.8,0,2.16,3806.1
(주)나이벡,138610,2011/12,,,,,,
(주)나이벡,138610,2012/12,,,,,,
(주)나이벡,138610,2013/12,,,,,,
(주)나이벡,138610,2014/12,,,,,,
(주)나이벡,138610,2015/12,,,,,,
(주)나이벡,138610,2016/12,,,,,,
(주)나이벡,138610,2017/12,,,,,,
(주)나이벡,138610,2018/12,,,,,,
(주)나이벡,138610,2019/12,,,,,,
(주)나이벡,138610,2020/12,,,,,,
(주)나이벡,138610,2021/12,,,,,,
(주)나이스디앤비,130580,2011/12,,,,,,
(주)나이스디앤비,130580,2012/12,,,,,,
(주)나이스디앤비,130580,2013/12,,,,,,
(주)나이스디앤비,130580,2014/12,,,,,,
(주)나이스디앤비,130580,2015/12,17.01,11.75,15.2,0,0,272.37
(주)나이스디앤비,130580,2016/12,16.87,14.76,18.08,0,2.25,338.06
(주)나이스디앤비,130580,2017/12,15.17,14.68,17.75,0,2.18,400.47
(주)나이스디앤비,130580,2018/12,17.87,17.95,22.21,0,2.29,487.01
(주)나이스디앤비,130580,2019/12,14.59,16.67,21.19,0,1.86,608.04
(주)나이스디앤비,130580,2020/12,13.74,13.61,18.38,0,2.31,710.31
(주)나이스디앤비,130580,2021/12,15.82,14.71,19.71,0,0,840.5
(주)나이스홀딩스,034310,2011/12,17.36,8.02,9.82,0,0.09,1976.1
(주)나이스홀딩스,034310,2012/12,21.15,9.71,12.09,0,0.08,1999.75
(주)나이스홀딩스,034310,2013/12,8.45,9.36,9.93,0,0.41,2226.18
(주)나이스홀딩스,034310,2014/12,5.73,5.22,7.05,0,0.43,2431.94
(주)나이스홀딩스,034310,2015/12,5.77,5.17,6.09,0,0.64,2555.75
(주)나이스홀딩스,034310,2016/12,6.74,6.85,10.65,0,0.62,2768.36
(주)나이스홀딩스,034310,2017/12,6.4,5.89,9.21,0,0.97,3018.14
(주)나이스홀딩스,034310,2018/12,6.16,5.07,10.01,13.77,1.32,3301.59
(주)나이스홀딩스,034310,2019/12,4.14,3.28,4.39,0,1.5,3520.06
(주)나이스홀딩스,034310,2020/12,2.57,2,2.43,0,1.59,3628.79
(주)나이스홀딩스,034310,2021/12,4.12,3.48,8.01,0,1.58,3899.89
(주)나이코,192240,2014/12,,,,,,
(주)나이코,192240,2015/12,,,,,,
(주)나인테크,267320,2017/12,,,,,,
(주)나인테크,267320,2018/12,,,,,,
(주)나인테크,267320,2019/12,,,,,,
(주)나인테크,267320,2020/12,,,,,,
(주)나인테크,267320,2021/12,,,,,,
(주)남선알미늄,008350,2011/12,8.18,10.53,42.18,91.31,0.09,34.38
(주)남선알미늄,008350,2012/12,,,,,,
(주)남선알미늄,008350,2013/12,,,,,,
(주)남선알미늄,008350,2014/12,,,,,,
(주)남선알미늄,008350,2015/12,,,,,,
(주)남선알미늄,008350,2016/12,,,,,,
(주)남선알미늄,008350,2017/12,,,,,,
(주)남선알미늄,008350,2018/12,7.25,8.32,14.95,89.97,0.07,205.41
(주)남선알미늄,008350,2019/12,4.46,4.84,8.33,89.26,0.04,224.2
(주)남선알미늄,008350,2020/12,3.93,3.57,5.72,92.88,0.11,243.11
(주)남선알미늄,008350,2021/12,18.1,12.82,19.6,93.76,0.03,327.07
(주)남성,004270,2011/12,-2.75,-0.82,-1.87,77.89,4.17,424.23
(주)남성,004270,2012/12,-10.09,-3.09,-7.94,75.63,5.07,389.34
(주)남성,004270,2013/12,-1,-0.35,-0.83,75.85,5.34,380.03
(주)남성,004270,2014/12,-5.76,-2.01,-5.21,74.7,5.26,349.2
(주)남성,004270,2015/12,-0.69,-0.26,-0.6,74.6,5.25,340.89
(주)남성,004270,2016/12,1.59,0.65,1.87,73.54,4.2,350.69
(주)남성,004270,2017/12,1.47,0.67,1.68,72.92,3.78,410.43
(주)남성,004270,2018/12,-4.3,-1.75,-4.11,77.1,4.12,387.89
(주)남성,004270,2019/12,-3.01,-1.07,-2.52,74.1,2.71,396.04
(주)남성,004270,2020/12,-17.48,-8.13,-19.75,80.48,4.67,335.72
(주)남성,004270,2021/12,6.94,2.95,7.28,72.15,4.1,572.43
(주)내츄럴엔도텍,168330,2013/12,,,,,,
(주)내츄럴엔도텍,168330,2014/12,,,,,,
(주)내츄럴엔도텍,168330,2015/12,-35.15,-22.53,-30.75,31.24,9.62,478.66
(주)내츄럴엔도텍,168330,2016/12,-200.99,-16.97,-26.96,64.82,52.86,446.15
(주)내츄럴엔도텍,168330,2017/12,-95.91,-10.33,-18.67,63.97,18.85,428.97
(주)내츄럴엔도텍,168330,2018/12,-260.27,-31.65,-48.3,134.77,14.5,277.57
(주)내츄럴엔도텍,168330,2019/12,-243.27,-29.12,-49.68,151.29,8.98,158.98
(주)내츄럴엔도텍,168330,2020/12,-22.63,-6.02,-8.71,49.86,7.45,126.68
(주)내츄럴엔도텍,168330,2021/12,-47.56,-13.77,-11.64,65.12,28.88,217.71
(주)네오리진,094860,2011/12,1.51,1.54,3.18,83.02,0,203.31
(주)네오리진,094860,2012/12,,,,,,
(주)네오리진,094860,2013/12,,,,,,
(주)네오리진,094860,2014/12,,,,,,
(주)네오리진,094860,2015/12,,,,,,
(주)네오리진,094860,2016/12,,,,,,
(주)네오리진,094860,2017/12,1.79,0.94,1.14,44.41,0.32,206.7
(주)네오리진,094860,2018/12,,,,,,
(주)네오리진,094860,2019/12,,,,,,
(주)네오리진,094860,2020/12,,,,,,
(주)네오리진,094860,2021/12,-9.86,-3.88,-4.83,70.71,0.14,323.32
(주)네오셈,253590,2018/12,,,,,,
(주)네오셈,253590,2019/12,-5.76,-2.45,-4.19,51.27,0,939.66
(주)네오셈,253590,2020/12,16.6,12.6,20.01,42.33,0,1125.37
(주)네오셈,253590,2021/12,15.18,7.39,11.99,44.88,0,1326.28
(주)네오오토,212560,2015/12,,,,,,
(주)네오오토,212560,2016/12,,,,,,
(주)네오오토,212560,2017/12,,,,,,
(주)네오오토,212560,2018/12,,,,,,
(주)네오오토,212560,2019/12,,,,,,
(주)네오오토,212560,2020/12,,,,,,
(주)네오오토,212560,2021/12,,,,,,
(주)네오위즈,095660,2011/12,10.86,13.68,30.13,60.63,3.25,2728.69
(주)네오위즈,095660,2012/12,0.86,0.92,2.94,63.25,3.13,2425.65
(주)네오위즈,095660,2013/12,10.58,8.28,16.83,55.79,3.46,2729.7
(주)네오위즈,095660,2014/12,-4.07,-1.76,-2.63,48.36,5.25,2607.46
(주)네오위즈,095660,2015/12,-11.5,-5.48,-7.51,46.83,14.12,2434.26
(주)네오위즈,095660,2016/12,5.16,2.85,3.85,47.32,9.39,2567.67
(주)네오위즈,095660,2017/12,-1.23,-0.69,-0.57,52.82,7.48,2511.53
(주)네오위즈,095660,2018/12,15.56,9.99,11.36,48.41,10.87,2784.56
(주)네오위즈,095660,2019/12,10.85,7.22,7.78,44.91,15.06,2986.4
(주)네오위즈,095660,2020/12,21.47,14.17,16.95,0,12.77,3543.56
(주)네오위즈,095660,2021/12,21.69,10.75,13.41,0,12.49,4267.56
(주)네오위즈홀딩스,042420,2011/12,10.52,11.49,11.85,61.22,3.12,3410.07
(주)네오위즈홀딩스,042420,2012/12,1.87,2,6.79,64.97,2.93,3534.69
(주)네오위즈홀딩스,042420,2013/12,11.7,9.37,12.59,56.57,3.18,4017.53
(주)네오위즈홀딩스,042420,2014/12,21.93,9.89,27.59,51.66,4.57,5186.61
(주)네오위즈홀딩스,042420,2015/12,25.05,8.73,23.61,47.56,13.5,6595.4
(주)네오위즈홀딩스,042420,2016/12,-4.16,-1.52,-4.99,47.98,8.96,6172.95
(주)네오위즈홀딩스,042420,2017/12,-3.68,-1.29,-1.77,53.26,7.06,6214.72
(주)네오위즈홀딩스,042420,2018/12,19.08,7.81,6.58,49.13,10.29,6658.03
(주)네오위즈홀딩스,042420,2019/12,16.09,6.74,6.57,44.98,15.1,7088.25
(주)네오위즈홀딩스,042420,2020/12,32.83,14,15.01,0,12.79,8204.09
(주)네오위즈홀딩스,042420,2021/12,38.5,12.81,16.38,0,12.11,9744.28
(주)네오이뮨텍,950220,2021/12,0,-37.13,-42.62,0,0,6930713.9
(주)네오크레마,311390,2019/12,5.19,2.17,2.72,76.97,0.49,939.33
(주)네오크레마,311390,2020/12,4.58,2.84,3.58,73.54,2.31,984.34
(주)네오크레마,311390,2021/12,6,3.57,4.52,73.15,2.28,1034.8
(주)네오티스,085910,2011/12,,,,,,
(주)네오티스,085910,2012/12,,,,,,
(주)네오티스,085910,2013/12,6.72,2.85,3.79,76.5,0.01,1261.34
(주)네오티스,085910,2014/12,8.13,3.62,4.31,75.69,0,1236.82
(주)네오티스,085910,2015/12,-10.06,-4.24,-5.87,80.39,0,1090.23
(주)네오티스,085910,2016/12,-3.99,-1.89,-2.77,78.84,0,969.7
(주)네오티스,085910,2017/12,-16.68,-8.74,-14.48,78.86,0,791.37
(주)네오티스,085910,2018/12,7.03,3.79,6.83,77.75,0,783.3
(주)네오티스,085910,2019/12,3.43,1.68,3.13,79,0,765.58
(주)네오티스,085910,2020/12,0.98,0.39,0.45,76.77,0,735.64
(주)네오티스,085910,2021/12,11.7,5.36,10.57,72.46,0,775.37
(주)네오팜,092730,2011/12,,,,,,
(주)네오팜,092730,2012/12,,,,,,
(주)네오팜,092730,2013/12,,,,,,
