회사명,거래소코드,회계년도,[제조]비유동비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]부채비율(IFRS),[제조]유동부채비율(IFRS),[제조]차입금비율(IFRS),[제조]이자보상배율(이자비용)(IFRS),[제조]유보액대비율(IFRS),[제조]유보액 대 납입자본배율(IFRS),[제조]투자집중도(IFRS)
(주)경방,000050,2017/12,158.6,28.67,19.65,1.88,68.65,35.07,28.1,7.8,58.15,50.87,107.01
(주)경방,000050,2018/12,156.12,85.68,51.11,3.02,68.21,14.11,29.04,7.97,58.79,52.6,110.06
(주)경방,000050,2019/12,144.78,148.68,139.4,2.62,75,20.32,32.48,6.99,56.95,53.86,49.08
(주)경방,000050,2020/12,150.78,30.22,28.15,15.17,59.64,29.31,19.39,4.79,62.75,55.5,51.86
(주)경방,000050,2021/12,149.65,40.88,34.51,5.85,58.36,21.3,23.48,9.06,64.35,57,39.49
(주)경보제약,214390,2015/12,73.59,162.85,86.12,6.82,59.17,52.55,31.83,29.2,56.71,9.27,101.35
(주)경보제약,214390,2016/12,78.44,140.58,75.17,6.3,57.44,56.19,31.75,16.24,57.65,9.83,102.26
(주)경보제약,214390,2017/12,66.59,183.24,103.8,10.61,44.77,42.67,20.37,24.47,63.24,10.84,100.66
(주)경보제약,214390,2018/12,62.2,186.01,108.83,7.19,48.73,46.52,28.57,19.43,61.84,11.47,103.71
(주)경보제약,214390,2019/12,76.19,148.16,73.81,8.08,59.43,56.19,37.83,4.77,57.7,11.48,112.68
(주)경보제약,214390,2020/12,73.72,147.38,81.08,12.2,62.27,60.08,40.54,6.63,56.9,12.06,104.91
(주)경보제약,214390,2021/12,86.35,125.17,60.23,4.83,62.65,60.96,38.84,-5.63,56.44,11.19,122.84
(주)경인양행,012610,2011/12,92.39,153.12,73.62,2.92,54.72,40.71,40.04,0.99,57.83,7.58,131.64
(주)경인양행,012610,2012/12,90.26,134.26,79.37,7.61,48.69,43.52,34.65,1.54,60.31,7.75,117.58
(주)경인양행,012610,2013/12,85.04,139.1,70.55,5.45,54.19,49.72,34.12,9.2,59.18,8.04,111.26
(주)경인양행,012610,2014/12,85.88,167.52,77.81,9.7,43.39,34.33,31.36,8.03,63.73,8.43,103.32
(주)경인양행,012610,2015/12,86.39,138.3,61.98,7.34,47.27,44.02,34.97,0.07,62.03,8.41,115.38
(주)경인양행,012610,2016/12,85.68,135.07,64.35,10.24,51.83,48.98,32.19,2.46,59.84,8.59,118.91
(주)경인양행,012610,2017/12,90.05,133.19,65.08,10.52,55.58,49.2,41.63,0.11,58.26,8.56,115.47
(주)경인양행,012610,2018/12,90.67,129.1,61.78,10.89,73.99,64.54,53.67,4.74,51.84,8.85,121.5
(주)경인양행,012610,2019/12,103.66,111.83,46.39,9.41,89.5,76.76,71.19,4.18,47.5,8.88,116.25
(주)경인양행,012610,2020/12,115.81,107.54,58.31,25.76,101.53,79.71,85.58,-1.56,44.36,8.3,145.78
(주)경인양행,012610,2021/12,109.15,104.5,61.8,28.83,121.84,107.84,95.17,5.26,40.65,9.04,138.09
(주)고려시멘트,198440,2014/12,,,,,,,,,,,
(주)고려시멘트,198440,2015/12,,,,,,,,,,,
(주)고려시멘트,198440,2016/12,,,,,,,,,,,
(주)고려시멘트,198440,2017/12,99.93,166.67,152.27,2.92,49.73,29.88,13.22,16.79,67.01,25.48,98.55
(주)고려시멘트,198440,2018/12,89.68,168.76,154.43,3.23,47.42,34.22,16.28,9.2,65.32,26.05,115.18
(주)고려시멘트,198440,2019/12,90.95,166.4,141.61,15.86,43.63,31.66,13.65,-1.08,67.11,26.66,137.17
(주)고려시멘트,198440,2020/12,83.18,367.97,334.7,78.78,24.88,11.33,1.51,41.09,77.31,27.88,135.31
(주)고려시멘트,198440,2021/12,83.97,424.12,387.3,25.06,25.29,9.74,1.14,84.7,77.63,35.63,196.65
(주)고바이오랩,348150,2020/12,1.93,26230.41,26179.72,19481.73,2.85,0.38,0.16,-14.42,83.3,5.98,1205.04
(주)고바이오랩,348150,2021/12,8.1,1863.32,1858.19,1039.42,14.71,5.72,10.52,-72.4,78.18,8.7,3251.99
(주)고영테크놀러지,098460,2011/12,36.17,434.91,343.05,24.7,23.64,20.11,0,999999999,75.93,15.32,101.94
(주)고영테크놀러지,098460,2012/12,32.38,519.21,415.32,30.57,22.51,17.36,0,999999999,79.32,18.25,95.9
(주)고영테크놀러지,098460,2013/12,27.76,567.81,459.24,64.99,21.27,16.47,0,999999999,78.77,21.34,110.49
(주)고영테크놀러지,098460,2014/12,29.37,572.4,501.09,73.01,19.88,15.81,0,999999999,81,17.11,97.23
(주)고영테크놀러지,098460,2015/12,26.38,614.05,552.74,94.56,19.91,15.23,0,999999999,86.16,20.24,108.99
(주)고영테크놀러지,098460,2016/12,24.31,591.17,543.46,103.9,23.33,16.75,0,999999999,83.36,23.7,121.32
(주)고영테크놀러지,098460,2017/12,28.1,536.83,493.89,60.72,24.79,18.01,0,999999999,90.54,27.21,102.66
(주)고영테크놀러지,098460,2018/12,21.07,601.62,551.02,46.68,22.12,16.8,0,999999999,83.35,34.1,121.91
(주)고영테크놀러지,098460,2019/12,31.27,664.27,602.43,61.42,22.22,13.69,4.08,186.77,84.23,37.83,138.79
(주)고영테크놀러지,098460,2020/12,40.29,715.4,632.2,136.4,19.97,11.14,3.93,73.13,85.8,37.88,163.64
(주)고영테크놀러지,098460,2021/12,30.98,652.11,587.97,145.38,28.49,14.95,10.13,176.63,79.85,42.66,151.37
(주)골드앤에스,035290,2011/12,102.4,109.25,95.73,0.42,104.73,93.67,67.04,1.25,-2.72,-0.05,85.08
(주)골드앤에스,035290,2012/12,90.48,141.03,127.38,15.89,94.5,73.76,58.82,-1.95,-14.96,-0.21,98.87
(주)골드앤에스,035290,2013/12,168.38,80.68,66.62,0.35,251.66,227.18,160.95,-4.6,-69.77,-0.67,78.85
(주)골드앤에스,035290,2014/12,144.23,110.89,90.22,0.88,217.96,156.68,131.7,-1.73,10.5,0.5,75.3
(주)골드앤에스,035290,2015/12,56.53,198.8,168.17,6.82,57.4,50.74,14.9,1.89,21.78,0.52,83.87
(주)골드앤에스,035290,2016/12,69.09,247.11,190.51,13.87,29.74,24.54,11.87,2.5,22.33,0.41,71
(주)골드앤에스,035290,2017/12,45.94,336.56,304.13,65.69,29.68,24.88,11.83,-27.46,11.87,0.18,96.6
(주)골드앤에스,035290,2018/12,154.62,75.34,70.72,54.63,206.29,201.31,160.34,-4.46,5.85,0.22,378.14
(주)골드앤에스,035290,2020/12,79.99,429.98,412.69,372.74,42.42,14.52,28.78,-0.98,-17.56,-0.2,311.27
(주)골드앤에스,035290,2021/12,87.52,347.26,337.58,110.52,71.26,24.11,44.35,3.57,-10.88,-0.16,193.57
(주)골드퍼시픽,038530,2011/12,56.65,609.29,446.04,0.66,25.85,11.36,13.32,14.16,40.04,0.98,243.69
(주)골드퍼시픽,038530,2012/12,47.24,531.28,354.65,1.7,30.24,15.62,13.37,2.66,39.13,1.01,284.64
(주)골드퍼시픽,038530,2013/12,85.04,180.69,113.55,0.7,78.3,51.61,51.64,-10.81,15.11,0.36,407.77
(주)골드퍼시픽,038530,2014/12,95.7,183.26,141.21,0.8,88.95,50.88,60.87,-6.82,-0.95,-0.02,485.01
(주)골드퍼시픽,038530,2015/12,65.58,349.83,308.07,72.2,36.69,20.33,15.78,-13.68,-22.01,-0.23,352.97
(주)골드퍼시픽,038530,2016/12,300.77,81.37,80.54,38.45,488.58,353.72,0,-17.43,-242.94,-0.92,94.41
(주)골드퍼시픽,038530,2017/12,174.35,82.97,80.35,25.64,395.26,386.77,320.79,0.62,9,0.72,419.49
(주)골드퍼시픽,038530,2018/12,76.08,188.83,181.89,96.83,85.64,58.02,76.13,-0.38,31.84,1.39,410.22
(주)골드퍼시픽,038530,2019/12,211.16,56.4,49.36,12.59,246.22,239.48,230.14,-0.89,6.16,0.27,281.45
(주)골드퍼시픽,038530,2020/12,48.71,366.52,336.19,181.41,19.56,19.33,15.88,0.18,37.8,0.82,316.8
(주)골드퍼시픽,038530,2021/12,36.03,266.92,254.52,177.98,38.75,38.48,31.38,-2.68,25.21,0.53,801.66
(주)골프존,215000,2015/12,,,,,,,,,,,
(주)골프존,215000,2016/12,87.89,146.29,124.92,40.18,53.28,44.71,30.2,58.98,63.57,35.99,76.98
(주)골프존,215000,2017/12,53.1,311.08,288.79,214.42,31.76,25.29,17.92,47.32,74.65,56.87,125.93
(주)골프존,215000,2018/12,61.03,255.36,240.13,97.34,28.94,26.6,9.71,39.07,76.39,61.98,117.55
(주)골프존,215000,2019/12,114.03,129.59,115.92,12.58,48.33,26.47,23.59,44.45,66.45,64.56,111.43
(주)골프존,215000,2020/12,106.41,147.28,136.36,20.71,52.27,31.13,23.05,41.77,64.82,71.9,110.3
(주)골프존,215000,2021/12,86.74,171.98,155.45,27.01,56.99,40.85,16.3,98.86,63.05,91.06,94.5
(주)골프존뉴딘홀딩스,121440,2011/12,35.68,1039.44,1018.12,122.56,7.22,6.88,0,1759.62,98.75,60.01,150.22
(주)골프존뉴딘홀딩스,121440,2012/12,59.59,266.7,250.35,54.22,24.72,24.42,15.57,48.56,84.17,70.26,152.7
(주)골프존뉴딘홀딩스,121440,2013/12,64.1,198.92,179.38,35.22,37.98,37.14,12.63,39.77,69.35,22.21,138.54
(주)골프존뉴딘홀딩스,121440,2014/12,86.91,159.14,132.18,33.13,23.85,23.21,10.35,65.05,78.08,24.86,98.17
(주)골프존뉴딘홀딩스,121440,2015/12,97.88,545.86,545.86,192.7,6.16,1.52,4.91,-21.02,90.81,24.83,524.52
(주)골프존뉴딘홀딩스,121440,2016/12,98.42,463.58,463.58,67.16,10.86,2.68,9.27,-4.43,86.67,22.74,612.87
(주)골프존뉴딘홀딩스,121440,2017/12,101.92,125.76,125.76,71.17,11.7,7.78,10.27,-4.92,85.82,21.49,630.05
(주)골프존뉴딘홀딩스,121440,2018/12,104.02,110.93,110.93,9.06,16.29,11.06,12.24,-7.1,82.47,21.69,909.11
(주)골프존뉴딘홀딩스,121440,2019/12,112.61,230.61,230.61,72.9,19.43,2.96,14.13,-9.01,80.03,20.09,377.51
(주)골프존뉴딘홀딩스,121440,2020/12,111.02,372.85,371.54,88.39,20.05,2.42,12.93,18.56,79.76,20.93,194.32
(주)골프존뉴딘홀딩스,121440,2021/12,114.61,33.24,32.99,17.45,17.57,8.9,10.18,32.74,82.23,26.98,107.79
(주)광림,014200,2011/12,65.12,208.74,102.38,17.24,52.36,41.79,21.28,4.55,48.11,2.73,70.63
(주)광림,014200,2012/12,57.06,257.28,123.09,62.5,41.36,32.77,18.35,1.71,49.52,2.33,92.26
(주)광림,014200,2013/12,54.17,236.97,164.18,69.62,56.79,43.31,23.84,6.18,45.03,2.39,88.47
(주)광림,014200,2014/12,100.22,128.05,72.48,34.68,81.54,63.5,52.56,1.79,39.25,2.47,84.92
(주)광림,014200,2015/12,109.66,105.95,66.32,33.25,80.89,67.23,51.84,0.43,42.27,3.24,35.09
(주)광림,014200,2016/12,111.47,92.33,53.94,30.95,68.56,61.83,46.18,0.16,43.43,2.72,89.56
(주)광림,014200,2017/12,64.47,157.04,147.15,5.44,109.33,92.24,23.64,1.64,41.23,6.28,284.54
(주)광림,014200,2018/12,75.21,144.73,125.71,6.8,95.47,83.09,30.94,1.45,40.69,3.88,226.93
(주)광림,014200,2019/12,182.72,65.36,50,11.26,218.64,207.96,131.21,1.37,17.75,1.3,115.2
(주)광림,014200,2020/12,121.7,66.64,50.22,29.53,58.57,55.32,35.69,1.3,51.83,4.6,78.67
(주)광림,014200,2021/12,97.06,116.07,78.45,52.63,33.59,31.47,13.09,3.13,61.09,4.43,77.34
(주)광명전기,017040,2011/12,86.82,128.4,106.14,51.72,75.46,69.04,37.22,1.57,35.32,1.63,109.86
(주)광명전기,017040,2012/12,80.68,133.75,104.39,52.12,89.02,81.01,43.45,4.22,32.11,1.54,93.99
(주)광명전기,017040,2013/12,68.1,158.26,128.4,49.68,73.51,66.61,31.44,11.17,37.09,1.81,86.83
(주)광명전기,017040,2014/12,63.58,163.45,132.64,47.15,77.36,69.61,26.34,17.71,38.29,2.12,80.18
(주)광명전기,017040,2015/12,62.68,198.38,164.78,117.58,51.13,44.59,21.75,9.32,46.05,2.29,84.96
(주)광명전기,017040,2016/12,73.27,189.33,162.16,94.3,45.25,38.02,14.48,11.76,51.57,2.98,80.19
(주)광명전기,017040,2017/12,75.14,173.38,148.75,85.34,50.86,43.67,16.97,14.7,49.47,2.94,79.14
(주)광명전기,017040,2018/12,72.94,196.18,160.38,90.71,41.11,34.75,16.48,9.92,53.42,3.06,86.72
(주)광명전기,017040,2019/12,67.34,188.33,169.46,70.84,49.27,43.51,15.49,22.79,51.58,3.35,80.81
(주)광명전기,017040,2020/12,57.02,205.86,178.63,71.22,51.25,45.77,8.81,32.41,51.63,3.56,95.06
(주)광명전기,017040,2021/12,50.6,230.44,190.5,72.32,46.27,41.52,8.39,13.7,53.98,3.75,100.47
(주)광무,029480,2011/12,101.28,111.54,76.98,18.15,74.12,65.31,47.07,-2.59,-13.58,-0.19,111.41
(주)광무,029480,2012/12,120.21,85.63,56.56,3.28,64.75,52.02,44.35,-2.61,52.89,4.92,75.89
(주)광무,029480,2013/12,192.7,49.36,47.61,2.27,154.61,125.43,132.49,-4.26,12.78,0.39,188.36
(주)광무,029480,2014/12,216.18,64.28,62.72,11.64,227.58,173.31,138.08,1.12,-2.64,-0.08,50.67
(주)광무,029480,2015/12,204.62,81.54,74.18,17.8,172.88,83.72,96.73,-0.8,-15.84,-0.3,82.56
(주)광무,029480,2016/12,213.53,89.49,84.11,40.45,261.22,165.04,178.43,1.93,-10.45,-0.27,88.44
(주)광무,029480,2017/12,103.31,110.28,108.89,7.17,113.62,100.03,30.8,0.32,-7.65,-0.14,116.75
(주)광무,029480,2018/12,138.57,92.67,90.56,2.89,168.36,140.05,84.75,-1.6,-25.05,-0.4,102.51
(주)광무,029480,2019/12,107.75,102.18,100.69,43.08,157.44,146.5,94,-2.36,28.52,2.68,182.96
(주)광무,029480,2020/12,71.95,191.88,190.18,68.15,53.17,42.33,25.56,-1.72,44.3,2.06,86.33
(주)광무,029480,2021/12,56.34,149.26,149.2,136.55,96.54,93.93,83.74,-0.25,39.61,3.46,403.69
(주)광주신세계,037710,2011/12,38.65,394.26,386.78,49.72,22.74,21.33,0,999999999,79.37,37.78,173.27
(주)광주신세계,037710,2012/12,39.53,436.27,429.24,66.05,19.09,18.24,0,999999999,82.11,44.2,201.4
(주)광주신세계,037710,2013/12,154.27,17.84,14.79,2.78,60.6,35.49,44.06,13.07,61.05,50.09,317.32
(주)광주신세계,037710,2014/12,140.03,24.42,19.73,2.37,45.5,22.42,30.25,10.46,67.5,55.08,317.77
(주)광주신세계,037710,2015/12,127.39,20.04,16.98,6.62,34.21,34.03,20.35,15.34,73.3,60.42,320.03
(주)광주신세계,037710,2016/12,116.62,26.9,22.37,0.77,22.69,22.56,9.53,30.68,80.29,65.79,310.22
(주)광주신세계,037710,2017/12,107.32,44.33,37.15,1.77,13.06,12.94,0.97,86.86,87.23,71.42,309.98
(주)광주신세계,037710,2018/12,99.68,103.59,100.09,62.74,12.17,12.05,0,715.98,88,76.58,508.13
(주)광주신세계,037710,2019/12,98.2,136.34,132.65,78.56,13.8,11.44,0.01,193.26,87.02,81.84,471.32
(주)광주신세계,037710,2020/12,91.94,201.12,197.04,120.21,12.34,10.14,0.02,165.49,88.19,86.48,517.77
(주)광주신세계,037710,2021/12,85.65,234.16,231.59,185.67,14.28,12.23,0.01,203.28,86.75,92.42,490.25
(주)구스앤홈,329050,2019/12,,,,,,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,,,,,,
(주)구영테크,053270,2011/12,193.54,67.66,58.66,1.13,239.53,215.76,181.36,1.41,24.3,3.59,106.13
(주)구영테크,053270,2012/12,206.39,67.86,57.71,1.51,273.49,246.25,207.74,1.21,22.3,3.8,119.03
(주)구영테크,053270,2013/12,198.81,63.28,50.23,2.93,217.11,186.95,156.38,1.26,26.41,4.01,90.26
(주)구영테크,053270,2014/12,144.35,83.06,66.71,2.57,140.63,115.91,93.81,1.08,32.74,3.36,93.21
(주)구영테크,053270,2015/12,140.03,104.08,87.09,14.53,133.2,89.51,90.73,1.98,35.42,3.68,81.57
(주)구영테크,053270,2016/12,149.6,104.66,84.15,15.43,134.54,81.15,86.07,3.06,35.96,3.96,94.45
(주)구영테크,053270,2017/12,185.78,92.31,78.06,19.22,196.34,119.77,136.19,2.56,28.78,4.06,107.33
(주)구영테크,053270,2018/12,178.59,99.28,75.54,6.92,153.18,75.13,111.5,0.73,32.51,3.61,130.12
(주)구영테크,053270,2019/12,176.44,80.14,59.76,7.9,140.39,79.8,105.51,1.14,34.34,3.67,113.9
(주)구영테크,053270,2020/12,176.71,83.14,64.99,13.22,157.34,96.97,115.96,1.31,32.09,3.67,131.64
(주)구영테크,053270,2021/12,170.78,93.95,71.06,19.58,143.58,77.48,109.36,1.93,34.27,3.92,119.96
(주)국동,005320,2011/12,726.57,57.68,37.18,2.42,1469.67,1461.71,1170.51,-3.92,1.63,0.34,35.62
(주)국동,005320,2012/12,642.21,54.88,29.85,0.04,1190.51,1181.36,1004.76,1.48,2.15,0.38,20.16
(주)국동,005320,2013/12,265.32,71.88,42.25,0.78,575.8,571.03,475.63,3.66,9.47,1.67,35.89
(주)국동,005320,2014/12,120.58,116.57,89.78,17.96,272.43,216.05,240.74,5.87,22.72,5.17,30.83
(주)국동,005320,2015/12,141.59,95.3,57.41,2.26,195.78,161.81,167.73,4.23,30.48,8.6,33.95
(주)국동,005320,2016/12,86.81,170.65,118.63,28.6,114.92,75.07,98.02,4.82,43.26,12.6,51.94
(주)국동,005320,2017/12,92.05,121.5,81.3,8.02,94.5,84.33,81.15,-1.26,42.93,4.95,40.1
(주)국동,005320,2018/12,80.81,120.57,89.99,1.8,93.3,93.3,71.18,1.01,43.4,5.1,42.82
(주)국동,005320,2019/12,77.31,211.56,168.08,14.52,78.21,47.69,65.11,-6.67,42.01,2.95,53.64
(주)국동,005320,2020/12,66.71,141.94,123.91,93.67,103.36,96.28,79.49,8.16,34.55,2.35,55.64
(주)국동,005320,2021/12,58.02,218.65,110.78,20.5,36.63,35.95,21.94,-0.83,51.07,2.01,60.17
(주)국보,001140,2011/12,169.81,74.66,73.39,0.88,187.58,157.75,80.86,0.81,29.83,5.66,75.32
(주)국보,001140,2012/12,181.47,70.74,69.29,0.88,196.8,163.04,100.69,0.51,28.57,5.23,76.78
(주)국보,001140,2013/12,213.97,65.56,64.18,0.55,242.92,196.71,117.99,0.32,24.09,4.45,79.95
(주)국보,001140,2014/12,273.05,56.07,54.84,0.67,317.44,257.5,152.63,-1.1,18.46,3.15,87.65
(주)국보,001140,2015/12,317.88,50.18,49.38,0.4,368.4,299.94,173,-1.41,15.34,2.39,85.8
(주)국보,001140,2016/12,400.57,45.86,45.15,0.25,487,406.56,215.75,-0.35,10.5,1.58,90.04
(주)국보,001140,2017/12,324.37,39.82,38.91,2.05,335.3,278.59,169.47,-2.36,10.92,0.91,85
(주)국보,001140,2018/12,293.7,41.57,40.3,0.93,293.84,240.88,103.45,-3.67,6.94,0.38,53.25
(주)국보,001140,2019/12,327.15,47.14,46.21,6.81,368.02,298.84,206.91,-0.74,0.51,0.02,66.4
(주)국보,001140,2020/12,154.19,71.95,61.29,1.4,137.72,116.09,75.34,-3.35,8.78,0.26,97.62
(주)국보,001140,2021/12,160.29,64.26,62.45,15.29,135.58,117.15,79,-2.56,1.91,0.05,91.59
(주)국보디자인,066620,2011/12,45.39,192.15,192.15,12.21,63.4,61.41,0.83,235.83,57.69,12.19,52.04
(주)국보디자인,066620,2012/12,34.46,216.64,216.64,38.98,59.35,57.65,0,2055.61,58.72,14.54,68.01
(주)국보디자인,066620,2013/12,41.16,175.37,175.37,13.5,87.79,83.61,5.19,1366.16,50.18,16.32,67.24
(주)국보디자인,066620,2014/12,37.57,191.77,191.77,15.18,78.4,73.44,0,1414.92,53.07,17.79,67.52
(주)국보디자인,066620,2015/12,42.85,191.6,191.6,15.71,70.99,66.88,2.49,998.53,55.58,19.12,68.23
(주)국보디자인,066620,2016/12,40.16,179.66,179.66,17,87.87,82.22,0,9744.77,53.26,21.42,68.4
(주)국보디자인,066620,2017/12,32.6,211.01,211.01,42.46,67.74,64.05,0,3662.13,59.65,25.18,53.34
(주)국보디자인,066620,2018/12,32.7,237.71,237.71,27.21,56.13,51.92,0,999999999,65.54,28.27,60.44
(주)국보디자인,066620,2019/12,24.81,210.04,210.04,10.55,76.45,72.2,0.49,675.37,58.21,30.7,77.12
(주)국보디자인,066620,2020/12,106.18,98.2,98.2,31.36,63.17,58.03,0.23,2102.56,63.72,42.26,38.83
(주)국보디자인,066620,2021/12,107.8,99.06,99.06,20.4,55.4,48.05,0.05,4065.97,66.21,57.29,37.66
(주)국순당,043650,2011/12,66.8,496.76,400.25,289.56,11.38,8.97,0,999999999,93.02,20.19,128
(주)국순당,043650,2012/12,65.59,632.3,516.35,378.97,9.22,6.9,0,999999999,90.26,20.57,140.66
(주)국순당,043650,2013/12,63.87,703.45,590.3,388.18,9.26,6.45,0,999999999,90.22,20.53,166.61
(주)국순당,043650,2014/12,63.97,634.49,547.06,208.6,10.14,7.28,0,999999999,89.5,20.63,172.94
(주)국순당,043650,2015/12,64.81,725.29,622.16,240.64,9.35,6.14,0,999999999,88.03,20.06,197.04
(주)국순당,043650,2016/12,69.97,755.95,640.93,192.05,9.22,5.19,0,999999999,88.08,19.74,191.11
(주)국순당,043650,2017/12,69.51,709.77,614.56,287.17,8.91,5.55,0,999999999,88.48,20.69,212.84
(주)국순당,043650,2018/12,77.78,627.32,519.07,205.79,8.71,4.93,0,999999999,88.83,22.01,238.44
(주)국순당,043650,2019/12,75.7,915.46,758.32,414.61,6.64,3.38,0.15,999999999,91.85,21.6,229
(주)국순당,043650,2020/12,79.88,673.27,562.81,356.49,7.5,4.1,0.35,999999999,92.86,23.51,208.41
(주)국순당,043650,2021/12,79.89,548.46,448.66,247.63,9.04,5.32,0.3,999999999,91.56,25.06,173.55
(주)국영지앤엠,006050,2011/12,109.28,149.79,140.9,5.51,86.43,51.5,33.51,-170.81,38.23,2.29,45.19
(주)국영지앤엠,006050,2012/12,84.96,339.48,313.98,115.92,30.98,13.56,14.12,-4.57,53.25,2.18,122.44
(주)국영지앤엠,006050,2013/12,82.1,204.36,191.45,103.18,36.17,26.46,15.43,2.35,51.41,2.21,101.11
(주)국영지앤엠,006050,2014/12,77.01,304.03,279.88,152.1,24.88,15.75,6.35,5.13,56.04,2.21,107.23
(주)국영지앤엠,006050,2015/12,73.09,222.09,211.5,99.18,30.1,25.67,6.02,-15.79,52.29,2.02,149.17
(주)국영지앤엠,006050,2016/12,71.39,252.94,218.22,87.22,29.89,23.13,6.43,3.4,52.14,2,119.84
(주)국영지앤엠,006050,2017/12,68.63,266.88,238.44,64.83,25.64,21.36,5.23,17.57,54.41,2.06,98.75
(주)국영지앤엠,006050,2018/12,68.01,292.76,261.99,111.74,16.59,16.59,1.64,-18.31,58.18,2.01,99.75
(주)국영지앤엠,006050,2019/12,69.26,261.22,240.15,77.08,29.97,23.24,8.85,15.75,52.7,2.07,88.7
(주)국영지앤엠,006050,2020/12,73.85,215.19,203.7,111.24,37.28,29.48,16.69,-18.55,49.08,1.97,100.9
(주)국영지앤엠,006050,2021/12,79.13,162.99,145.71,74.42,43.61,39.56,18.17,-46.71,44.52,1.69,104.69
(주)국전약품,307750,2018/12,,,,,,,,,,,
(주)국전약품,307750,2019/12,,,,,,,,,,,
(주)국전약품,307750,2020/12,58.32,179.07,123.78,44.9,79.34,67.58,47.11,10.05,49.09,7.36,67.08
(주)국전약품,307750,2021/12,36.17,351.98,277.82,87.4,28.67,26.28,9.44,21.56,73.13,15.95,108.26
(주)그래디언트,035080,2011/12,148.76,21.02,21.02,9.07,55.94,34.17,45.13,-37.08,71.29,12.23,339.18
(주)그래디언트,035080,2012/12,113.66,49.86,49.86,10.34,17.13,6.97,9.77,-0.12,85.07,13.48,197.45
(주)그래디언트,035080,2013/12,117.2,3.81,3.81,1.11,17.63,11.19,10.14,0.17,84.35,13.12,111.32
(주)그래디언트,035080,2014/12,107.64,17.21,17.21,1.43,8.53,5.18,1.79,0.35,89.06,13.35,127.42
(주)그래디언트,035080,2015/12,110.05,3.21,3.21,0.01,10.27,6.86,3.79,34.27,87.17,13.63,53.91
(주)그래디언트,035080,2016/12,103.83,3.75,3.75,0.01,3.93,2.7,2.66,22.55,91.4,12.16,32.52
(주)그래디언트,035080,2017/12,103.68,31.92,31.92,0.06,4.66,3.05,2.97,26.15,89.97,10.17,65.63
(주)그래디언트,035080,2018/12,103.56,28.58,28.58,9.83,4.38,2.88,2.84,27.44,91.36,10.19,54.83
(주)그래디언트,035080,2019/12,104.95,1.68,1.68,0.13,5.02,3.87,3.83,11.08,92.49,10.22,50.4
(주)그래디언트,035080,2020/12,121.33,71.03,63.2,6.86,62.94,58.58,5.29,-6.03,57.63,7.57,147.54
(주)그래디언트,035080,2021/12,86.99,115.9,115.9,0.97,82.51,82.42,0.13,34.07,49.77,7.22,216.16
(주)그리티,204020,2018/12,14.7,839.52,498.76,2,16.89,12.17,4.72,251.9,79.25,12.57,66.41
(주)그리티,204020,2019/12,24.31,605.87,317.55,3.42,16,15.13,7.43,14.33,74.12,6.13,60.3
(주)그리티,204020,2020/12,33.31,745.48,327.61,5.94,12.72,10.65,4.14,16.08,79.03,6.22,53.64
(주)그리티,204020,2021/12,38.51,578.97,167.59,8.69,14.5,13.12,4.19,-65.59,73.5,5.17,53.06
(주)그린플러스,186230,2019/12,76.18,213.43,169.79,35.39,53.89,36.41,44.08,4.73,60.72,14.25,117.4
(주)그린플러스,186230,2020/12,96.38,149.81,130.38,38.81,117.5,80.85,72.3,7.01,41.22,6.24,110.33
(주)그린플러스,186230,2021/12,55.26,278.8,231.84,113.19,44.66,32.07,31.52,8.37,63.88,9.42,98.9
(주)극동자동화,272420,2017/12,,,,,,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,68.15,150.3,87.7,14.79,88.63,80.16,22.62,17.06,49.62,6.56,88.64
(주)글로벌스탠다드테크놀로지,083450,2012/12,64.95,190.96,82.4,46.36,46.95,42.94,7.69,20.88,62.7,7.31,70.21
(주)글로벌스탠다드테크놀로지,083450,2013/12,57.96,205.54,112.89,47.74,45.66,42.67,6.42,53.29,63.55,8.14,65.09
(주)글로벌스탠다드테크놀로지,083450,2014/12,54.02,240.1,166.92,95.22,38.78,35.3,5.48,71.23,67.01,9.11,64.5
(주)글로벌스탠다드테크놀로지,083450,2015/12,60.49,309.95,226.39,136.53,22.35,19.96,5.03,54.7,76.01,9.91,65.5
(주)글로벌스탠다드테크놀로지,083450,2016/12,59.81,198.5,116.27,44.43,47.71,44.28,4.71,68.63,63.2,10.64,86.42
(주)글로벌스탠다드테크놀로지,083450,2017/12,62.72,240.54,148.05,74.29,32.24,28.9,2.97,358.76,71.17,13.59,48.48
(주)글로벌스탠다드테크놀로지,083450,2018/12,63.68,326.87,232.56,64.22,20.49,17.38,2.75,248.66,80.6,15.14,65.07
(주)글로벌스탠다드테크놀로지,083450,2019/12,47.33,267.25,206.31,59.79,33.83,32.37,2.45,526.27,72.99,18.96,73.19
(주)글로벌스탠다드테크놀로지,083450,2020/12,44.03,370.18,272.74,132.2,22.81,21.28,1.37,731.62,80.5,20.9,70.61
(주)글로벌스탠다드테크놀로지,083450,2021/12,40.68,265.9,204.64,68.36,37.24,36.31,1.01,1805.38,72.87,27.54,55.64
