회사명,거래소코드,회계년도,[제조]자산(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),배당금_현금,[제조]      장기차입금(*)(IFRS),[제조]매출액증가율(IFRS)
(주)국동,005320,2016/12,86116813,-2263482,,0,24.26
(주)국동,005320,2017/12,75154254,-3177835,,0,2.15
(주)국동,005320,2018/12,80727956,-4000973,,0,5.23
(주)국동,005320,2019/12,96856085,9576372,,0,-15.08
(주)국동,005320,2020/12,131882662,34655143,1931490,0,43.81
(주)국동,005320,2021/12,108310948,-24301785,,0,-33.14
(주)국보,001140,2011/12,97415381,2837703,50000,2731635,8.94
(주)국보,001140,2012/12,93953021,-3331024,50000,2835446,-7.71
(주)국보,001140,2013/12,94915572,3388938,50365,4832876,-0.17
(주)국보,001140,2014/12,87597909,54417,50365,4802814,-17.56
(주)국보,001140,2015/12,80158667,-691347,50365,3599269,-5.11
(주)국보,001140,2016/12,77487791,175508,,2927219,-8.79
(주)국보,001140,2017/12,69819240,-2767209,,3532843,-4
(주)국보,001140,2018/12,45599283,-5954554,,737525,-10.36
(주)국보,001140,2019/12,57467353,-6376380,,34197,-12.9
(주)국보,001140,2020/12,74173160,-9671738,,30095,-8.59
(주)국보,001140,2021/12,80664677,1413296,,12309,0.24
(주)국보디자인,066620,2011/12,79203327,17106438,1430000,0,19.42
(주)국보디자인,066620,2012/12,92873298,15836189,1500000,0,-3.85
(주)국보디자인,066620,2013/12,121964092,18002150,1725000,0,29.34
(주)국보디자인,066620,2014/12,125685773,14386136,1875000,0,3.3
(주)국보디자인,066620,2015/12,129037954,5593211,1875000,0,-0.39
(주)국보디자인,066620,2016/12,150830570,16198340,1825983,0,21.54
(주)국보디자인,066620,2017/12,158317679,19976906,2100000,0,37
(주)국보디자인,066620,2018/12,161750972,198822,1998139,0,-11.97
(주)국보디자인,066620,2019/12,197762410,5796396,2047227,0,2.58
(주)국보디자인,066620,2020/12,248699431,30754297,2199260,0,7.07
(주)국보디자인,066620,2021/12,324447518,15506474,2336713,0,16.42
(주)국순당,043650,2011/12,193849294,7229199,1689000,0,19.79
(주)국순당,043650,2012/12,203489729,8478916,1541000,0,-7.35
(주)국순당,043650,2013/12,203199593,6875600,770618,0,-16.51
(주)국순당,043650,2014/12,205782935,5749495,856303,0,-7.25
(주)국순당,043650,2015/12,203528460,-5215387,881398,0,-15.94
(주)국순당,043650,2016/12,200077411,2454538,881446,0,-8.71
(주)국순당,043650,2017/12,208832133,18084724,2997001,0,-12.19
(주)국순당,043650,2018/12,221229658,15817595,4583778,0,-12.33
(주)국순당,043650,2019/12,210006510,-3808205,1682103,0,-8.8
(주)국순당,043650,2020/12,226012235,12385565,2518475,0,4.79
(주)국순당,043650,2021/12,244356303,9260002,4092521,0,22.63
(주)국영지앤엠,006050,2011/12,61022765,2359273,,10759404,1.5
(주)국영지앤엠,006050,2012/12,60197670,-7365050,568000,3000000,2.85
(주)국영지앤엠,006050,2013/12,63108054,6008427,,3000000,27.43
(주)국영지앤엠,006050,2014/12,58995756,3236205,434416,3000000,-7.7
(주)국영지앤엠,006050,2015/12,63713392,647455,,2000000,-22.11
(주)국영지앤엠,006050,2016/12,65670915,-3296247,,3250000,28.3
(주)국영지앤엠,006050,2017/12,66101002,239246,,2250000,22.16
(주)국영지앤엠,006050,2018/12,60335138,5051582,,0,-10.44
(주)국영지앤엠,006050,2019/12,68657302,-2377260,508429,1804780,29.68
(주)국영지앤엠,006050,2020/12,70027760,5497526,,0,-11.82
(주)국영지앤엠,006050,2021/12,66277051,-1777762,,0,-14.53
(주)국전약품,307750,2018/12,,,,,
(주)국전약품,307750,2019/12,,,,,
(주)국전약품,307750,2020/12,57802440,9459523,,1950000,0
(주)국전약품,307750,2021/12,106988929,3042065,490692,942840,5.87
(주)그래디언트,035080,2011/12,521750143,2250816,,66000000,9.8
(주)그래디언트,035080,2012/12,482181596,-10567228,1430000,23100000,17.36
(주)그래디언트,035080,2013/12,473264178,-6019310,1658000,9900000,-28.79
(주)그래디언트,035080,2014/12,455860309,-1016428,1707039,0,-2.35
(주)그래디언트,035080,2015/12,475792856,4203314,1707413,0,66
(주)그래디언트,035080,2016/12,404583242,-2590783,2846891,0,28.33
(주)그래디언트,035080,2017/12,344022749,7851585,2810075,0,-24.41
(주)그래디언트,035080,2018/12,339457297,5564172,2719650,0,-1.98
(주)그래디언트,035080,2019/12,336145750,5968487,3630200,0,-28.75
(주)그래디언트,035080,2020/12,548439865,-8607119,1490754,0,1840.22
(주)그래디언트,035080,2021/12,606037452,22962521,3881896,0,-91.04
(주)그리티,204020,2018/12,86557287,6716028,1813269,0,-5.83
(주)그리티,204020,2019/12,86803901,-1030107,604000,0,3.36
(주)그리티,204020,2020/12,82599999,2620054,570350,0,-0.93
(주)그리티,204020,2021/12,73835239,-3860166,,0,-13.13
(주)그린플러스,186230,2019/12,56587945,-574078,,4705000,-6.28
(주)그린플러스,186230,2020/12,72749601,5821354,,3300000,40.61
(주)그린플러스,186230,2021/12,87360313,752488,,5580000,37.25
(주)극동자동화,272420,2017/12,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,49714791,3441305,332750,0,-11.99
(주)글로벌스탠다드테크놀로지,083450,2012/12,49050552,2653228,388000,0,54.38
(주)글로벌스탠다드테크놀로지,083450,2013/12,57053266,1808359,413413,0,25.72
(주)글로벌스탠다드테크놀로지,083450,2014/12,63317853,9680397,609542,0,8.97
(주)글로벌스탠다드테크놀로지,083450,2015/12,60770711,5202229,,0,-6.85
(주)글로벌스탠다드테크놀로지,083450,2016/12,78440684,-449319,,0,2.19
(주)글로벌스탠다드테크놀로지,083450,2017/12,88966307,15891168,902574,0,89.06
(주)글로벌스탠다드테크놀로지,083450,2018/12,87524011,5219548,,0,-25.29
(주)글로벌스탠다드테크놀로지,083450,2019/12,120984040,15029673,1778849,0,30.41
(주)글로벌스탠다드테크놀로지,083450,2020/12,120933571,19063786,1325137,0,2.24
(주)글로벌스탠다드테크놀로지,083450,2021/12,176056638,21090996,2644274,0,87.97
(주)금비,008870,2011/09,134828296,3797084,1040000,32441430,24.66
(주)금비,008870,2012/09,131454531,130614,897000,32055710,-8.08
(주)금비,008870,2013/09,131903805,4278839,971400,21296990,-1.52
(주)금비,008870,2014/09,138058582,7112570,809500,28336150,-1.6
(주)금비,008870,2015/09,142267212,8190642,1214000,11559100,16
(주)금비,008870,2016/09,155344926,6739915,1457000,20343967,7.15
(주)금비,008870,2017/09,148196313,8977361,1214250,26293833,-19.88
(주)금비,008870,2018/09,149863024,7260805,1376000,23691130,12.96
(주)금비,008870,2019/09,151412728,8170826,1376150,15062063,0.76
(주)금비,008870,2020/09,155700474,7820956,1052350,14269407,-13.27
(주)금비,008870,2021/09,162948184,13988569,1295000,13950200,3.7
(주)금빛,045890,2011/12,106199992,4301261,,9916935,-30.61
(주)금빛,045890,2012/12,99334136,9473080,,6958279,52.05
(주)금빛,045890,2013/12,105376423,1532358,,627099,1.97
(주)금빛,045890,2014/12,108557290,4722146,,0,1.26
(주)금빛,045890,2015/12,111805344,3284669,,0,4.03
(주)금빛,045890,2016/12,111035753,8373494,,10000000,-15.8
(주)금빛,045890,2017/12,114739264,-509347,,22000000,-2.16
(주)금빛,045890,2018/12,109608718,-1758462,,10000000,-23.42
(주)금빛,045890,2019/12,101724359,-13594750,,0,9.61
(주)금빛,045890,2020/12,117537442,-2183292,,0,-32.43
(주)금양,001570,2011/12,124086392,1114958,840000,2000000,11.24
(주)금양,001570,2012/12,127197484,3020423,1176000,8558732,7.29
(주)금양,001570,2013/12,142485295,-16431019,1512412,11828361,21.95
(주)금양,001570,2014/12,145135554,20006548,2016549,15164523,4.47
(주)금양,001570,2015/12,157467543,5231896,2016549,2752913,10.51
(주)금양,001570,2016/12,174953809,1940653,,5790360,5.61
(주)금양,001570,2017/12,167120998,11500511,,996900,-6.33
(주)금양,001570,2018/12,155507052,-528376,3057050,616900,0.58
(주)금양,001570,2019/12,171931897,-8115181,,2537190,-10.39
(주)금양,001570,2020/12,160123582,6371409,,0,-11.03
(주)금양,001570,2021/12,233730825,-41422728,,8249987,45.14
(주)금오하이텍,165270,2013/12,,,,,
(주)금오하이텍,165270,2014/12,,,,,
(주)금오하이텍,165270,2015/12,,,,,
(주)금오하이텍,165270,2016/12,,,,,
(주)금호에이치티,214330,2015/12,109367040,9740384,1220625,2100000,3.74
(주)금호에이치티,214330,2016/12,151786975,18418054,976500,19750000,4.38
(주)금호에이치티,214330,2017/12,146407321,7280265,732375,12500000,-12.78
(주)금호에이치티,214330,2018/12,230268876,18944987,,22000000,14.36
(주)금호에이치티,214330,2019/12,314666069,12110982,,16000000,17.16
(주)금호에이치티,214330,2020/12,333352730,15821335,,0,-18.29
(주)금호에이치티,214330,2021/12,419500176,-1903428,,0,8.91
(주)금화피에스시,036190,2011/12,94174014,15831663,2900000,0,-15.27
(주)금화피에스시,036190,2012/12,105483370,11267897,3480000,0,30.8
(주)금화피에스시,036190,2013/12,135180701,9217849,5400000,0,44.73
(주)금화피에스시,036190,2014/12,146360964,8104237,5400000,0,6.59
(주)금화피에스시,036190,2015/12,175086217,23799509,5400000,0,17.95
(주)금화피에스시,036190,2016/12,197557790,30403300,5400000,0,2.35
(주)금화피에스시,036190,2017/12,216252318,45454658,5400000,0,-13.18
(주)금화피에스시,036190,2018/12,242310750,21110484,7800000,0,15.49
(주)금화피에스시,036190,2019/12,255149491,15347622,7800000,0,-11.34
(주)금화피에스시,036190,2020/12,263069400,18041111,7677527,0,14.85
(주)금화피에스시,036190,2021/12,275117294,12170987,7677527,0,0.09
(주)기가레인,049080,2013/12,122926340,10891326,798161,16074800,0
(주)기가레인,049080,2014/12,133237615,14426620,885221,21333800,1.49
(주)기가레인,049080,2015/12,148551434,-351517,,18853647,-35.83
(주)기가레인,049080,2016/12,152639799,-3279275,,24443640,14.92
(주)기가레인,049080,2017/12,179756049,-3893464,0,13015860,27.67
(주)기가레인,049080,2018/12,176296022,-9320776,,8621072,27.59
(주)기가레인,049080,2019/12,115539385,8306714,,7391502,-44.74
(주)기가레인,049080,2020/12,100665922,-3158046,,2142780,-40.23
(주)기가레인,049080,2021/12,93643676,7413265,,1285680,82.13
(주)기산텔레콤,035460,2011/12,59416681,503727,,591000,-42.86
(주)기산텔레콤,035460,2012/12,46588431,7329218,,591000,35.53
(주)기산텔레콤,035460,2013/12,57254925,1903830,,20000,-1.77
(주)기산텔레콤,035460,2014/12,54284156,2836990,,0,-13.96
(주)기산텔레콤,035460,2015/12,53901387,6283220,,0,9.85
(주)기산텔레콤,035460,2016/12,47117435,-1680119,,0,-46.01
(주)기산텔레콤,035460,2017/12,44554117,2647045,,0,19.81
(주)기산텔레콤,035460,2018/12,34219394,-2276209,,0,-15.91
(주)기산텔레콤,035460,2019/12,40025881,5501406,,0,22.85
(주)기산텔레콤,035460,2020/12,42845627,-2584106,,2690000,-12.31
(주)기산텔레콤,035460,2021/12,36649803,-479429,,2330000,-32.32
(주)까뮤이앤씨,013700,2011/12,248885092,-20322130,,1466667,-58.95
(주)까뮤이앤씨,013700,2012/12,203481478,3105839,,1466667,1.03
(주)까뮤이앤씨,013700,2013/12,167635146,-10254054,,1466667,-8.14
(주)까뮤이앤씨,013700,2014/12,129647729,12949303,334230,1466667,47.86
(주)까뮤이앤씨,013700,2015/12,129465385,7869800,561935,2933333,7.12
(주)까뮤이앤씨,013700,2016/12,142978398,-9738971,545091,2800000,5.54
(주)까뮤이앤씨,013700,2017/12,139937930,8151089,886245,2466667,23.24
(주)까뮤이앤씨,013700,2018/12,142240175,-6807595,886245,12233333,-32.46
(주)까뮤이앤씨,013700,2019/12,168876167,7627840,1329369,34700000,143.7
(주)까뮤이앤씨,013700,2020/12,166218114,-22021730,886245,23766667,-42.94
(주)까뮤이앤씨,013700,2021/12,195058433,-2668352,886245,16558333,1.21
(주)까스텔바작,308100,2019/12,88614189,1951782,,0,-11.97
(주)까스텔바작,308100,2020/12,100111686,664730,,0,-17.19
(주)까스텔바작,308100,2021/12,116929289,5413198,,0,-0.47
(주)나노,187790,2014/12,,,,,
(주)나노,187790,2015/12,72593232,-10073298,,7050000,0
(주)나노,187790,2016/12,57351009,-237399,,5694320,24.18
(주)나노,187790,2017/12,59149648,-460060,,3888800,62.04
(주)나노,187790,2018/12,66624058,5871665,476978,2333280,14.34
(주)나노,187790,2019/12,73016346,1909303,,777760,12.22
(주)나노,187790,2020/12,69834141,8335739,,1557760,-5.42
(주)나노,187790,2021/12,58231241,43313,,650000,-1.21
(주)나노브릭,286750,2019/12,24551526,-1388477,,300000,8.2
(주)나노브릭,286750,2020/12,22122099,1966016,,300000,11.27
(주)나노브릭,286750,2021/12,32994831,-2886912,,0,-19.04
(주)나노신소재,121600,2011/12,73039188,-2077395,,1566616,20.34
(주)나노신소재,121600,2012/12,68451247,1148914,,1200000,-29.38
(주)나노신소재,121600,2013/12,67590589,2106797,,3360000,13.46
(주)나노신소재,121600,2014/12,71672677,1080222,1058583,2720000,4.1
(주)나노신소재,121600,2015/12,82685704,10954501,1627143,980000,54.48
(주)나노신소재,121600,2016/12,84288643,7393392,1081633,240000,-4.7
(주)나노신소재,121600,2016/12,84288643,7393392,30563,240000,-4.7
(주)나노신소재,121600,2017/12,89013566,9525417,66008,0,10.84
(주)나노신소재,121600,2017/12,89013566,9525417,1390783,0,10.84
(주)나노신소재,121600,2018/12,98056917,3478436,66008,0,14.66
(주)나노신소재,121600,2018/12,98056917,3478436,1498236,0,14.66
(주)나노신소재,121600,2019/12,101777474,12314436,47855,0,-6.42
(주)나노신소재,121600,2019/12,101777474,12314436,1287800,0,-6.42
(주)나노신소재,121600,2020/12,106596286,9481708,90037,3000000,-0.75
(주)나노신소재,121600,2020/12,106596286,9481708,1055996,3000000,-0.75
(주)나노신소재,121600,2021/12,121663172,10782188,1268578,3000000,26.13
(주)나노신소재,121600,2021/12,121663172,10782188,90037,3000000,26.13
(주)나노신소재,121600,2021/12,121663172,10782188,71921,3000000,26.13
(주)나노엔텍,039860,2011/12,50081334,-5521860,,187500,-13.3
(주)나노엔텍,039860,2012/12,44443980,-2942544,,0,3.62
(주)나노엔텍,039860,2013/12,46319139,3688946,,0,40.63
(주)나노엔텍,039860,2014/12,46185844,-1135277,,0,6.21
(주)나노엔텍,039860,2015/12,58551326,-3239260,,3000000,-7.91
(주)나노엔텍,039860,2016/12,47792785,-11163,,3000000,6.84
(주)나노엔텍,039860,2017/12,45400592,2638359,,0,11.06
(주)나노엔텍,039860,2018/12,45657059,2118808,,0,12.37
(주)나노엔텍,039860,2019/12,50554981,4092097,,0,0.92
(주)나노엔텍,039860,2020/12,55778128,4221066,,0,9.33
(주)나노엔텍,039860,2021/12,65955525,10601063,,0,24.76
(주)나노트로닉스,010670,2011/12,49592390,-4294578,,0,-4.5
(주)나노트로닉스,010670,2012/12,52490396,-3028947,,0,12.84
(주)나무가,190510,2015/12,147630953,22667048,,3400000,70.21
(주)나무가,190510,2016/12,114797114,13776122,,0,-42.57
(주)나무가,190510,2017/12,73845257,-27355164,,0,-10.67
(주)나무가,190510,2018/12,78000824,4364540,,0,17.89
(주)나무가,190510,2019/12,157114377,-25125682,,0,37.93
(주)나무가,190510,2020/12,161567610,-44270038,,500000,41.08
(주)나무가,190510,2021/12,152467271,12134051,,0,-10.08
(주)나스미디어,089600,2013/12,97139620,-4849054,1401893,0,5.5
(주)나스미디어,089600,2014/12,97502238,733321,2391465,0,20.61
(주)나스미디어,089600,2015/12,141732627,17844850,2968716,0,52.37
(주)나스미디어,089600,2016/12,192274757,11922078,3414329,0,35.74
(주)나스미디어,089600,2017/12,239540352,13087893,6040737,0,36.49
(주)나스미디어,089600,2018/12,229196776,19622107,4639986,0,-14.72
(주)나스미디어,089600,2019/12,279587256,27690940,5611446,0,9.04
(주)나스미디어,089600,2020/12,322623307,48028784,6801753,0,4.7
(주)나스미디어,089600,2021/12,369204310,45402227,7480422,0,8.13
(주)나이벡,138610,2011/12,17401025,-826487,,2417460,-48.72
(주)나이벡,138610,2012/12,16460027,-98195,,2667540,43.42
(주)나이벡,138610,2013/12,17054924,-1814637,,1321740,-41.38
(주)나이벡,138610,2014/12,14148441,-903853,,179760,110.66
(주)나이벡,138610,2015/12,19428914,-2133735,,2214660,-12.8
(주)나이벡,138610,2016/12,22969642,-372211,,1556220,15.11
(주)나이벡,138610,2017/12,25750373,563218,,897780,31.19
(주)나이벡,138610,2018/12,22317590,-2307211,,851965,-17.37
(주)나이벡,138610,2019/12,35734880,-867616,,20830,78.34
(주)나이벡,138610,2020/12,53080037,-501656,,1084500,-31.55
(주)나이벡,138610,2021/12,53277317,817972,,1102000,114.33
(주)나이스디앤비,130580,2011/12,22641623,3484794,755000,0,7.05
(주)나이스디앤비,130580,2012/12,24790683,3084215,909000,0,10.54
(주)나이스디앤비,130580,2013/12,27132117,4548075,908600,0,1.59
(주)나이스디앤비,130580,2014/12,31070259,4345257,1093400,0,7.9
(주)나이스디앤비,130580,2015/12,34806859,5526187,1293600,0,12.05
(주)나이스디앤비,130580,2016/12,37343939,3957415,1293600,0,1.4
(주)나이스디앤비,130580,2017/12,43008000,6488038,1478400,0,34.59
(주)나이스디앤비,130580,2018/12,51102350,9615351,2310000,0,30.44
(주)나이스디앤비,130580,2019/12,60523112,9517946,2695000,0,19.24
(주)나이스디앤비,130580,2020/12,68802755,14682608,3080000,0,19.93
(주)나이스디앤비,130580,2021/12,79872436,15740475,3542000,0,7.32
(주)나이스홀딩스,034310,2011/12,329687222,4364308,1968000,9000000,98.29
(주)나이스홀딩스,034310,2012/12,326573175,16095924,4772000,0,16.39
(주)나이스홀딩스,034310,2013/12,340424811,6370321,4037910,7500000,-24.3
(주)나이스홀딩스,034310,2014/12,374466879,9552606,3900798,16500000,1.09
(주)나이스홀딩스,034310,2015/12,379918653,7860176,4255416,0,22.14
(주)나이스홀딩스,034310,2016/12,388557495,16928578,4610034,0,10.99
(주)나이스홀딩스,034310,2017/12,384843529,15886450,4610034,0,11.18
(주)나이스홀딩스,034310,2018/12,423389599,24167521,6818814,0,7.65
(주)나이스홀딩스,034310,2019/12,438147427,26795951,8712929,0,10.77
(주)나이스홀딩스,034310,2020/12,473226005,20291135,10220982,0,-12.74
(주)나이스홀딩스,034310,2021/12,467714548,21259315,13976384,0,10.96
(주)나이코,192240,2014/12,,,128123,,
(주)나이코,192240,2015/12,,,,,
(주)나인테크,267320,2017/12,,,,,
(주)나인테크,267320,2018/12,,,,,
(주)나인테크,267320,2019/12,,,,,
(주)나인테크,267320,2020/12,73527140,-6113845,,17388100,0
(주)나인테크,267320,2021/12,81905515,-8555595,,10997820,-4.23
(주)남선알미늄,008350,2011/12,224292636,-2094516,,546000,11.64
(주)남선알미늄,008350,2012/12,236720122,-3855861,,364000,2.03
(주)남선알미늄,008350,2013/12,237576875,15754793,,182000,14.53
(주)남선알미늄,008350,2014/12,240321965,13619840,,0,-3.42
(주)남선알미늄,008350,2015/12,286102329,-14335410,,3750000,2.64
(주)남선알미늄,008350,2016/12,283413750,41308166,,0,14.39
(주)남선알미늄,008350,2017/12,284649401,30268216,,0,-0.02
(주)남선알미늄,008350,2018/12,294949630,24353843,,10000000,-13.19
(주)남선알미늄,008350,2019/12,292559970,27827235,,11125000,-6.63
(주)남선알미늄,008350,2020/12,276931596,-8945995,,8625000,-17.34
(주)남선알미늄,008350,2021/12,275681346,12183877,,7390000,-14.2
(주)남성,004270,2011/12,185361070,197740,839000,2092300,-15.71
(주)남성,004270,2012/12,189440992,-4199539,524000,0,0.73
(주)남성,004270,2013/12,170466140,14320713,371596,0,1.82
(주)남성,004270,2014/12,170614606,-7544776,374096,0,4.67
(주)남성,004270,2015/12,176973347,-7703096,157251,0,5
(주)남성,004270,2016/12,169335721,3352114,199615,0,13.87
(주)남성,004270,2017/12,170016707,16435033,320052,0,10.53
(주)남성,004270,2018/12,168663357,-465011,314768,1166667,-18.8
(주)남성,004270,2019/12,168351672,-4419452,412560,1500000,-9.1
(주)남성,004270,2020/12,155194452,78075,630084,0,15.79
(주)남성,004270,2021/12,241617650,-4316846,783062,0,22.63
(주)내츄럴엔도텍,168330,2013/12,68289681,25399130,,0,0
