회사명,거래소코드,회계년도,[제조]매출액순이익률(IFRS),[제조]총자본순이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]매출원가 대 매출액비율(IFRS),[제조]광고선전비 대 매출액비율(IFRS),[제조]유보율(IFRS)
남해화학(주),025860,2021/12,1.49,3.32,4.71,91.68,0.04,856.09
남화산업(주),111710,2018/12,31.34,3.05,3.37,0,0.61,3121.83
남화산업(주),111710,2019/12,20.52,2.1,2.3,0,0.11,3177.94
남화산업(주),111710,2020/12,37.32,4.4,4.8,0,0.1,3309.47
남화산업(주),111710,2021/12,53.05,8.58,9.4,0,0.16,3588.43
남화토건(주),091590,2012/12,5.52,4.3,5.15,89.06,0.03,1534.7
남화토건(주),091590,2013/12,3.59,2.75,3.24,91.55,0.04,1558.28
남화토건(주),091590,2014/12,3.82,3.12,3.6,92.2,0.01,1599.35
남화토건(주),091590,2015/12,-0.01,-0.01,-0.01,94.3,0.07,1580.69
남화토건(주),091590,2016/12,5.47,2.93,3.35,88.21,0.02,1623.84
남화토건(주),091590,2017/12,7.82,4.05,4.69,86.27,0.01,1689.32
남화토건(주),091590,2018/12,4.64,1.82,2.09,90.95,0.01,1706.81
남화토건(주),091590,2019/12,7.74,3.31,3.82,90.21,0,1762.88
남화토건(주),091590,2020/12,6.67,3.77,4.44,89.62,0,1833.15
남화토건(주),091590,2021/12,8.16,6.18,7.34,89.15,0,1959.66
네이버(주),035420,2011/12,32.87,25.62,32.29,0,3.39,9916.33
네이버(주),035420,2012/12,35.47,23.18,29.95,0,3.33,11995.22
네이버(주),035420,2013/12,160.25,80,108.94,0,2.54,13602.44
네이버(주),035420,2014/12,28.14,18.47,26.13,0,3.2,16910.1
네이버(주),035420,2015/12,30.01,21.03,29.98,0,7.29,20729.53
네이버(주),035420,2016/12,26.11,18.01,25.64,0,6.03,24566.68
네이버(주),035420,2017/12,28.98,18.47,25.57,0,6.52,30881.1
네이버(주),035420,2018/12,26.03,15.98,21.21,0,8.32,35416.41
네이버(주),035420,2019/12,28.01,17.34,21.66,0,8.25,41886.48
네이버(주),035420,2020/12,29,15.45,18.71,0,10.31,51333.22
네이버(주),035420,2021/12,30.38,14,18.38,0,11.55,62993.89
넥센타이어(주),002350,2011/12,7.71,6.92,17.37,75.68,0.85,967.85
넥센타이어(주),002350,2012/12,9.34,7.83,20.6,73.26,0.85,1186.03
넥센타이어(주),002350,2013/12,8.11,6.22,15.41,71.95,1.09,1381.77
넥센타이어(주),002350,2014/12,8.33,5.7,13.76,68.9,1.86,1582.16
넥센타이어(주),002350,2015/12,8.49,5.77,13.22,66.88,2.37,1759.76
넥센타이어(주),002350,2016/12,9.76,6.59,13.69,65.81,2.87,2025.31
넥센타이어(주),002350,2017/12,7.63,5.19,9.73,68.95,2.16,2270.55
넥센타이어(주),002350,2018/12,8.87,5.84,10.48,72.91,2.22,2499.47
넥센타이어(주),002350,2019/12,8.59,5.39,9.45,72.42,1.95,2758.64
넥센타이어(주),002350,2020/12,2.37,1.08,1.84,75.95,2.7,2822.95
넥센타이어(주),002350,2021/12,-1.45,-0.74,-1.3,83.69,2.81,2807.51
넥스콘테크놀러지(주),038990,2011/12,0.89,1.24,4.7,90.87,0.01,671.41
넥슨지티(주),041140,2011/12,5.95,2.81,4.49,26.87,5.13,235.53
넥슨지티(주),041140,2012/12,29.2,18.16,23.79,24.2,1.78,328.08
넥슨지티(주),041140,2013/12,35.84,19.79,23.71,27.22,0.4,452.38
넥슨지티(주),041140,2014/12,15.32,8,9.43,37.04,1.9,530.81
넥슨지티(주),041140,2015/12,29.73,12.66,14.78,31.12,3.38,636.94
넥슨지티(주),041140,2016/12,28.26,10.26,11.42,30.99,0.04,734.01
넥슨지티(주),041140,2017/12,-37.06,-11.32,-12.2,66.87,0.04,648.06
넥슨지티(주),041140,2018/12,-18.94,-4.09,-4.39,70.43,0.08,625.88
넥슨지티(주),041140,2019/12,-39,-9.14,-9.88,65.76,0.08,567.3
넥슨지티(주),041140,2020/12,11.95,2.66,2.88,38.47,0.05,586.1
넥슨지티(주),041140,2021/12,49.54,19.9,21.6,24.9,0.03,745.24
넷마블(주),251270,2017/12,5.12,2.61,2.97,0,11.94,51474.57
넷마블(주),251270,2018/12,3.7,0.91,0.99,0,12.63,51846.49
넷마블(주),251270,2019/12,2.24,0.62,0.66,0,9.92,53466.42
넷마블(주),251270,2020/12,7.5,1.88,2.22,0,10.2,64592.27
넷마블(주),251270,2021/12,33.23,5.61,8.1,0,12.27,70620.95
농업회사법인(주)농우바이오,054050,2011/10,21.67,9.49,10.45,37.58,1.95,1680.45
농업회사법인(주)농우바이오,054050,2012/09,27.45,10.68,11.51,33.74,1.79,1925.31
농업회사법인(주)농우바이오,054050,2013/09,19.2,7.68,8.41,40.52,1.67,2056.78
농업회사법인(주)농우바이오,054050,2014/09,19.84,7.84,8.62,40.27,1.47,2198.94
농업회사법인(주)농우바이오,054050,2015/09,17.75,7.23,8.21,38.69,1.18,2343.71
농업회사법인(주)농우바이오,054050,2015/12,7.73,0.5,0.61,30.55,2.69,2308.32
농업회사법인(주)농우바이오,054050,2016/12,-10.97,-4.28,-5.57,44.41,1.17,2181.22
농업회사법인(주)농우바이오,054050,2017/12,9.43,3.74,4.94,46.35,1.26,2296.72
농업회사법인(주)농우바이오,054050,2018/12,33.6,11.13,13.58,47.44,1.07,2696.55
농업회사법인(주)농우바이오,054050,2019/12,5.66,1.97,2.3,51.58,1.05,2696.18
농업회사법인(주)농우바이오,054050,2020/12,7.94,2.83,3.45,53.93,1.64,2756.2
농업회사법인(주)농우바이오,054050,2021/12,4.79,1.73,2.1,53.16,0.95,2781.92
농업회사법인아시아종묘(주),154030,2018/09,-13.33,-7.09,-13.38,52.67,0.9,307.44
농업회사법인아시아종묘(주),154030,2019/09,-23.33,-11.33,-25.01,50.08,1.36,216.88
농업회사법인아시아종묘(주),154030,2020/09,-6.56,-3.79,-9.96,48.81,0.6,215.57
농업회사법인아시아종묘(주),154030,2021/09,-3.79,-2.26,-5.07,49.44,0.58,293.55
뉴지랩파마(주),214870,2015/12,4.59,9.12,12.56,87.17,0.44,1087.36
뉴지랩파마(주),214870,2016/12,-3.31,-2.52,-3.16,93.04,0.57,1040.7
뉴지랩파마(주),214870,2017/12,-29.79,-15.46,-25.44,99.26,0.53,975.02
뉴지랩파마(주),214870,2018/12,-45.09,-12.68,-24.04,100.28,0.45,336.71
뉴지랩파마(주),214870,2019/12,0.21,0.22,0.39,72.29,0.01,457.55
뉴지랩파마(주),214870,2020/12,-21.41,-8.94,-15.91,83.05,0,427.92
뉴지랩파마(주),214870,2021/12,-140.73,-25.84,-52.36,90.71,0,277.8
닉스테크(주),063840,2013/12,9.19,10.59,18.47,64.4,0.22,207.63
닉스테크(주),063840,2014/12,6.62,6.33,11.15,64.1,0.22,240.96
닉스테크(주),063840,2015/12,13.13,11.35,20.59,64.71,0.12,320.52
다믈멀티미디어(주),093640,2011/12,-8.9,-15.77,-41.94,81.75,0,69.66
다믈멀티미디어(주),093640,2012/12,1.86,4.36,11.27,73.54,0,94.43
다믈멀티미디어(주),093640,2013/12,1.21,2.58,5.51,72.45,0,107.4
다믈멀티미디어(주),093640,2014/12,1.93,4.49,8.58,71.63,0,126.41
다믈멀티미디어(주),093640,2015/12,-5.74,-10.86,-20.26,76.06,0,130.36
다믈멀티미디어(주),093640,2016/12,0.32,0.57,1.07,72.19,0,148.07
다믈멀티미디어(주),093640,2017/12,-22.63,-32.03,-68.4,72.05,0,24.57
다믈멀티미디어(주),093640,2018/12,-32.47,-27.78,-57.58,67.56,0,113.49
다믈멀티미디어(주),093640,2019/12,4.08,2.22,3.61,61.08,0,292.15
다믈멀티미디어(주),093640,2020/12,-12.88,-3.54,-4.99,57.09,0,291.11
다믈멀티미디어(주),093640,2021/12,24.57,5.4,7.78,52.7,0,416.86
다스코(주),058730,2011/12,4.03,3.91,5.95,83.88,0.08,794.77
다스코(주),058730,2012/12,7.08,8.09,12.03,82.77,0.05,902.15
다스코(주),058730,2013/12,6.98,7.66,11.27,80.21,0.06,1003.33
다스코(주),058730,2014/12,5.68,5.93,8.59,81.86,0.08,1069.47
다스코(주),058730,2015/12,6.23,7.18,10.46,81.5,0.05,1176.62
다스코(주),058730,2016/12,7.84,8.62,13.08,79.18,0.06,1215.65
다스코(주),058730,2017/12,8.34,9.73,16.58,77.52,0.08,1410.09
다스코(주),058730,2018/12,7.51,8.24,14.59,83.03,0.13,1493.41
다스코(주),058730,2019/12,1.16,1.16,1.98,85.79,0.12,1480.41
다스코(주),058730,2020/12,-4.11,-3.54,-6.67,93,0.15,1417.26
다스코(주),058730,2021/12,-2.03,-2.03,-4.37,90.71,0.05,1306.89
다이노나(주),086080,2018/12,-22.98,-4.69,0,31.82,0.03,230.79
다이노나(주),086080,2019/12,-1065.84,-25.41,-33.86,63.95,0.26,135.52
다이노나(주),086080,2020/12,-729.56,-20.41,-28.01,52.61,0.59,321.91
대덕GDS(주),004130,2011/12,5.69,5.67,6.88,90.51,0,3050.45
대덕GDS(주),004130,2012/12,7.33,7.72,9.41,86.9,0,3280.28
대덕GDS(주),004130,2013/12,8.88,10.05,12.4,85.99,0,3644.41
대덕GDS(주),004130,2014/12,3.37,3.41,4.12,94.06,0,3762.69
대덕GDS(주),004130,2015/12,4.39,4.12,4.71,94.48,0,3891.34
대덕GDS(주),004130,2016/12,1.98,1.69,1.88,94.67,0,3938.32
대덕GDS(주),004130,2017/12,6.57,5.71,6.48,88.8,0,4126.49
대덕전자(주),353200,2020/12,,,,,,
대덕전자(주),353200,2021/12,6.96,7.3,10.03,88.11,0,2577.19
대동금속(주),020400,2011/12,1.96,2.87,7.77,91.16,0.03,623.01
대동금속(주),020400,2012/12,0.37,0.43,1.29,92.1,0.01,625.7
대동금속(주),020400,2013/12,0.67,0.78,2.24,92.16,0.01,637.07
대동금속(주),020400,2014/12,0.53,0.61,1.81,91.6,0.01,638.99
대동금속(주),020400,2015/12,1.26,1.24,3.37,89.28,0.01,1023.36
대동금속(주),020400,2016/12,-0.41,-0.39,-0.95,92.73,0.01,997.92
대동금속(주),020400,2017/12,1.12,1.24,3.1,91.58,0,1050.44
대동금속(주),020400,2018/12,1.06,1.11,2.83,91.93,0.01,1279
대동금속(주),020400,2019/12,0,0,0,90.9,0.01,1255.16
대동금속(주),020400,2020/12,1.37,1.43,4.32,92.74,0,1279.58
대동금속(주),020400,2021/12,1.91,2.42,6.44,92.45,0,1271.37
대동기어(주),008830,2011/12,0.88,1.02,2.24,94.11,0,1105.05
대동기어(주),008830,2012/12,-2.51,-2.48,-5.48,97.72,0,1036.84
대동기어(주),008830,2013/12,0.06,0.06,0.15,94.78,0,1026.19
대동기어(주),008830,2014/12,0.11,0.1,0.28,95.27,0.01,1021.43
대동기어(주),008830,2015/12,0.77,0.57,1.55,94.07,0.01,1323.05
대동기어(주),008830,2016/12,-3.3,-1.85,-4.96,96.94,0,1231.47
대동기어(주),008830,2017/12,0.06,0.04,0.12,92.68,0,1242.51
대동기어(주),008830,2018/12,0.16,0.12,0.35,93.04,0.01,1211.72
대동기어(주),008830,2019/12,-0.39,-0.31,-0.96,93.39,0.01,1176.68
대동기어(주),008830,2020/12,1.5,1.24,3.83,91.93,0.02,1342.36
대동기어(주),008830,2021/12,2.35,2.33,7.11,91.9,0.11,1439.96
대동전자(주),008110,2011/03,17.43,3.19,3.61,68.06,0.03,2018.05
대동전자(주),008110,2012/03,-63.22,-7.47,-8.36,82.55,0,1751.99
대동전자(주),008110,2013/03,5.86,0.65,0.72,80.24,0,1740.83
대동전자(주),008110,2014/03,19.87,2.6,2.98,78.98,0,1780.53
대동전자(주),008110,2015/03,29.09,3.94,4.54,96.18,0,2237.89
대동전자(주),008110,2016/03,-20.09,-2.34,-2.76,86.1,0,2140.71
대동전자(주),008110,2017/03,20.21,2.55,3.07,79.65,0,2209.35
대동전자(주),008110,2018/03,-7.75,-0.87,-1.03,88.88,0,2183.27
대동전자(주),008110,2019/03,5.13,0.54,0.65,87.04,0,2194.47
대동전자(주),008110,2020/03,15.27,1.75,2.09,88.69,0,2236.42
대동전자(주),008110,2021/03,16.28,1.89,2.3,71.53,0,2663.04
대림비앤코(주),005750,2011/12,1.35,0.52,0.8,80.07,2.24,886.38
대림비앤코(주),005750,2012/12,-3.87,-1.65,-2.67,80.56,3.05,846.09
대림비앤코(주),005750,2013/12,1.43,0.68,1.15,81.73,0.99,854.17
대림비앤코(주),005750,2014/12,6.1,3.41,5.9,78.11,0.8,888.52
대림비앤코(주),005750,2015/12,4.79,3.13,5.55,76.99,1.74,841.71
대림비앤코(주),005750,2016/12,4.5,3.24,5.86,77.24,0.61,835.71
대림비앤코(주),005750,2017/12,3.22,2.47,4.44,79.21,0.88,866.76
대림비앤코(주),005750,2018/12,1.97,1.6,2.93,79.78,0.99,863.58
대림비앤코(주),005750,2019/12,1.35,1.04,1.98,79.54,0.8,865.46
대림비앤코(주),005750,2020/12,-0.87,-0.63,-1.26,80.35,0.96,849.24
대림비앤코(주),005750,2021/12,0.49,0.39,0.8,81,1.2,843.94
대림통상(주),006570,2011/12,-0.13,-0.07,-0.13,83.93,1.01,800.25
대림통상(주),006570,2012/12,-4.19,-2.38,-4.12,87.17,1.02,753.11
대림통상(주),006570,2013/12,0.71,0.4,0.71,87.58,1.07,755.8
대림통상(주),006570,2014/12,1.45,0.87,1.58,85.8,0.92,747.33
대림통상(주),006570,2015/12,-3.86,-2.4,-4.33,86.45,0.77,694.31
대림통상(주),006570,2016/12,1.02,0.71,1.24,83.67,0.43,691.39
대림통상(주),006570,2017/12,-2.09,-1.69,-3.02,85.03,0.73,652.09
대림통상(주),006570,2018/12,-0.83,-0.72,-1.26,87.62,0.18,628.35
대림통상(주),006570,2019/12,-7.71,-6.72,-11.16,87.4,0.22,535.11
대림통상(주),006570,2020/12,-12.53,-10.04,-17.59,86.96,0.39,416.3
대림통상(주),006570,2021/12,-0.69,-0.55,-1,84.21,0.44,418.8
대모엔지니어링(주),317850,2019/12,4.09,2.63,4.51,75.25,0.5,942.11
대모엔지니어링(주),317850,2020/12,0.32,0.17,0.29,77.72,0.25,935.32
대모엔지니어링(주),317850,2021/12,8.43,5.25,8.91,81.42,0.33,1024.41
대보마그네틱(주),290670,2018/12,16.51,9.19,11.46,64,0.49,1738.13
대보마그네틱(주),290670,2019/12,16.02,7.7,11.79,65.02,0.14,1033.61
대보마그네틱(주),290670,2020/12,-7.36,-1.83,-2.95,77.01,0.14,1285.06
대보마그네틱(주),290670,2021/12,11.77,7.54,9.88,77.62,0.01,1666.74
대봉엘에스(주),078140,2011/12,6.37,5.98,7.41,83.77,0.23,534.81
대봉엘에스(주),078140,2012/12,6.18,6.11,7.14,84.29,0.15,570.85
대봉엘에스(주),078140,2013/12,8.64,7.71,8.78,78.98,0.11,621.97
대봉엘에스(주),078140,2014/12,8.09,8.24,9.25,79.86,0.06,681.55
대봉엘에스(주),078140,2015/12,10.07,10.38,11.76,78.34,0.14,768.58
대봉엘에스(주),078140,2016/12,10.86,11.72,13.41,76.64,0.15,882.73
대봉엘에스(주),078140,2017/12,7.01,6.25,7.07,77.29,0.24,944.43
대봉엘에스(주),078140,2018/12,4.93,4.59,5.12,81.2,0.27,989.01
대봉엘에스(주),078140,2019/12,3.18,2.57,2.95,82.98,0.2,1011.51
대봉엘에스(주),078140,2020/12,21.68,16.47,19.63,83.25,0.1,1240.88
대봉엘에스(주),078140,2021/12,4.7,3.35,4.11,81.27,0.13,1286.24
대상(주),001680,2011/12,3.97,4.78,11.33,69.8,2.61,1328.09
대상(주),001680,2012/12,4.75,5.89,13.48,70.24,2.02,1510.44
대상(주),001680,2013/12,5.48,6.57,13.89,69.21,1.52,1731
대상(주),001680,2014/12,4.59,5.38,10.69,68.52,1.76,1886.04
대상(주),001680,2015/12,4.42,4.91,9.79,68.92,1.8,2047.91
대상(주),001680,2016/12,3.88,4.1,8.93,71.81,1.63,2228.42
대상(주),001680,2017/12,2.5,2.88,6.44,70.58,1.29,2295.63
대상(주),001680,2018/12,3.46,4.15,8.68,73.03,0.92,2453.83
대상(주),001680,2019/12,4.67,5.68,11.92,74.16,0.62,2690.91
대상(주),001680,2020/12,4.42,5.08,11.07,72.44,0.73,2885.83
대상(주),001680,2021/12,4.87,5.65,12.26,73.73,0.93,3257.43
대상홀딩스(주),084690,2011/12,127.91,2.6,2.76,0,0.03,881.36
대상홀딩스(주),084690,2012/12,73.67,1.5,1.6,0,0.28,889.06
대상홀딩스(주),084690,2013/12,49.76,1.22,1.29,0,0.46,890.28
대상홀딩스(주),084690,2014/12,87.19,4.51,4.76,0,0.22,922.84
대상홀딩스(주),084690,2015/12,66.33,2.44,2.58,0,0.3,925.04
대상홀딩스(주),084690,2016/12,44.5,1.85,1.96,0,0.62,928.33
대상홀딩스(주),084690,2017/12,62.59,2.79,2.94,0,0.59,942.78
대상홀딩스(주),084690,2018/12,59.29,2.97,3.12,0,2.37,952.78
대상홀딩스(주),084690,2019/12,4.49,0.33,0.35,0,3.72,936.84
대상홀딩스(주),084690,2020/12,9.23,0.6,0.63,0,2.99,925.46
대상홀딩스(주),084690,2021/12,13.07,0.82,0.97,0,11.83,903.23
대성산업(주),128820,2011/12,-4.61,-2.56,-8.31,89.27,0.69,2328.2
대성산업(주),128820,2012/12,-7.29,-3.88,-14.52,87.68,0.44,1986.34
대성산업(주),128820,2013/12,-24.69,-12.08,-55.67,85.94,0.43,212.88
대성산업(주),128820,2014/12,-39.41,-20.51,-179.92,88.28,0.28,-21.87
대성산업(주),128820,2015/12,-15.24,-8.55,-176.62,86.81,0.09,-37.68
대성산업(주),128820,2016/12,-19.97,-15.6,-174.04,86.4,0.06,-77.63
대성산업(주),128820,2017/12,54.68,21.87,94.95,88.22,0.06,70.14
대성산업(주),128820,2018/12,0.67,0.6,1.41,88.73,0.07,93.84
대성산업(주),128820,2019/12,-7.91,-6.74,-15.29,89.92,0.07,67.24
대성산업(주),128820,2020/12,4.45,3.6,7.8,88.97,0.03,101.86
대성산업(주),128820,2021/12,0.34,0.3,0.59,90.76,0.01,105.36
대성에너지(주),117580,2011/12,1.86,2.85,6.25,89.14,0.12,861.82
대성에너지(주),117580,2012/12,1.31,2.09,4.8,90.05,0.12,876.31
대성에너지(주),117580,2013/12,1.22,1.92,4.6,90.22,0.1,897.58
대성에너지(주),117580,2014/12,1.19,1.9,4.59,90.34,0.05,913.69
대성에너지(주),117580,2015/12,1.57,2.09,4.87,87.57,0.06,937.05
대성에너지(주),117580,2016/12,1.89,2.24,4.84,83.8,0.07,962.9
대성에너지(주),117580,2017/12,1.94,2.34,5.01,83.58,0.07,991.57
대성에너지(주),117580,2018/12,1.71,2.03,4.37,83.32,0.06,999.14
대성에너지(주),117580,2019/12,1.76,2.01,4.46,83.62,0.07,1017.48
대성에너지(주),117580,2020/12,1.95,2.07,4.64,82.67,0.07,1047.5
대성에너지(주),117580,2021/12,1.63,1.73,3.94,84.13,0.08,1067.53
대성홀딩스(주),016710,2011/12,13.9,1.65,2.44,66.04,0.73,1340.96
대성홀딩스(주),016710,2012/12,16.05,1.81,2.8,66.59,0.57,1346.27
대성홀딩스(주),016710,2013/12,4.85,0.63,1.06,62.19,0.46,1338.53
대성홀딩스(주),016710,2014/12,10.77,0.87,1.55,57.49,0.73,1334.78
대성홀딩스(주),016710,2015/12,9.25,0.64,1.14,56.92,0.99,1324.32
대성홀딩스(주),016710,2016/12,25.4,1.78,3.14,40.04,1.01,1333.94
대성홀딩스(주),016710,2017/12,24.45,1.54,2.67,35.24,1.7,1343.52
대성홀딩스(주),016710,2018/12,27.42,1.61,2.74,27.85,1.07,1355.27
대성홀딩스(주),016710,2019/12,22.89,1.01,1.63,26.08,2.4,1349.24
대성홀딩스(주),016710,2020/12,48.72,4.83,7.34,11.88,0.46,1432.13
대성홀딩스(주),016710,2021/12,33.28,1.67,2.52,22.18,0.68,1444.5
대신정보통신(주),020180,2011/03,1.33,3.69,5.52,84.28,0,-0.84
대신정보통신(주),020180,2012/03,1.02,3.18,4.7,85.55,0,3.94
대신정보통신(주),020180,2013/03,1.04,3.34,5.09,87.22,0,9.36
대신정보통신(주),020180,2014/03,-0.36,-1.14,-1.86,89.47,0,7.35
대신정보통신(주),020180,2015/03,0.83,3.16,5.53,89.63,0,13.45
대신정보통신(주),020180,2016/03,0.91,3.19,6.18,91.01,0,17.59
대신정보통신(주),020180,2017/03,1.03,3.35,7.15,92.7,0,23.26
대신정보통신(주),020180,2018/03,0.5,1.42,3.57,94.38,0,24.67
대신정보통신(주),020180,2019/03,0.75,2.44,6.4,93.42,0,29.71
대신정보통신(주),020180,2020/03,0.86,2.1,5.91,92.66,0,35.56
대신정보통신(주),020180,2021/03,0.87,2.21,6.33,93,0,42.35
대아티아이(주),045390,2011/12,6.42,4.72,6.19,72.56,0,672.47
대아티아이(주),045390,2012/12,5.51,3.03,4.03,70.64,0,711.56
대아티아이(주),045390,2013/12,6.69,3.66,5.23,74.53,0,758.42
대아티아이(주),045390,2014/12,6.54,4.97,6.75,80.8,0,821.18
대아티아이(주),045390,2015/12,6.68,4.42,5.7,80.69,0,863.97
대아티아이(주),045390,2016/12,12.74,10.4,13.5,74.32,0,1006.11
대아티아이(주),045390,2017/12,10.81,7.05,9.43,77.36,0,1120.44
대아티아이(주),045390,2018/12,7.81,5.74,7.64,79.45,0,1176.17
대아티아이(주),045390,2019/12,2.91,2.2,3.04,81.84,0,1219.32
대아티아이(주),045390,2020/12,5.93,4.57,6.9,83.88,0,1319.46
대아티아이(주),045390,2021/12,6.5,4.53,7.27,81.89,0,1400.39
대양전기공업(주),108380,2011/12,11.07,9.77,13.08,81.26,0.33,1921.96
대양전기공업(주),108380,2012/12,10.17,9.03,11.84,82.49,0.21,2174.12
대양전기공업(주),108380,2013/12,9.97,8.72,10.99,79.16,0.22,2442.65
대양전기공업(주),108380,2014/12,9.43,7.24,8.9,81.43,0.17,2678.77
대양전기공업(주),108380,2015/12,10.01,7.78,9.57,83.52,0.22,2957.44
대양전기공업(주),108380,2016/12,8.39,6.99,8.48,83.29,0.11,3222.02
대양전기공업(주),108380,2017/12,7.22,4.34,5.36,81.73,0.21,3404.26
대양전기공업(주),108380,2018/12,10.77,5.17,6.47,85.13,0.13,3637.42
대양전기공업(주),108380,2019/12,6.96,4.83,5.9,85.99,0.19,3863.73
대양전기공업(주),108380,2020/12,7.58,5.67,6.62,86.07,0.07,4091.37
대양전기공업(주),108380,2021/12,17.46,8.95,10.04,86.04,0.15,4489.59
대양제지공업(주),006580,2011/12,3.01,3.2,6.03,91.39,0.02,479.29
대양제지공업(주),006580,2012/12,7.25,6.27,11.47,83.66,0.01,535.14
대양제지공업(주),006580,2013/12,1.57,1.27,2.3,92.67,0.01,541.43
대양제지공업(주),006580,2014/12,5.27,3.99,6.91,88.04,0.01,578.59
대양제지공업(주),006580,2015/12,-13.49,-10.36,-18.4,97.14,0.01,465.02
대양제지공업(주),006580,2016/12,3.56,3.07,5.93,88.26,0.03,495.82
대양제지공업(주),006580,2017/12,3.59,4.17,7.73,91.06,0.01,539.92
대양제지공업(주),006580,2018/12,18.96,21.4,32.54,72.41,0.01,782.7
대양제지공업(주),006580,2019/12,13.52,12.01,15.77,77.08,0.02,914.65
대양제지공업(주),006580,2020/12,2.83,1.82,2.35,85.09,0.03,933.38
대양제지공업(주),006580,2021/12,74.62,3.44,4.28,177.96,0.01,966.37
대영포장(주),014160,2011/12,-0.76,-0.83,-1.74,89.78,0.04,109.82
대영포장(주),014160,2012/12,5.27,5.83,11.67,84.62,0.02,135.7
대영포장(주),014160,2013/12,2.98,3.32,5.75,86.48,0.03,152.61
대영포장(주),014160,2014/12,2.45,2.98,4.92,85.45,0.02,164.51
대영포장(주),014160,2015/12,-2.88,-3.41,-5.61,86.05,0.02,141.27
대영포장(주),014160,2016/12,4.01,5.1,8.15,86.72,0.02,159.18
대영포장(주),014160,2017/12,-0.95,-1.42,-2.22,91.46,0.01,152.28
대영포장(주),014160,2018/12,3.54,4.98,7.88,87.44,0.02,168.54
대영포장(주),014160,2019/12,4,5.01,7.42,84.91,0.02,187.35
대영포장(주),014160,2020/12,1.27,1.58,2.18,87.18,0.02,193.54
대영포장(주),014160,2021/12,3.12,4.43,6.26,86.53,0.03,218.15
대우자동차판매(주),004550,2011/12,-2281.64,-5.69,-51.61,37.41,1.66,17.77
대우전자부품(주),009320,2011/12,-45.12,-21.31,-42.47,94.62,0.1,-8.98
대우전자부품(주),009320,2012/12,-2.86,-1.6,-3.43,87.9,0.15,-12.97
대우전자부품(주),009320,2013/12,-9.54,-5.05,-12.38,84.64,0.07,-18.88
대우전자부품(주),009320,2014/12,0.1,0.06,0.14,76.9,0.01,25.59
대우전자부품(주),009320,2015/12,3.37,2.7,5.92,81.24,0.02,33.83
대우전자부품(주),009320,2016/12,4.44,3.56,6.97,82.05,0.02,47.73
대우전자부품(주),009320,2017/12,5.37,4.68,8.23,79.49,0.01,60.33
대우전자부품(주),009320,2018/12,1.84,1.69,2.98,82.46,0.04,64.97
대우전자부품(주),009320,2019/12,-4.64,-3.34,-6.5,85.29,0.03,55.04
대우전자부품(주),009320,2020/12,-4.77,-4.28,-10.09,89.37,0.01,46.6
대우전자부품(주),009320,2021/12,-0.04,-0.04,-0.12,86.86,0.01,46.76
대우조선해양(주),042660,2011/12,5.35,4.54,16.12,88.36,0,349.44
대우조선해양(주),042660,2012/12,-2.64,-2.27,-7.81,95,0,302.05
대우조선해양(주),042660,2013/12,-6.89,-6.5,-27.33,100.91,0,204.41
대우조선해양(주),042660,2014/12,-6.68,-6.16,-38.56,99.67,0.06,104.26
대우조선해양(주),042660,2015/12,-16.72,-14.16,-196.41,112.38,0.06,-69.74
대우조선해양(주),042660,2016/12,-26.27,-19.58,-914.45,106.01,0.01,-28.23
대우조선해양(주),042660,2017/12,6.95,6.03,49.56,85.88,0.01,409.91
대우조선해양(주),042660,2018/12,9.86,8.31,29.22,92.06,0.02,589.89
대우조선해양(주),042660,2019/12,-0.69,-0.51,-1.57,94.64,0.03,571.36
대우조선해양(주),042660,2020/12,1.63,1.08,3.1,94.42,0,595.81
대우조선해양(주),042660,2021/12,-37.3,-16.25,-56.77,134.3,0,293.09
대원강업(주),000430,2011/12,3.54,4,8.21,91.76,0.04,940.55
대원강업(주),000430,2012/12,3.68,4.05,8.2,91.66,0.03,1000.72
대원강업(주),000430,2013/12,2.57,2.73,5.88,91.65,0.03,1059.13
대원강업(주),000430,2014/12,1.25,1.22,2.71,93.27,0.05,1056.65
대원강업(주),000430,2015/12,3.34,3.38,7.08,90.83,0.03,1095.54
대원강업(주),000430,2016/12,3.14,3.3,6.88,91.46,0.02,1161.26
대원강업(주),000430,2017/12,2.12,2.09,4.13,91.73,0.02,1185.44
대원강업(주),000430,2018/12,2.2,2.21,3.9,91.91,0.01,1203.41
대원강업(주),000430,2019/12,1.51,1.55,2.54,93.18,0.01,1220.31
대원강업(주),000430,2020/12,1.34,1.24,1.97,93.26,0.01,1223.94
대원강업(주),000430,2021/12,1.29,1.22,1.92,92.63,0.01,1250.56
대원미디어(주),048910,2011/12,-3.64,-2.13,-2.88,86.48,5.61,1162.05
대원미디어(주),048910,2012/12,2.52,1.14,1.56,74.02,5.9,1155.18
대원미디어(주),048910,2013/12,-56.86,-18.87,-27.47,91.77,10.41,879.32
대원미디어(주),048910,2014/12,-18.41,-6.21,-9.53,86.35,6.24,805.79
대원미디어(주),048910,2015/12,-28.49,-14.26,-20.45,74.78,3.4,658.12
대원미디어(주),048910,2016/12,-4.71,-3.8,-4.94,83.87,4.45,662.28
대원미디어(주),048910,2017/12,10.37,11.34,13.79,83.56,3.12,761.41
