,회사명,회계년도,거래소코드,target
6549,(주)케이씨텍,2020,281820,1
6550,(주)케이씨텍,2021,281820,1
6551,(주)케이씨티,2011,089150,1
6552,(주)케이씨티,2012,089150,1
6553,(주)케이씨티,2013,089150,1
6554,(주)케이씨티,2014,089150,1
6555,(주)케이씨티,2015,089150,1
6556,(주)케이씨티,2016,089150,1
6557,(주)케이씨티,2017,089150,1
6558,(주)케이씨티,2018,089150,1
6559,(주)케이씨티,2019,089150,1
6560,(주)케이씨티,2020,089150,1
6561,(주)케이씨티,2021,089150,1
6562,(주)케이씨티시,2011,009070,1
6563,(주)케이씨티시,2012,009070,1
6564,(주)케이씨티시,2013,009070,1
6565,(주)케이씨티시,2014,009070,1
6566,(주)케이씨티시,2015,009070,1
6567,(주)케이씨티시,2016,009070,1
6568,(주)케이씨티시,2017,009070,1
6569,(주)케이씨티시,2018,009070,1
6570,(주)케이씨티시,2019,009070,1
6571,(주)케이씨티시,2020,009070,1
6572,(주)케이씨티시,2021,009070,1
6573,(주)케이씨피드,2011,025880,1
6574,(주)케이씨피드,2012,025880,1
6575,(주)케이씨피드,2013,025880,1
6576,(주)케이씨피드,2014,025880,1
6577,(주)케이씨피드,2015,025880,1
6578,(주)케이씨피드,2016,025880,1
6579,(주)케이씨피드,2017,025880,1
6580,(주)케이씨피드,2018,025880,1
6581,(주)케이씨피드,2019,025880,1
6582,(주)케이씨피드,2020,025880,1
6583,(주)케이씨피드,2021,025880,1
6584,(주)케이아이엔엑스,2011,093320,0
6585,(주)케이아이엔엑스,2012,093320,0
6586,(주)케이아이엔엑스,2013,093320,0
6587,(주)케이아이엔엑스,2014,093320,0
6588,(주)케이아이엔엑스,2015,093320,1
6589,(주)케이아이엔엑스,2016,093320,1
6590,(주)케이아이엔엑스,2017,093320,1
6591,(주)케이아이엔엑스,2018,093320,1
6592,(주)케이아이엔엑스,2019,093320,1
6593,(주)케이아이엔엑스,2020,093320,1
6594,(주)케이아이엔엑스,2021,093320,1
6595,(주)케이에스에스해운,2011,044450,1
6596,(주)케이에스에스해운,2012,044450,1
6597,(주)케이에스에스해운,2013,044450,1
6598,(주)케이에스에스해운,2014,044450,1
6599,(주)케이에스에스해운,2015,044450,1
6600,(주)케이에스에스해운,2016,044450,1
6601,(주)케이에스에스해운,2017,044450,1
6602,(주)케이에스에스해운,2018,044450,1
6603,(주)케이에스에스해운,2019,044450,1
6604,(주)케이에스에스해운,2020,044450,1
6605,(주)케이에스에스해운,2021,044450,1
6606,(주)케이에스피,2011,073010,1
6607,(주)케이에스피,2012,073010,0
6608,(주)케이에스피,2013,073010,0
6609,(주)케이에스피,2014,073010,0
6610,(주)케이에스피,2015,073010,0
6611,(주)케이에스피,2016,073010,0
6612,(주)케이에스피,2017,073010,0
6613,(주)케이에스피,2018,073010,0
6614,(주)케이에스피,2019,073010,0
6615,(주)케이에스피,2020,073010,0
6616,(주)케이에스피,2021,073010,0
6617,(주)케이에이치바텍,2011,060720,0
6618,(주)케이에이치바텍,2012,060720,0
6619,(주)케이에이치바텍,2013,060720,0
6620,(주)케이에이치바텍,2014,060720,0
6621,(주)케이에이치바텍,2015,060720,1
6622,(주)케이에이치바텍,2016,060720,1
6623,(주)케이에이치바텍,2017,060720,0
6624,(주)케이에이치바텍,2018,060720,0
6625,(주)케이에이치바텍,2019,060720,0
6626,(주)케이에이치바텍,2020,060720,0
6627,(주)케이에이치바텍,2021,060720,0
6628,(주)케이에이치필룩스,2011,033180,1
6629,(주)케이에이치필룩스,2012,033180,1
6630,(주)케이에이치필룩스,2013,033180,1
6631,(주)케이에이치필룩스,2014,033180,1
6632,(주)케이에이치필룩스,2015,033180,0
6633,(주)케이에이치필룩스,2016,033180,0
6634,(주)케이에이치필룩스,2017,033180,0
6635,(주)케이에이치필룩스,2018,033180,0
6636,(주)케이에이치필룩스,2019,033180,0
6637,(주)케이에이치필룩스,2020,033180,0
6638,(주)케이에이치필룩스,2021,033180,0
6639,(주)케이엑스이노베이션,2011,122450,1
6640,(주)케이엑스이노베이션,2012,122450,0
6641,(주)케이엑스이노베이션,2013,122450,0
6642,(주)케이엑스이노베이션,2014,122450,0
6643,(주)케이엑스이노베이션,2015,122450,0
6644,(주)케이엑스이노베이션,2016,122450,0
6645,(주)케이엑스이노베이션,2017,122450,0
6646,(주)케이엑스이노베이션,2018,122450,0
6647,(주)케이엑스이노베이션,2019,122450,0
6648,(주)케이엑스이노베이션,2020,122450,0
6649,(주)케이엑스이노베이션,2021,122450,0
6650,(주)케이엔더블유,2011,105330,1
6651,(주)케이엔더블유,2012,105330,0
6652,(주)케이엔더블유,2013,105330,0
6653,(주)케이엔더블유,2014,105330,0
6654,(주)케이엔더블유,2015,105330,0
6655,(주)케이엔더블유,2016,105330,0
6656,(주)케이엔더블유,2017,105330,0
6657,(주)케이엔더블유,2018,105330,0
6658,(주)케이엔더블유,2019,105330,0
6659,(주)케이엔더블유,2020,105330,0
6660,(주)케이엔더블유,2021,105330,0
6661,(주)케이엔엔,2011,058400,1
6662,(주)케이엔엔,2012,058400,1
6663,(주)케이엔엔,2013,058400,1
6664,(주)케이엔엔,2014,058400,1
6665,(주)케이엔엔,2015,058400,1
6666,(주)케이엔엔,2016,058400,1
6667,(주)케이엔엔,2017,058400,1
6668,(주)케이엔엔,2018,058400,1
6669,(주)케이엔엔,2019,058400,1
6670,(주)케이엔엔,2020,058400,1
6671,(주)케이엔엔,2021,058400,1
6672,(주)케이엘넷,2011,039420,0
6673,(주)케이엘넷,2012,039420,0
6674,(주)케이엘넷,2013,039420,0
6675,(주)케이엘넷,2014,039420,0
6676,(주)케이엘넷,2015,039420,0
6677,(주)케이엘넷,2016,039420,0
6678,(주)케이엘넷,2017,039420,1
6679,(주)케이엘넷,2018,039420,1
6680,(주)케이엘넷,2019,039420,1
6681,(주)케이엘넷,2020,039420,1
6682,(주)케이엘넷,2021,039420,1
6683,(주)케이엠,2011,083550,1
6684,(주)케이엠,2012,083550,1
6685,(주)케이엠,2013,083550,1
6686,(주)케이엠,2014,083550,1
6687,(주)케이엠,2015,083550,1
6688,(주)케이엠,2016,083550,1
6689,(주)케이엠,2017,083550,1
6690,(주)케이엠,2018,083550,1
6691,(주)케이엠,2019,083550,1
6692,(주)케이엠,2020,083550,1
6693,(주)케이엠,2021,083550,1
6694,(주)케이이씨,2011,092220,0
6695,(주)케이이씨,2012,092220,0
6696,(주)케이이씨,2013,092220,0
6697,(주)케이이씨,2014,092220,0
6698,(주)케이이씨,2015,092220,0
6699,(주)케이이씨,2016,092220,0
6700,(주)케이이씨,2017,092220,0
6701,(주)케이이씨,2018,092220,0
6702,(주)케이이씨,2019,092220,0
6703,(주)케이이씨,2020,092220,0
6704,(주)케이이씨,2021,092220,0
6705,(주)케이지모빌리언스,2011,046440,1
6706,(주)케이지모빌리언스,2012,046440,1
6707,(주)케이지모빌리언스,2013,046440,1
6708,(주)케이지모빌리언스,2014,046440,1
6709,(주)케이지모빌리언스,2015,046440,1
6710,(주)케이지모빌리언스,2016,046440,1
6711,(주)케이지모빌리언스,2017,046440,1
6712,(주)케이지모빌리언스,2018,046440,1
6713,(주)케이지모빌리언스,2019,046440,1
6714,(주)케이지모빌리언스,2020,046440,1
6715,(주)케이지모빌리언스,2021,046440,1
6716,(주)케이지이니시스,2011,035600,1
6717,(주)케이지이니시스,2012,035600,1
6718,(주)케이지이니시스,2013,035600,1
6719,(주)케이지이니시스,2014,035600,1
6720,(주)케이지이니시스,2015,035600,1
6721,(주)케이지이니시스,2016,035600,1
6722,(주)케이지이니시스,2017,035600,1
6723,(주)케이지이니시스,2018,035600,1
6724,(주)케이지이니시스,2019,035600,1
6725,(주)케이지이니시스,2020,035600,1
6726,(주)케이지이니시스,2021,035600,1
6727,(주)케이티,2011,030200,1
6728,(주)케이티,2012,030200,1
6729,(주)케이티,2013,030200,1
6730,(주)케이티,2014,030200,0
6731,(주)케이티,2015,030200,0
6732,(주)케이티,2016,030200,0
6733,(주)케이티,2017,030200,1
6734,(주)케이티,2018,030200,1
6735,(주)케이티,2019,030200,1
6736,(주)케이티,2020,030200,1
6737,(주)케이티,2021,030200,1
6738,(주)케이티서브마린,2011,060370,1
6739,(주)케이티서브마린,2012,060370,1
6740,(주)케이티서브마린,2013,060370,1
6741,(주)케이티서브마린,2014,060370,1
6742,(주)케이티서브마린,2015,060370,1
6743,(주)케이티서브마린,2016,060370,1
6744,(주)케이티서브마린,2017,060370,1
6745,(주)케이티서브마린,2018,060370,1
6746,(주)케이티서브마린,2019,060370,1
6747,(주)케이티서브마린,2020,060370,1
6748,(주)케이티서브마린,2021,060370,1
6749,(주)케이티스카이라이프,2011,053210,0
6750,(주)케이티스카이라이프,2012,053210,0
6751,(주)케이티스카이라이프,2013,053210,0
6752,(주)케이티스카이라이프,2014,053210,1
6753,(주)케이티스카이라이프,2015,053210,1
6754,(주)케이티스카이라이프,2016,053210,1
6755,(주)케이티스카이라이프,2017,053210,1
6756,(주)케이티스카이라이프,2018,053210,1
6757,(주)케이티스카이라이프,2019,053210,1
6758,(주)케이티스카이라이프,2020,053210,1
6759,(주)케이티스카이라이프,2021,053210,1
6760,(주)케이티씨에스,2011,058850,1
6761,(주)케이티씨에스,2012,058850,1
6762,(주)케이티씨에스,2013,058850,1
6763,(주)케이티씨에스,2014,058850,1
6764,(주)케이티씨에스,2015,058850,1
6765,(주)케이티씨에스,2016,058850,1
6766,(주)케이티씨에스,2017,058850,1
6767,(주)케이티씨에스,2018,058850,1
6768,(주)케이티씨에스,2019,058850,1
6769,(주)케이티씨에스,2020,058850,1
6770,(주)케이티씨에스,2021,058850,1
6771,(주)케이티아이에스,2011,058860,1
6772,(주)케이티아이에스,2012,058860,1
6773,(주)케이티아이에스,2013,058860,1
6774,(주)케이티아이에스,2014,058860,1
6775,(주)케이티아이에스,2015,058860,1
6776,(주)케이티아이에스,2016,058860,1
6777,(주)케이티아이에스,2017,058860,1
6778,(주)케이티아이에스,2018,058860,1
6779,(주)케이티아이에스,2019,058860,1
6780,(주)케이티아이에스,2020,058860,1
6781,(주)케이티아이에스,2021,058860,1
6782,(주)케이티앤지,2011,033780,1
6783,(주)케이티앤지,2012,033780,1
6784,(주)케이티앤지,2013,033780,1
6785,(주)케이티앤지,2014,033780,1
6786,(주)케이티앤지,2015,033780,1
6787,(주)케이티앤지,2016,033780,1
6788,(주)케이티앤지,2017,033780,1
6789,(주)케이티앤지,2018,033780,1
6790,(주)케이티앤지,2019,033780,1
6791,(주)케이티앤지,2020,033780,1
6792,(주)케이티앤지,2021,033780,1
6793,(주)케이프,2011,064820,1
6794,(주)케이프,2012,064820,0
6795,(주)케이프,2013,064820,0
6796,(주)케이프,2014,064820,0
6797,(주)케이프,2015,064820,0
6798,(주)케이프,2016,064820,0
6799,(주)케이프,2017,064820,0
6800,(주)케이프,2018,064820,0
6801,(주)케이프,2019,064820,0
6802,(주)케이프,2020,064820,0
6803,(주)케이프,2021,064820,0
6804,(주)케이피에스,2017,256940,0
6805,(주)케이피에스,2018,256940,0
6806,(주)케이피에스,2019,256940,0
6807,(주)케이피에스,2020,256940,0
6808,(주)케이피에스,2021,256940,0
6809,(주)케이피에프,2011,024880,1
6810,(주)케이피에프,2012,024880,1
6811,(주)케이피에프,2013,024880,1
6812,(주)케이피에프,2014,024880,1
6813,(주)케이피에프,2015,024880,1
6814,(주)케이피에프,2016,024880,1
6815,(주)케이피에프,2017,024880,1
6816,(주)케이피에프,2018,024880,1
6817,(주)케이피에프,2019,024880,1
6818,(주)케이피에프,2020,024880,1
6819,(주)케이피에프,2021,024880,0
6820,(주)케이피케미칼,2011,064420,1
6821,(주)케이피티유,2011,054410,0
6822,(주)케이피티유,2012,054410,0
6823,(주)케이피티유,2013,054410,0
6824,(주)케이피티유,2014,054410,0
6825,(주)케이피티유,2015,054410,0
6826,(주)케이피티유,2016,054410,0
6827,(주)케이피티유,2017,054410,1
6828,(주)케이피티유,2018,054410,1
6829,(주)케이피티유,2019,054410,0
6830,(주)케이피티유,2020,054410,0
6831,(주)케이피티유,2021,054410,0
6832,(주)켐트로닉스,2011,089010,1
6833,(주)켐트로닉스,2012,089010,1
6834,(주)켐트로닉스,2013,089010,1
6835,(주)켐트로닉스,2014,089010,0
6836,(주)켐트로닉스,2015,089010,0
6837,(주)켐트로닉스,2016,089010,0
6838,(주)켐트로닉스,2017,089010,0
6839,(주)켐트로닉스,2018,089010,0
6840,(주)켐트로닉스,2019,089010,0
6841,(주)켐트로닉스,2020,089010,1
6842,(주)켐트로닉스,2021,089010,1
6843,(주)코다코,2011,046070,0
6844,(주)코다코,2012,046070,0
6845,(주)코다코,2013,046070,0
6846,(주)코다코,2014,046070,0
6847,(주)코다코,2015,046070,1
6848,(주)코다코,2016,046070,1
6849,(주)코다코,2017,046070,1
6850,(주)코다코,2018,046070,0
6851,(주)코다코,2019,046070,0
6852,(주)코다코,2020,046070,0
6853,(주)코다코,2021,046070,0
6854,(주)코리아나화장품,2011,027050,0
6855,(주)코리아나화장품,2012,027050,0
6856,(주)코리아나화장품,2013,027050,0
6857,(주)코리아나화장품,2014,027050,0
6858,(주)코리아나화장품,2015,027050,0
6859,(주)코리아나화장품,2016,027050,0
6860,(주)코리아나화장품,2017,027050,1
6861,(주)코리아나화장품,2018,027050,0
6862,(주)코리아나화장품,2019,027050,0
6863,(주)코리아나화장품,2020,027050,0
6864,(주)코리아나화장품,2021,027050,0
6865,(주)코리아써키트,2011,007810,0
6866,(주)코리아써키트,2012,007810,0
6867,(주)코리아써키트,2013,007810,0
6868,(주)코리아써키트,2014,007810,0
6869,(주)코리아써키트,2015,007810,1
6870,(주)코리아써키트,2016,007810,1
6871,(주)코리아써키트,2017,007810,0
6872,(주)코리아써키트,2018,007810,0
6873,(주)코리아써키트,2019,007810,0
6874,(주)코리아써키트,2020,007810,0
6875,(주)코리아써키트,2021,007810,0
6876,(주)코맥스,2011,036690,1
6877,(주)코맥스,2012,036690,1
6878,(주)코맥스,2013,036690,1
6879,(주)코맥스,2014,036690,1
6880,(주)코맥스,2015,036690,1
6881,(주)코맥스,2016,036690,1
6882,(주)코맥스,2017,036690,1
6883,(주)코맥스,2018,036690,1
6884,(주)코맥스,2019,036690,1
6885,(주)코맥스,2020,036690,1
6886,(주)코맥스,2021,036690,1
6887,(주)코메론,2011,049430,1
6888,(주)코메론,2012,049430,1
6889,(주)코메론,2013,049430,1
6890,(주)코메론,2014,049430,1
6891,(주)코메론,2015,049430,1
6892,(주)코메론,2016,049430,1
6893,(주)코메론,2017,049430,1
6894,(주)코메론,2018,049430,1
6895,(주)코메론,2019,049430,1
6896,(주)코메론,2020,049430,1
6897,(주)코메론,2021,049430,1
6898,(주)코미코,2017,183300,1
6899,(주)코미코,2018,183300,1
6900,(주)코미코,2019,183300,1
6901,(주)코미코,2020,183300,1
6902,(주)코미코,2021,183300,1
6903,(주)코스메카코리아,2016,241710,0
6904,(주)코스메카코리아,2017,241710,0
6905,(주)코스메카코리아,2018,241710,0
6906,(주)코스메카코리아,2019,241710,0
6907,(주)코스메카코리아,2020,241710,0
6908,(주)코스메카코리아,2021,241710,0
6909,(주)코아시아,2011,045970,0
6910,(주)코아시아,2012,045970,0
6911,(주)코아시아,2013,045970,0
6912,(주)코아시아,2014,045970,0
6913,(주)코아시아,2015,045970,0
6914,(주)코아시아,2016,045970,0
6915,(주)코아시아,2017,045970,0
6916,(주)코아시아,2018,045970,0
6917,(주)코아시아,2019,045970,0
6918,(주)코아시아,2020,045970,0
6919,(주)코아시아,2021,045970,0
6920,(주)코엔텍,2011,029960,0
6921,(주)코엔텍,2012,029960,0
6922,(주)코엔텍,2013,029960,0
6923,(주)코엔텍,2014,029960,0
6924,(주)코엔텍,2015,029960,1
6925,(주)코엔텍,2016,029960,1
6926,(주)코엔텍,2017,029960,1
6927,(주)코엔텍,2018,029960,1
6928,(주)코엔텍,2019,029960,1
6929,(주)코엔텍,2020,029960,1
6930,(주)코엔텍,2021,029960,1
6931,(주)코오롱,2011,002020,1
6932,(주)코오롱,2012,002020,1
6933,(주)코오롱,2013,002020,1
6934,(주)코오롱,2014,002020,1
6935,(주)코오롱,2015,002020,1
6936,(주)코오롱,2016,002020,1
6937,(주)코오롱,2017,002020,1
6938,(주)코오롱,2018,002020,1
6939,(주)코오롱,2019,002020,1
6940,(주)코오롱,2020,002020,1
6941,(주)코오롱,2021,002020,1
6942,(주)코윈테크,2019,282880,1
6943,(주)코윈테크,2020,282880,1
6944,(주)코윈테크,2021,282880,1
6945,(주)코이즈,2012,121850,1
6946,(주)코이즈,2013,121850,0
6947,(주)코이즈,2014,121850,0
6948,(주)코이즈,2015,121850,0
6949,(주)코이즈,2016,121850,0
6950,(주)코이즈,2017,121850,0
6951,(주)코이즈,2018,121850,0
6952,(주)코이즈,2019,121850,0
6953,(주)코이즈,2020,121850,0
6954,(주)코이즈,2021,121850,0
6955,(주)코콤,2011,015710,1
6956,(주)코콤,2012,015710,1
6957,(주)코콤,2013,015710,1
6958,(주)코콤,2014,015710,1
6959,(주)코콤,2015,015710,1
6960,(주)코콤,2016,015710,1
6961,(주)코콤,2017,015710,1
6962,(주)코콤,2018,015710,1
6963,(주)코콤,2019,015710,1
6964,(주)코콤,2020,015710,1
6965,(주)코콤,2021,015710,1
6966,(주)코텍,2011,052330,1
6967,(주)코텍,2012,052330,1
6968,(주)코텍,2013,052330,1
6969,(주)코텍,2014,052330,1
6970,(주)코텍,2015,052330,1
6971,(주)코텍,2016,052330,1
6972,(주)코텍,2017,052330,1
6973,(주)코텍,2018,052330,1
6974,(주)코텍,2019,052330,1
6975,(주)코텍,2020,052330,1
6976,(주)코텍,2021,052330,0
6977,(주)코퍼스코리아,2019,322780,0
6978,(주)코퍼스코리아,2020,322780,0
6979,(주)코퍼스코리아,2021,322780,0
6980,(주)콤텍시스템,2011,031820,0
6981,(주)콤텍시스템,2012,031820,0
6982,(주)콤텍시스템,2013,031820,0
6983,(주)콤텍시스템,2014,031820,0
6984,(주)콤텍시스템,2015,031820,0
6985,(주)콤텍시스템,2016,031820,0
6986,(주)콤텍시스템,2017,031820,0
6987,(주)콤텍시스템,2018,031820,0
6988,(주)콤텍시스템,2019,031820,0
6989,(주)콤텍시스템,2020,031820,0
6990,(주)콤텍시스템,2021,031820,0
6991,(주)쿠콘,2021,294570,1
6992,(주)큐에스아이,2011,066310,0
6993,(주)큐에스아이,2012,066310,0
6994,(주)큐에스아이,2013,066310,0
6995,(주)큐에스아이,2014,066310,0
6996,(주)큐에스아이,2015,066310,0
6997,(주)큐에스아이,2016,066310,0
6998,(주)큐에스아이,2017,066310,0
6999,(주)큐에스아이,2018,066310,0
7000,(주)큐에스아이,2019,066310,1
7001,(주)큐에스아이,2020,066310,1
7002,(주)큐에스아이,2021,066310,1
7003,(주)크라운제과,2017,264900,1
7004,(주)크라운제과,2018,264900,1
7005,(주)크라운제과,2019,264900,1
7006,(주)크라운제과,2020,264900,1
7007,(주)크라운제과,2021,264900,1
7008,(주)크라운해태홀딩스,2011,005740,1
7009,(주)크라운해태홀딩스,2012,005740,1
7010,(주)크라운해태홀딩스,2013,005740,1
7011,(주)크라운해태홀딩스,2014,005740,1
7012,(주)크라운해태홀딩스,2015,005740,1
7013,(주)크라운해태홀딩스,2016,005740,1
7014,(주)크라운해태홀딩스,2017,005740,1
7015,(주)크라운해태홀딩스,2018,005740,1
7016,(주)크라운해태홀딩스,2019,005740,1
7017,(주)크라운해태홀딩스,2020,005740,1
7018,(주)크라운해태홀딩스,2021,005740,1
7019,(주)크레버스,2011,096240,1
7020,(주)크레버스,2012,096240,1
7021,(주)크레버스,2013,096240,1
7022,(주)크레버스,2014,096240,1
7023,(주)크레버스,2015,096240,1
7024,(주)크레버스,2016,096240,1
7025,(주)크레버스,2017,096240,1
7026,(주)크레버스,2018,096240,1
7027,(주)크레버스,2019,096240,1
7028,(주)크레버스,2020,096240,1
7029,(주)크레버스,2021,096240,1
7030,(주)크리스에프앤씨,2018,110790,1
7031,(주)크리스에프앤씨,2019,110790,1
7032,(주)크리스에프앤씨,2020,110790,1
7033,(주)크리스에프앤씨,2021,110790,1
7034,(주)크린앤사이언스,2011,045520,0
7035,(주)크린앤사이언스,2012,045520,0
7036,(주)크린앤사이언스,2013,045520,0
7037,(주)크린앤사이언스,2014,045520,0
7038,(주)크린앤사이언스,2015,045520,0
7039,(주)크린앤사이언스,2016,045520,0
7040,(주)크린앤사이언스,2017,045520,0
7041,(주)크린앤사이언스,2018,045520,0
7042,(주)크린앤사이언스,2019,045520,1
7043,(주)크린앤사이언스,2020,045520,1
7044,(주)크린앤사이언스,2021,045520,1
7045,(주)클래시스,2015,214150,0
7046,(주)클래시스,2016,214150,0
7047,(주)클래시스,2017,214150,0
7048,(주)클래시스,2018,214150,0
7049,(주)클래시스,2019,214150,1
7050,(주)클래시스,2020,214150,1
7051,(주)클래시스,2021,214150,1
7052,(주)클리오,2016,237880,1
7053,(주)클리오,2017,237880,1
7054,(주)클리오,2018,237880,0
7055,(주)클리오,2019,237880,0
7056,(주)클리오,2020,237880,0
7057,(주)클리오,2021,237880,1
7058,(주)키다리스튜디오,2011,020120,0
7059,(주)키다리스튜디오,2012,020120,0
7060,(주)키다리스튜디오,2013,020120,0
7061,(주)키다리스튜디오,2014,020120,0
7062,(주)키다리스튜디오,2015,020120,0
7063,(주)키다리스튜디오,2016,020120,0
7064,(주)키다리스튜디오,2017,020120,0
7065,(주)키다리스튜디오,2018,020120,0
7066,(주)키다리스튜디오,2019,020120,0
7067,(주)키다리스튜디오,2020,020120,0
7068,(주)키다리스튜디오,2021,020120,0
7069,(주)탑엔지니어링,2011,065130,0
7070,(주)탑엔지니어링,2012,065130,0
7071,(주)탑엔지니어링,2013,065130,0
7072,(주)탑엔지니어링,2014,065130,0
7073,(주)탑엔지니어링,2015,065130,0
7074,(주)탑엔지니어링,2016,065130,0
7075,(주)탑엔지니어링,2017,065130,0
7076,(주)탑엔지니어링,2018,065130,1
7077,(주)탑엔지니어링,2019,065130,1
7078,(주)탑엔지니어링,2020,065130,0
7079,(주)탑엔지니어링,2021,065130,0
7080,(주)탑코미디어,2013,134580,1
7081,(주)탑코미디어,2014,134580,1
7082,(주)탑코미디어,2015,134580,1
7083,(주)탑코미디어,2016,134580,0
7084,(주)탑코미디어,2017,134580,0
7085,(주)탑코미디어,2018,134580,0
7086,(주)탑코미디어,2019,134580,0
7087,(주)탑코미디어,2020,134580,0
7088,(주)탑코미디어,2021,134580,0
7089,(주)태경비케이,2011,014580,1
7090,(주)태경비케이,2012,014580,1
7091,(주)태경비케이,2013,014580,1
7092,(주)태경비케이,2014,014580,1
7093,(주)태경비케이,2015,014580,1
7094,(주)태경비케이,2016,014580,1
7095,(주)태경비케이,2017,014580,1
7096,(주)태경비케이,2018,014580,1
7097,(주)태경비케이,2019,014580,1
7098,(주)태경비케이,2020,014580,1
7099,(주)태경비케이,2021,014580,1
7100,(주)태광,2011,023160,0
7101,(주)태광,2012,023160,0
7102,(주)태광,2013,023160,0
7103,(주)태광,2014,023160,0
7104,(주)태광,2015,023160,0
7105,(주)태광,2016,023160,0
7106,(주)태광,2017,023160,1
7107,(주)태광,2018,023160,1
7108,(주)태광,2019,023160,1
7109,(주)태광,2020,023160,1
7110,(주)태광,2021,023160,1
7111,(주)태양,2011,053620,1
7112,(주)태양,2012,053620,1
7113,(주)태양,2013,053620,1
7114,(주)태양,2014,053620,0
7115,(주)태양,2015,053620,0
7116,(주)태양,2016,053620,0
7117,(주)태양,2017,053620,0
7118,(주)태양,2018,053620,1
7119,(주)태양,2019,053620,1
7120,(주)태양,2020,053620,1
7121,(주)태양,2021,053620,1
7122,(주)태영건설,2011,009410,1
7123,(주)태영건설,2012,009410,1
7124,(주)태영건설,2013,009410,0
7125,(주)태영건설,2014,009410,0
7126,(주)태영건설,2015,009410,0
7127,(주)태영건설,2016,009410,0
7128,(주)태영건설,2017,009410,0
7129,(주)태영건설,2018,009410,0
7130,(주)태영건설,2019,009410,1
7131,(주)태영건설,2020,009410,1
7132,(주)태영건설,2021,009410,1
7133,(주)태웅로직스,2019,124560,1
7134,(주)태웅로직스,2020,124560,1
7135,(주)태웅로직스,2021,124560,1
7136,(주)태평양제약,2011,016570,1
7137,(주)테스,2011,095610,1
7138,(주)테스,2012,095610,0
7139,(주)테스,2013,095610,0
7140,(주)테스,2014,095610,0
7141,(주)테스,2015,095610,1
7142,(주)테스,2016,095610,1
7143,(주)테스,2017,095610,1
7144,(주)테스,2018,095610,1
7145,(주)테스,2019,095610,1
7146,(주)테스,2020,095610,1
7147,(주)테스,2021,095610,1
7148,(주)테이팩스,2017,055490,0
7149,(주)테이팩스,2018,055490,0
7150,(주)테이팩스,2019,055490,0
7151,(주)테이팩스,2020,055490,0
7152,(주)테이팩스,2021,055490,0
7153,(주)테크윙,2011,089030,1
7154,(주)테크윙,2012,089030,1
7155,(주)테크윙,2013,089030,1
7156,(주)테크윙,2014,089030,1
7157,(주)테크윙,2015,089030,1
7158,(주)테크윙,2016,089030,1
7159,(주)테크윙,2017,089030,1
7160,(주)테크윙,2018,089030,1
7161,(주)테크윙,2019,089030,1
7162,(주)테크윙,2020,089030,1
7163,(주)테크윙,2021,089030,1
7164,(주)텔레칩스,2011,054450,1
7165,(주)텔레칩스,2012,054450,1
7166,(주)텔레칩스,2013,054450,0
7167,(주)텔레칩스,2014,054450,0
7168,(주)텔레칩스,2015,054450,0
7169,(주)텔레칩스,2016,054450,1
7170,(주)텔레칩스,2017,054450,1
7171,(주)텔레칩스,2018,054450,1
7172,(주)텔레칩스,2019,054450,1
7173,(주)텔레칩스,2020,054450,0
7174,(주)텔레칩스,2021,054450,0
7175,(주)토니모리,2015,214420,1
7176,(주)토니모리,2016,214420,1
7177,(주)토니모리,2017,214420,1
7178,(주)토니모리,2018,214420,1
7179,(주)토니모리,2019,214420,0
7180,(주)토니모리,2020,214420,0
7181,(주)토니모리,2021,214420,0
7182,(주)토비스,2011,051360,1
7183,(주)토비스,2012,051360,1
7184,(주)토비스,2013,051360,1
7185,(주)토비스,2014,051360,1
7186,(주)토비스,2015,051360,1
7187,(주)토비스,2016,051360,1
7188,(주)토비스,2017,051360,1
7189,(주)토비스,2018,051360,1
7190,(주)토비스,2019,051360,1
7191,(주)토비스,2020,051360,0
7192,(주)토비스,2021,051360,0
7193,(주)톱텍,2011,108230,0
7194,(주)톱텍,2012,108230,0
7195,(주)톱텍,2013,108230,0
7196,(주)톱텍,2014,108230,0
7197,(주)톱텍,2015,108230,1
7198,(주)톱텍,2016,108230,1
7199,(주)톱텍,2017,108230,0
7200,(주)톱텍,2018,108230,0
7201,(주)톱텍,2019,108230,0
7202,(주)톱텍,2020,108230,1
7203,(주)톱텍,2021,108230,0
7204,(주)투비소프트,2011,079970,0
7205,(주)투비소프트,2012,079970,0
7206,(주)투비소프트,2013,079970,0
7207,(주)투비소프트,2014,079970,0
7208,(주)투비소프트,2015,079970,0
7209,(주)투비소프트,2016,079970,0
7210,(주)투비소프트,2017,079970,0
7211,(주)투비소프트,2018,079970,0
7212,(주)투비소프트,2019,079970,0
7213,(주)투비소프트,2020,079970,0
7214,(주)투비소프트,2021,079970,0
7215,(주)트루윈,2014,105550,1
7216,(주)트루윈,2015,105550,0
7217,(주)트루윈,2016,105550,0
7218,(주)트루윈,2017,105550,0
7219,(주)트루윈,2018,105550,0
7220,(주)트루윈,2019,105550,0
7221,(주)트루윈,2020,105550,0
7222,(주)트루윈,2021,105550,0
7223,(주)특수건설,2011,026150,1
7224,(주)특수건설,2012,026150,1
7225,(주)특수건설,2013,026150,0
7226,(주)특수건설,2014,026150,0
7227,(주)특수건설,2015,026150,0
7228,(주)특수건설,2016,026150,0
